Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,2124130,516376003,SOLE,
ASBURY AUTOMOTIVE GROUP INC,043436104,2155492,526910019,SOLE,
CIRCLE INTERNET GROUP INC,172573107,275000,36459500,SOLE,
COUPANG INC,22266T109,13017964,419178441,SOLE,
ENERGY TRANSFER L P,29273V100,6205777,106491133,SOLE,
LITHIA MTRS INC,536797103,2490534,787008744,SOLE,
LOAR HOLDINGS INC,53947R105,32050240,2564019200,SOLE,
META PLATFORMS INC,30303M102,394755,289900177,SOLE,
NUVATION BIO INC,67080N101,3811513,14102598,SOLE,
SOMNIGROUP INTERNATIONAL INC,88023U101,5845246,492929595,SOLE,
U HAUL HOLDING COMPANY,023586100,36401,2077405,SOLE,
U HAUL HOLDING COMPANY,023586506,3251469,165499772,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,720779,248993106,SOLE,
