Company,CUSIP,Shares,Value,Discretion,PutCall
Aeva Technologies Inc,00835Q202,1839314,26670,DFND,
Alphabet Inc,02079K305,102200,24845,DFND,
Amazon Com Inc,023135106,437070,95967,DFND,
Arm Holdings Plc,042068205,167900,23756,DFND,
Bank America Corp,060505104,989250,51035,DFND,
Bbb Foods Inc,G0896C103,1183125,31897,DFND,
Capital One Finl Corp,14040H105,43920,9337,DFND,
Carpenter Technology Corp,144285103,220035,54027,DFND,
Chime Finl Inc,16935C109,43230,872,DFND,
Chipotle Mexican Grill Inc,169656105,233205,9139,DFND,
Citigroup Inc,172967424,514850,52257,DFND,
Cleveland-Cliffs Inc New,185899101,2715035,33123,DFND,
Cogent Biosciences Inc,19240Q201,1059580,15216,DFND,
Coupang Inc,22266T109,4633124,149187,DFND,
Crh Plc,G25508105,393820,47219,DFND,
D R Horton Inc,23331A109,205150,34767,DFND,
Daktronics Inc,234264109,1436936,30061,DFND,
Dicks Sporting Goods Inc,253393102,132425,29427,DFND,
Docusign Inc,256163106,1685950,121540,DFND,
Echostar Corp,278768106,60765,4640,DFND,
Enliven Therapeutics Inc,29337E102,947405,19393,DFND,
Eqt Corp,26884L109,894950,48712,DFND,
Figure Technology Solutio,349381103,2116825,76989,DFND,
Flutter Entmt Plc,G3643J108,115245,29272,DFND,
Ge Vernova Inc,36828A101,77320,47544,DFND,
Genuine Parts Co,372460105,144185,19984,DFND,
Global X Fds,37950E259,254045,17722,DFND,
Insmed Inc,457669307,2423435,348999,DFND,
Ishares Tr,464287234,1900000,101460,DFND,
Ishares Tr,464287655,226000,54683,DFND,Call
Lennar Corp,526057104,279424,35219,DFND,
Liberty Media Corp Del,531229755,288400,30123,DFND,
Mercadolibre Inc,58733R102,58344,136346,DFND,
Meta Platforms Inc,30303M102,76100,55886,DFND,
Mongodb Inc,60937P106,17710,5497,DFND,
Natera Inc,632307104,3214532,517443,DFND,
Natera Inc,632307104,100000,16097,DFND,Call
Newamsterdam Pharma Company,N62509109,1923700,54710,DFND,
Nu Hldgs Ltd,G6683N103,1454180,23281,DFND,
Option Care Health Inc,68404L201,977685,27141,DFND,
Pg&E Corp,69331C108,1649300,24871,DFND,
Post Hldgs Inc,737446104,176400,18959,DFND,
Protagonist Therapeutics Inc,74366E102,159700,10609,DFND,
Purecycle Technologies Inc,74623V103,2303084,30286,DFND,
Restaurant Brands Intl Inc,76131D103,1131365,72566,DFND,
Roku Inc,77543R102,822435,82350,DFND,
Sandisk Corp,80004C200,166235,18652,DFND,
Sea Ltd,81141R100,274200,49008,DFND,
Seagate Technology Hldngs Pl,G7997R103,85900,20278,DFND,
Semtech Corp,816850101,301515,21543,DFND,
Solaris Energy Infras Inc,83418M103,145600,5820,DFND,
Spdr S&P 500 Etf Tr,78462F103,90000,59956,DFND,Call
Spdr Series Trust,78464A797,482095,28646,DFND,
Stubhub Hldgs Inc,86384P109,4259516,71730,DFND,
Synchrony Financial,87165B103,261825,18603,DFND,
Taiwan Semiconductor Mfg Ltd,874039100,765085,213681,DFND,
Teva Pharmaceutical Inds Ltd,881624209,16593935,335197,DFND,
Texas Roadhouse Inc,882681109,29800,4951,DFND,
Twilio Inc,90138F102,512800,51326,DFND,
Unity Software Inc,91332U101,882500,35335,DFND,
Verona Pharma Plc,925050106,1002080,106932,DFND,
Vistra Corp,92840M102,233985,45842,DFND,
Wabtec,929740108,302410,60624,DFND,
Woodward Inc,980745103,633015,159969,DFND,
Ypf Sociedad Anonima,984245100,114695,2786,DFND,
