Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1181131,338819,SOLE,
AMAZON COM INC,023135106,3118754,649543,SOLE,
AMERICOLD REALTY TRUST INC,03064D108,7780800,89168,SOLE,
AON PLC,G0403H108,769000,248218,SOLE,
DNOW INC,67011P100,3625000,43174,SOLE,
EAGLE MATLS INC,26969P108,892763,169134,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,1275154,373301,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1442411,336457,SOLE,
GDS HLDGS LTD,36165L108,3044818,122676,SOLE,
GENUINE PARTS CO,372460105,1490348,157604,SOLE,
GRUPO AEROMEXICO SAB DE CV,40054J109,4880188,68371,SOLE,
HERBALIFE LTD,G4412G101,9259844,136305,SOLE,
LIBERTY GLOBAL LTD,G61188127,13397247,157150,SOLE,
MOLINA HEALTHCARE INC,60855R100,633609,84460,SOLE,
NORWEGIAN CRUISE LINE HLDGS,G66721104,3630000,67881,SOLE,
RESTAURANT BRANDS INTL INC,76131D103,8080112,597208,SOLE,
TELEFLEX INCORPORATED,879369106,1595000,190778,SOLE,
UNION PAC CORP,907818108,1540995,373876,SOLE,
VAXCYTE INC,92243G108,800000,46488,SOLE,
VISA INC,92826C839,701355,211978,SOLE,
WESCO INTL INC,95082P105,1436881,393159,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,893126,259632,SOLE,
