Company,CUSIP,Shares,Value,Discretion,PutCall
3M CO,88579Y101,2881,294409,SOLE,
ADOBE INC,00724F101,14000,7777560,SOLE,
AIR PRODS & CHEMS INC,009158106,1200,309660,SOLE,
ALPHABET INC,02079K107,1771,324837,SOLE,
ALPHABET INC,02079K305,35700,6502755,SOLE,
AMAZON COM INC,023135106,49642,9593317,SOLE,
ANHEUSER BUSCH INBEV SA/NV,03524A108,131051,7620643,SOLE,
AT&T INC,00206R102,457516,8743134,SOLE,
BANK NEW YORK MELLON CORP,064058100,112230,6721455,SOLE,
BAXTER INTL INC,071813109,220576,7378256,SOLE,
BECTON DICKINSON & CO,075887109,25115,5869627,SOLE,
BIOGEN INC,09062X103,35954,8334856,SOLE,
BLACKROCK INC,09247X101,349,274775,SOLE,
BOEING CO,097023105,43885,7987509,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,160529,6666769,SOLE,
CAMPBELL SOUP CO,134429109,144006,6507631,SOLE,
CARMAX INC,143130102,114684,8410925,SOLE,
COMCAST CORP NEW,20030N101,149043,5836524,SOLE,
CONAGRA BRANDS INC,205887102,195394,5553097,SOLE,
CONSTELLATION BRANDS INC,21036P108,1072,275804,SOLE,
CVS HEALTH CORP,126650100,124329,7342860,SOLE,
DISNEY WALT CO,254687106,54618,5423021,SOLE,
DUPONT DE NEMOURS INC,26614N102,112698,9071086,SOLE,
EMERSON ELEC CO,291011104,58831,6480823,SOLE,
EQUIFAX INC,294429105,11769,2853524,SOLE,
GE AEROSPACE,369604301,1727,274541,SOLE,
GSK PLC,37733W204,195126,7512336,SOLE,
HOME DEPOT INC,437076102,670,230641,SOLE,
INTEL CORP,458140100,224036,6938394,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,100579,9576164,SOLE,
ISHARES TR,464287200,412,225459,SOLE,
ISHARES TR,464287465,23756,1860793,SOLE,
ISHARES TR,464287499,2479,200984,SOLE,
KELLANOVA,487836108,143491,8276558,SOLE,
KRAFT HEINZ CO,500754106,237171,7641637,SOLE,
LAUDER ESTEE COS INC,518439104,68586,7297550,SOLE,
MEDTRONIC PLC,G5960L103,3162,248881,SOLE,
MICROSOFT CORP,594918104,23675,10581569,SOLE,
NIKE INC,654106103,63000,4748310,SOLE,
NORDSTROM INC,655664100,289290,6138734,SOLE,
PFIZER INC,717081103,231150,6467577,SOLE,
PRICE T ROWE GROUP INC,74144T108,52444,6047318,SOLE,
RTX CORPORATION,75513E101,2947,295849,SOLE,
SALESFORCE INC,79466L302,21193,5448720,SOLE,
SERVICENOW INC,81762P102,370,291068,SOLE,
SIMON PPTY GROUP INC NEW,828806109,61594,9349930,SOLE,
UNITEDHEALTH GROUP INC,91324P102,471,239861,SOLE,
US BANCORP DEL,902973304,162854,6465304,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,143609,5922435,SOLE,
WARNER BROS DISCOVERY INC,934423104,1158862,8621933,SOLE,
WELLS FARGO CO NEW,949746101,161123,9569089,SOLE,
WESTERN UN CO,959802109,456163,5574312,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,46298,5024722,SOLE,
