Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,11510,1301896,SOLE,
AbbVie Inc,00287Y109,12410,2205257,SOLE,
Alphabet Inc Cl A,02079K305,20466,3874214,SOLE,
Alphabet Inc Cl C,02079K107,5635935,1073307461,SOLE,
Altria Group Inc,02209S103,269826,14109198,SOLE,
American Express,025816109,14816,4397241,SOLE,
Apple Inc,037833100,5804,1453438,SOLE,
Berkshire Hathaway Inc Cl A,084670108,1869,1272639480,SOLE,
Berkshire Hathaway Inc Cl B,084670702,1286921,583335551,SOLE,
Brown-Forman Corp Cl A,115637100,2014920,75942342,SOLE,
Brown-Forman Corp Cl B,115637209,840396,31918236,SOLE,
Chevron Corp,166764100,4465,646654,SOLE,
Coca-Cola,191216100,14105,878177,SOLE,
Comcast Corp New Cl A,20030N101,2784048,104485322,SOLE,
Compagnie Financiere Richemont,204319107,12140,184730,SOLE,
Costco Whsl Corp,22160K105,5397,4945436,SOLE,
Crane Company,224408104,60730,9215778,SOLE,
Disney Walt Productions,254687106,3571,397646,SOLE,
Doordash Inc Cl A,25809K105,670131,112414475,SOLE,
Dover Corp,260003108,22451,4211808,SOLE,
Exxon Mobil Corp,30231G102,188953,20325640,SOLE,
FB Bancorp Inc,31425A109,70000,834400,SOLE,
Fomento Economico Mex Sponsore,344419106,3466,296308,SOLE,
Fulton Finl Corp,360271100,74700,1440216,SOLE,
Heineken Holding NV ADR,423008101,7266,217629,SOLE,
Hormel Foods Corp,440452100,50345,1579323,SOLE,
J.P. Morgan Chase,46625H100,1261709,302444298,SOLE,
Lamar Advertising Co-A,512816109,5974,727275,SOLE,
Markel Corp,570535104,8621,14881829,SOLE,
Martin Marietta Materials,573284106,707010,365170539,SOLE,
Mastercard Inc Cl A,57636Q104,1884664,992407733,SOLE,
McCormick Inc,579780206,42770,3260785,SOLE,
McDonalds Corp,580135101,705,204372,SOLE,
Merck Inc,58933Y105,2926,291104,SOLE,
Microsoft Corp,594918104,4955,2088533,SOLE,
Mondelez International Inc,609207105,4400,262812,SOLE,
Nestle SA Sponsored ADR,641069406,6327409,516949333,SOLE,
Netflix Inc,64110L106,632773,564003230,SOLE,
Oracle Corp,68389X105,3475,579074,SOLE,
Outfront Media Inc,69007J304,44814,794992,SOLE,
Pepsico Inc,713448108,11528,1752987,SOLE,
Philip Morris International In,718172109,5190200,624640534,SOLE,
PNC Bank Corp,693475105,4950,954608,SOLE,
Procter & Gamble,742718109,23754,3982358,SOLE,
Truist Financial Corp,89832Q109,9617,417200,SOLE,
Uber Technologies Inc,90353T100,4150867,250380297,SOLE,
Union Pac Corp,907818108,24536,5595166,SOLE,
Unum Group,91529Y106,3800,277514,SOLE,
Visa Inc Cl A,92826C839,204696,64692124,SOLE,
Vulcan Materials,929160109,21176,5447102,SOLE,
Wal Mart Stores Inc,931142103,10305,931057,SOLE,
Wells Fargo,949746101,193556,13595349,SOLE,
Anheuser-Busch InBev SA,B639CJ108,378075,18889714,SOLE,
Ashtead Group PLC,G05320109,4717666,293352303,SOLE,
Carlsberg B A/S,K36628137,18138,1737839,SOLE,
Cofide SPA,T19404101,251250,155841,SOLE,
Compagnie Financiere Richemont,H25662182,4221542,642373122,SOLE,
Davide Campari-Milano NV,N24565108,579531,3611428,SOLE,
Diageo PLC,G42089113,8252,262246,SOLE,
Hanjaya Mandala Sampoerna,Y7121Z146,5000000,197266,SOLE,
Heineken Holding NV,N39338194,7860162,470852590,SOLE,
Heineken NV,N39427211,15131,1076402,SOLE,
Lindt & Spruengli AG - Reg,H49983176,16,1765517,SOLE,
Loreal SA,F58149133,5711,2021612,SOLE,
LT Group Inc,Y5342M100,1775000,322197,SOLE,
Nestle SA-REG,H57312649,10460,864270,SOLE,
Pernod Ricard,F72027109,3038334,342935239,SOLE,
Swiss Helvetia FD Inc,870875101,288801,2163119,SOLE,
