Company,CUSIP,Shares,Value,Discretion,PutCall
ABBVIE INC,00287Y109,213613,38918725,SOLE,
ALIBABA GROUP HOLDING LTD,01609W102,836524,60533764,SOLE,
ALPHABET INC,02079K107,776763,118330495,SOLE,
ANALOG DEVICES INC,032654105,355396,70329852,SOLE,
ANHEUSER-BUSCH INBEV SA/NV,03524A108,470017,28567639,SOLE,
APTIV PLC,G6095L109,373987,29803338,SOLE,
ASTRAZENECA PLC,046353108,496476,33636232,SOLE,
AUTOHOME INC,05278C107,525354,13775513,SOLE,
BANCO BRADESCO SA,059460303,45297112,129550181,SOLE,
BARCLAYS PLC,06738E204,5032620,47558263,SOLE,
BERRY GLOBAL GROUP INC,08579W103,673939,40780820,SOLE,
BP PLC,055622104,1146697,43207544,SOLE,
BRITISH AMERICAN TOBACCO PLC,110448107,696191,21233823,SOLE,
CANADIAN PACIFIC KANSAS CITY LTD,13646K108,6757838,596130779,SOLE,
CELESTICA INC,15101Q108,222454,10000037,SOLE,
CITIGROUP INC,172967424,1270833,80408566,SOLE,
CITIZENS FINANCIAL GROUP INC,174610105,1310199,47572088,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,98213,9546985,SOLE,
CONCENTRIX CORP,20602D101,361721,23965676,SOLE,
DAQO NEW ENERGY CORP,23703Q203,681168,19175653,SOLE,
DIAGEO PLC,25243Q205,232328,34556414,SOLE,
DR REDDY'S LABORATORIES LTD,256135203,115238,8452707,SOLE,
FINVOLUTION GROUP,31810T101,3972782,20023507,SOLE,
FISERV INC,337738108,424600,67894328,SOLE,
GENPACT LTD,G3922B107,1995889,65798259,SOLE,
GERDAU SA,373737105,3910808,17286282,SOLE,
GOLDEN OCEAN GROUP LTD,G39637205,13809,174079,SOLE,
GSK PLC,37733W204,737185,31603132,SOLE,
HDFC BANK LTD,40415F101,119596,6693788,SOLE,
HELLO GROUP INC,423403104,1661767,10319970,SOLE,
ICICI BANK LTD,45104G104,445310,11760637,SOLE,
INFOSYS LTD,456788108,541426,9707768,SOLE,
ING GROEP NV,456837103,1898686,31309337,SOLE,
INTERNATIONAL FLAVORS & FRAGRANCES INC,459506101,770715,66307802,SOLE,
IQIYI INC,46267X108,6251065,26443311,SOLE,
ISHARES MSCI ACWI ETF,464288257,7580,834834,SOLE,
ISHARES MSCI EAFE ETF,464287465,7239,578067,SOLE,
ISHARES MSCI INDIA ETF,46429B598,101260,5224003,SOLE,
ISHARES MSCI INDIA SMALL-CAP ETF,46429B614,67450,4739712,SOLE,
ISHARES MSCI SAUDI ARABIA ETF,46434V423,157660,6962266,SOLE,
JD.COM INC,47215P106,10975,300605,SOLE,
JINKOSOLAR HOLDING CO LTD,47759T100,526386,13260239,SOLE,
JONES LANG LASALLE INC,48020Q107,341805,66717207,SOLE,
KB FINANCIAL GROUP INC,48241A105,21119,1099666,SOLE,
KONINKLIJKE PHILIPS NV,500472303,1668887,33377731,SOLE,
MAKEMYTRIP LTD,V5633W109,164793,11708543,SOLE,
META PLATFORMS INC,30303M102,120698,58638310,SOLE,
MICROSOFT CORP,594918104,965,405995,SOLE,
NATWEST GROUP PLC,639057207,1846245,12554466,SOLE,
NETEASE INC,64110W102,254244,26308328,SOLE,
NOVARTIS AG,66987V109,239468,23163768,SOLE,
NVIDIA CORP,67066G104,334,301789,SOLE,
ORACLE CORP,68389X105,429021,53917111,SOLE,
PDD HOLDINGS INC,722304102,682373,79329492,SOLE,
PETROLEO BRASILEIRO SA,71654V101,6638426,98917421,SOLE,
PG&E CORP,69331C108,4289563,71929865,SOLE,
PRUDENTIAL PLC,74435K204,1848602,35622560,SOLE,
QIFU TECHNOLOGY INC,88557W101,1208823,22279616,SOLE,
QUEST DIAGNOSTICS INC,74834L100,501117,66737994,SOLE,
RELX PLC,759530108,644352,27894000,SOLE,
RIO TINTO PLC,767204100,9525,607114,SOLE,
RYANAIR HOLDINGS PLC,783513203,2734465,398113573,SOLE,
SABRE CORP,78573M104,3057805,7403656,SOLE,
SANOFI SA,80105N105,465879,22641717,SOLE,
SAP SE,803054204,201557,39309599,SOLE,
SEAGATE TECHNOLOGY HOLDINGS PLC,G7997R103,539196,50197911,SOLE,
SHELL PLC,780259305,541229,36284002,SOLE,
SUMITOMO MITSUI FINANCIAL GROUP INC,86562M209,20361,239647,SOLE,
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,874039100,489167,66554839,SOLE,
TAKEDA PHARMACEUTICAL CO LTD,874060205,1444908,20069770,SOLE,
TD SYNNEX CORP,87162W100,774907,87687011,SOLE,
TENCENT MUSIC ENTERTAINMENT GROUP,88034P109,1639662,18348704,SOLE,
TORM PLC,G89479102,11720,397061,SOLE,
TRIMBLE INC,896239100,824877,53116323,SOLE,
TYSON FOODS INC,902494103,927806,54518003,SOLE,
UNILEVER PLC,904767704,7017,352174,SOLE,
UNITED MICROELECTRONICS CORP,910873405,58748,475271,SOLE,
VANGUARD FTSE ALL WORLD EX-US SMALL-CAP ETF,922042718,55360,6468262,SOLE,
VANGUARD FTSE ALL-WORLD EX-US ETF,922042775,4225,247787,SOLE,
VANGUARD FTSE DEVELOPED MARKETS ETF,921943858,373285,18727706,SOLE,
VIPSHOP HOLDINGS LTD,92763W103,3212654,53171785,SOLE,
VISTA ENERGY SAB DE CV,92837L109,498158,20614958,SOLE,
WALT DISNEY CO/THE,254687106,822867,100737480,SOLE,
WEIBO CORP,948596101,1807944,16434932,SOLE,
WIPRO LTD,97651M109,243245,1398659,SOLE,
XTRACKERS HARVEST CSI 300 CHINA A-SHARES ETF,233051879,502131,12086293,SOLE,
ZEBRA TECHNOLOGIES CORP,989207105,251261,75778818,SOLE,
ZIM INTEGRATED SHIPPING SERVICES LTD,M9T951109,131833,1334150,SOLE,
