Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET CL A ORD,02079K305,6980992,1053641123,SOLE,
Apple,037833100,1597544,273946845,SOLE,
AUTOMATIC DATA PROCESSING,053015103,5765869,1439968124,SOLE,
BROWN FORMAN CORP CLASS B,115637209,11458780,591502224,SOLE,
CHOICE HOTELS INTERNATIONAL ORD,169905106,756944,95639874,SOLE,
CHURCH AND DWIGHT ORD,171340102,7171440,748052906,SOLE,
CLOROX COMPANY,189054109,588141,90050269,SOLE,
COGNEX CORP,192422103,1966235,83407689,SOLE,
EQUIFAX INC,294429105,472805,126484794,SOLE,
EXPONENT INC,30214U102,1050120,86834423,SOLE,
FORTINET ORD,34959E109,8174985,558433225,SOLE,
GRACO ORD,384109104,1175486,109860922,SOLE,
HOME DEPOT ORD,437076102,146584,56229622,SOLE,
IDEX ORD,45167R104,373902,91239566,SOLE,
IDEXX LABORATORIES INC,45168D104,2714762,1465781447,SOLE,
MARRIOTT INTERNATIONAL  CL A,571903202,4364298,1101156028,SOLE,
MASTERCARD CL A ORD,57636Q104,64449,31036705,SOLE,
MCCORMICK & CO NON VTG SHRS,579780206,12229563,939352734,SOLE,
MCDONALD S ORD,580135101,93617,26395313,SOLE,
META PLATFORMS INC-CLASS A,30303M102,4969549,2413113603,SOLE,
METTLER TOLEDO ORD,592688105,610096,812214704,SOLE,
MICROSOFT CORP,594918104,7617903,3205004150,SOLE,
MSCI INC,55354G100,171859,96318377,SOLE,
NIKE INC CL B,654106103,6512417,612036950,SOLE,
ODDITY TECH LTD,M7518J104,1327313,57671750,SOLE,
OTIS WORLDWIDE ORD,68902V107,6295103,624914875,SOLE,
PAYCOM SOFTWARE INC,70432V102,325271,64732182,SOLE,
PEPSICO INC,713448108,5845947,1023099184,SOLE,
PHILIP MORRIS INTERNATIONAL,718172109,14822237,1358013354,SOLE,
PROCTER & GAMBLE ORD,742718109,4799082,778651055,SOLE,
QUALYS INC,74758T303,565246,94322600,SOLE,
ROLLINS ORD,775711104,1647761,76241901,SOLE,
SABRE CORP,78573M104,21676328,52456714,SOLE,
STRYKER CORP,863667101,5479066,1960793349,SOLE,
TEXAS INSTRUMENTS INC,882508104,1111306,193600618,SOLE,
VERISIGN INC,92343E102,644143,122071540,SOLE,
VERISK ANALYTICS INC,92345Y106,478647,112831457,SOLE,
VISA INC CLASS A SHARES,92826C839,5690596,1588131532,SOLE,
WATERS CORP,941848103,3766251,1296456582,SOLE,
ZOETIS CL A ORD,98978V103,228805,38716094,SOLE,
