Company,CUSIP,Shares,Value,Discretion,PutCall
ADVANCED MICRO DEVICES INC,007903107,325000,69602000,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,5137931,753117926,SOLE,
ALPHABET INC,02079K107,1786931,560738948,SOLE,
AMAZON COM INC,023135106,2179391,503047031,SOLE,
AMERICAN AIRLS GROUP INC,02376R102,14150000,216919500,SOLE,
ASML HOLDING N V,N07059210,62500,66866250,SOLE,
BAIDU INC,056752108,575000,75129500,SOLE,
BALL CORP,058498106,1200000,63564000,SOLE,
CORNING INC,219350105,1570200,137486712,SOLE,
DELTA AIR LINES INC DEL,247361702,475000,32965000,SOLE,
DEUTSCHE BANK A G,D18190898,3150000,121464000,SOLE,
ENERGY TRANSFER L P,29273V100,2191250,36133713,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,2500000,21900000,SOLE,
IQVIA HLDGS INC,46266C105,280000,63114800,SOLE,
ISHARES INC,464286772,1875000,182287500,SOLE,
ISHARES TR,464287184,1087500,41640375,SOLE,
JD.COM INC,47215P106,4157046,119307220,SOLE,
KRANESHARES TRUST,500767306,4750000,161737500,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,295000,86603150,SOLE,
LAM RESEARCH CORP,512807306,425000,72751500,SOLE,
LYFT INC,55087P104,3800000,73606000,SOLE,
META PLATFORMS INC,30303M102,600000,396054000,SOLE,
MICRON TECHNOLOGY INC,595112103,250000,71352500,SOLE,Call
MICRON TECHNOLOGY INC,595112103,1500000,428115000,SOLE,
MICROSOFT CORP,594918104,500000,241810000,SOLE,
MOHAWK INDS INC,608190104,675000,73777500,SOLE,
MPLX LP,55336V100,627500,33489675,SOLE,
NRG ENERGY INC,629377508,1640000,261153600,SOLE,
NVIDIA CORPORATION,67066G104,1700000,317050000,SOLE,
OWENS CORNING NEW,690742101,950000,106314500,SOLE,
PDD HOLDINGS INC,722304102,1775000,201267250,SOLE,
QUALCOMM INC,747525103,1145000,195852250,SOLE,
RTX CORPORATION,75513E101,500000,91700000,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1130000,343395700,SOLE,
UBER TECHNOLOGIES INC,90353T100,1850000,151163500,SOLE,
UNITED AIRLS HLDGS INC,910047109,465000,51996300,SOLE,
UNITEDHEALTH GROUP INC,91324P102,200000,66022000,SOLE,
VISTRA CORP,92840M102,945000,152456850,SOLE,
WHIRLPOOL CORP,963320106,3910000,282067400,SOLE,
