Company,CUSIP,Shares,Value,Discretion,PutCall
58 COM INC,31680q104,1121037,80233,SOLE,
ALIBABA GROUP HLDG LTD,01609w102,2134,368,SOLE,
ALPHABET INC,02079K305,841250,886173,SOLE,
ALPHABET INC,02079K107,822793,860970,SOLE,
AMAZON COM INC,023135106,783747,916569,SOLE,
AMERICAN ELEC PWR INC,025537101,14390,1059,SOLE,
AMERICAN EXPRESS CO,025816109,13751,1366,SOLE,
ATHENAHEALTH INC,04685w103,2441,325,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,3681,1095466,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,2031475,402679,SOLE,
BMC STK HLDGS INC,05591b109,3913196,99004,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,4107377,89500,SOLE,
CAPITAL ONE FINL CORP,14040H105,1601000,159428,SOLE,
CARMAX INC,143130102,6631532,425280,SOLE,
CARS COM INC,14575e105,610078,17595,SOLE,
CHIPOTLE MEXICAN GRILL INC,169656105,144656,41810,SOLE,
COCA COLA CO,191216100,46130,2116,SOLE,
COSTCO WHSL CORP NEW,22160k105,21150,3936,SOLE,
CREDIT ACCEP CORP MICH,225310101,1070338,346233,SOLE,
CRESUD S A C I F Y A,226406106,616883,13627,SOLE,
D R HORTON INC,23331a109,140000,7150,SOLE,
DENTSPLY SIRONA INC,24906P109,8850874,582653,SOLE,
EDISON INTL,281020107,34665,2192,SOLE,
EMCOR GROUP INC,29084q100,27994,2289,SOLE,
ETSY INC,29786a106,590000,12066,SOLE,
EXPEDITORS INTL WASH INC,302130109,109341,7073,SOLE,
EXXON MOBIL CORP,30231g102,3728,312,SOLE,
FACEBOOK INC,30303m102,304624,53754,SOLE,
FASTENAL CO,311900104,6503,356,SOLE,
FIAT CHRYSLER AUTOMOBILES N,n31738102,25059365,447059,SOLE,
FRESENIUS MED CARE AG&CO KGA,358029106,10185,535,SOLE,
GOLDMAN SACHS GROUP INC,38141g104,530183,135069,SOLE,
HDFC BANK LTD,40415f101,9074,923,SOLE,
IAC INTERACTIVECORP,44919P508,801930,98060,SOLE,
IDEXX LABS INC,45168D104,2365,370,SOLE,
INTERACTIVE BROKERS GROUP IN,45841n107,1003467,59415,SOLE,
IRSA INVERSIONES Y REP S A,450047204,571000,16902,SOLE,
JACOBS ENGR GROUP INC DEL,469814107,5672134,374134,SOLE,
JD COM INC,47215P106,6624213,274375,SOLE,
JPMORGAN CHASE & CO,46634e114,600000,39858,SOLE,
LENNOX INTL INC,526107107,1831,381,SOLE,
LIBERTY MEDIA CORP DELAWARE,531229870,120742,3951,SOLE,
LIBERTY MEDIA CORP DELAWARE,531229854,14709072,502462,SOLE,
MASTERCARD INCORPORATED,57636q104,3996977,604982,SOLE,
MERITAGE HOMES CORP,59001a102,315000,16128,SOLE,
MOHAWK INDS INC,608190104,1368810,377655,SOLE,
NETSHOES CAYMAN LTD,g6455x107,1412000,11155,SOLE,
O REILLY AUTOMOTIVE INC NEW,67103h107,1214248,292075,SOLE,
OMNICOM GROUP INC,681919106,3821664,278332,SOLE,
PRICELINE GRP INC,741503403,173894,302183,SOLE,
PRIMERICA INC,74164M108,1007642,102326,SOLE,
PROCTER AND GAMBLE CO,742718109,30646,2816,SOLE,
PROGRESSIVE CORP OHIO,743315103,17557,989,SOLE,
RYANAIR HLDGS PLC,783513203,5037,525,SOLE,
SCHWAB CHARLES CORP NEW,808513105,8309056,426836,SOLE,
SINCLAIR BROADCAST GROUP INC,829226109,1365000,51665,SOLE,
SPS COMM INC,78463M107,795536,38655,SOLE,
TJX COS INC NEW,872540109,7579475,579527,SOLE,
TRIMBLE INC,896239100,12213,496,SOLE,
UNION PAC CORP,907818108,23520,3154,SOLE,
VISA INC,92826C839,2889168,329423,SOLE,
WAL-MART STORES INC,931142103,2067,204,SOLE,
WATERS CORP,941848103,1135909,219446,SOLE,
WAYFAIR INC,94419L101,1161823,93260,SOLE,
WELLS FARGO CO NEW,949746101,6632404,402388,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,25713,2537,SOLE,
