Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC-CL A,02079K305,3333905,552928144,SOLE,
AMAZON.COM INC,023135106,5402320,1006614286,SOLE,
CHARTER COMMUNICATIONS INC-A,16119P108,6025,1952582,SOLE,
FAIR ISAAC INC,303250104,34652,67346855,SOLE,
MASTERCARD INC-CLASS A,57636Q104,620033,306172295,SOLE,
MICROSOFT CORP,594918104,1934816,832551325,SOLE,
MOODYS CORP,615369105,1066619,506206711,SOLE,
TRANSDIGM GROUP INC,893641100,1048264,1496009002,SOLE,
VISA INC-CLASS A SHRS,92826C839,1118383,307499406,SOLE,
