Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,11510,1565475,SOLE,
AbbVie Inc,00287Y109,12410,2303544,SOLE,
Alphabet Inc Cl A,02079K305,15729,2771922,SOLE,
Alphabet Inc Cl C,02079K107,5090317,902971333,SOLE,
Altria Group Inc,02209S103,191440,11224152,SOLE,
American Express,025816109,13634,4348973,SOLE,
Apple Inc,037833100,5149,1056420,SOLE,
Berkshire Hathaway Inc Cl A,084670108,1624,1183571200,SOLE,
Berkshire Hathaway Inc Cl B,084670702,1154566,560853526,SOLE,
Brown-Forman Corp Cl A,115637100,1827148,50191769,SOLE,
Brown-Forman Corp Cl B,115637209,778521,20950005,SOLE,
Chevron Corp,166764100,2670,382317,SOLE,
Coca-Cola,191216100,13640,965030,SOLE,
Comcast Corp New Cl A,20030N101,2557966,91293790,SOLE,
Costco Whsl Corp,22160K105,4633,4585964,SOLE,
Crane Company,224408104,59355,11270921,SOLE,
Disney Walt Productions,254687106,2818,349478,SOLE,
Doordash Inc Cl A,25809K105,966760,238316008,SOLE,
Dover Corp,260003108,21551,3948790,SOLE,
Exxon Mobil Corp,30231G102,190301,20514478,SOLE,
FB Bancorp Inc,31425A109,55000,618750,SOLE,
Fomento Economico Mex Sponsore,344419106,3368,346837,SOLE,
Fulton Finl Corp,360271100,68200,1230328,SOLE,
Generac Holdings Inc,368736104,5650,809137,SOLE,
Herc Holdings Inc,42704l104,8450,1112781,SOLE,
Hormel Foods Corp,440452100,35581,1076325,SOLE,
Hyatt Hotels Corp Cl A,448579102,8675,1211464,SOLE,
J.P. Morgan Chase,46625H100,573700,166321367,SOLE,
JBT Marel Corp,477839104,7250,871885,SOLE,
Lamar Advertising Co-A,512816109,5974,725005,SOLE,
Levi Strauss & Co Cl A,52736r102,47725,882435,SOLE,
Markel Corp,570535104,8143,16264502,SOLE,
Martin Marietta Materials,573284106,712779,391286919,SOLE,
Mastercard Inc Cl A,57636Q104,1683051,945773656,SOLE,
McCormick Inc,579780206,41976,3182620,SOLE,
McDonalds Corp,580135101,705,205980,SOLE,
Microsoft Corp,594918104,4240,2109018,SOLE,
Nestle SA Sponsored ADR,641069406,6014833,597393236,SOLE,
Netflix Inc,64110L106,542334,726255729,SOLE,
Oracle Corp,68389X105,3475,759739,SOLE,
Outfront Media Inc,69007J304,15690,256061,SOLE,
Pepsico Inc,713448108,10960,1447133,SOLE,
Philip Morris International In,718172109,4873326,887578954,SOLE,
PNC Bank Corp,693475105,3950,736359,SOLE,
Procter & Gamble,742718109,10920,1739774,SOLE,
Ralph Lauren Corp Cl A,751212101,4100,1124548,SOLE,
Truist Financial Corp,89832Q109,9280,398967,SOLE,
Uber Technologies Inc,90353T100,4896722,456864163,SOLE,
Union Pac Corp,907818108,24715,5686491,SOLE,
Unum Group,91529Y106,3800,306888,SOLE,
Visa Inc Cl A,92826C839,126944,45071467,SOLE,
Vulcan Materials,929160109,10162,2650453,SOLE,
Wal Mart Stores Inc,931142103,10165,993934,SOLE,
Warby Parker Inc Cl A,93403j106,58000,1271940,SOLE,
Wells Fargo,949746101,22848,1830571,SOLE,
Yeti Holdings Inc,98585x104,24000,756480,SOLE,
Anheuser-Busch InBev SA,B639CJ108,296300,20256557,SOLE,
Ashtead Group PLC,G05320109,5810686,371777229,SOLE,
Carlsberg B A/S,K36628137,11967,1689667,SOLE,
Cofide SPA,T19404101,251250,172534,SOLE,
Compagnie Financiere Richemont,H25662182,3728315,699995825,SOLE,
Davide Campari-Milano NV,N24565108,234393,1571062,SOLE,
De'Longhi,t3508h102,35250,1179279,SOLE,
Deliveroo PLC,g27035107,390000,940074,SOLE,
Demant A/S,k3008m105,41000,1704302,SOLE,
Diageo PLC,G42089113,8077,202329,SOLE,
Electrolux Professional,w2457w116,175500,1233789,SOLE,
Fielmann,d2617n114,23000,1530818,SOLE,
Fluidra,e52619108,53000,1318938,SOLE,
H&M,w41422101,64000,892470,SOLE,
Hanjaya Mandala Sampoerna,Y7121Z146,5000000,184786,SOLE,
Heineken Holding NV,N39338194,8430646,625941848,SOLE,
Heineken NV,N39427211,15131,1314708,SOLE,
Konecranes,x4550j108,23650,1869741,SOLE,
Lindt & Spruengli AG - Reg,H49983176,15,2491206,SOLE,
Loreal SA,F58149133,4050,1726211,SOLE,
Lotus Bakeries,b5783h102,115,1102891,SOLE,
LT Group Inc,Y5342M100,1775000,405228,SOLE,
Nestle SA-REG,H57312649,11285,1117584,SOLE,
Pernod Ricard,F72027109,2824214,280466225,SOLE,
Puig Brands,e8s64t107,68000,1337813,SOLE,
Rational AG,d6349p107,975,814887,SOLE,
SSP Group,g8402n125,548000,1293890,SOLE,
Zalando SE,d98423102,26000,853037,SOLE,
Swiss Helvetia FD Inc,870875101,434237,2753060,SOLE,
