Company,CUSIP,Shares,Value,Discretion
ACCENTURE PLC IRELAND,G1151C101,160550,39591630,SOLE
ACI WORLDWIDE INC,004498101,366800,19356036,SOLE
ALPHABET INC,02079K107,440600,107308130,SOLE
AMAZON COM INC,023135106,222500,48854325,SOLE
ANALOG DEVICES INC,032654105,139300,34226010,SOLE
AON PLC,G0403H108,213450,76112001,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,286850,144210969,SOLE
BIO-TECHNE CORP,09073M104,802150,44623605,SOLE
CARMAX INC,143130102,649400,29138578,SOLE
CDW CORP,12514G108,35650,5678332,SOLE
CHARTER COMMUNICATIONS INC,16119P108,102605,28227149,SOLE
COMCAST CORP NEW,20030N101,451500,14186130,SOLE
CORECARD CORPORATION,45816D100,515000,13863800,SOLE
COSTAR GROUP INC,22160N109,719850,60733745,SOLE
DANAHER CORPORATION,235851102,526950,104473107,SOLE
DIAGEO PLC,25243Q205,28300,2700669,SOLE
EQUIFAX INC,294429105,214600,55051338,SOLE
FORTIVE CORP,34959J108,46400,2273136,SOLE
GARTNER INC,366651107,107375,28225666,SOLE
GCI LIBERTY INC,36164V602,28000,1051540,SOLE
GCI LIBERTY INC,36164V800,100100,3730727,SOLE
GLOBAL PMTS INC,37940X102,550000,45694000,SOLE
HEICO CORP NEW,422806208,162779,41360516,SOLE
IDEX CORP,45167R104,406475,66157871,SOLE
IDEXX LABS INC,45168D104,56800,36288952,SOLE
LABCORP HOLDINGS INC,504922105,139750,40116635,SOLE
LIBERTY BROADBAND CORP,530307107,140000,8866200,SOLE
LIBERTY BROADBAND CORP,530307305,500500,31801770,SOLE
LINDE PLC,G54950103,6900,3277500,SOLE
LKQ CORP,501889208,534000,16308360,SOLE
MARTIN MARIETTA MATLS INC,573284106,41275,26014807,SOLE
MASTERCARD INCORPORATED,57636Q104,155900,88677479,SOLE
MERCADOLIBRE INC,58733R102,3700,8646678,SOLE
META PLATFORMS INC,30303M102,108710,79834450,SOLE
MICROSOFT CORP,594918104,153975,79751351,SOLE
OLD DOMINION FREIGHT LINE IN,679580100,208500,29352630,SOLE
ORACLE CORP,68389X105,70000,19686800,SOLE
PERIMETER SOLUTIONS INC,71385M107,744972,16679923,SOLE
ROPER TECHNOLOGIES INC,776696106,31425,15671333,SOLE
RWT HLDGS INC,749772AD1,3500000,3507000,SOLE
S&P GLOBAL INC,78409V104,7140,3475109,SOLE
SALESFORCE COM INC,79466L302,87500,20737500,SOLE
SIRIUSXM HOLDINGS INC,829933100,1384000,32212600,SOLE
TEXAS INSTRS INC,882508104,164575,30237365,SOLE
THERMO FISHER SCIENTIFIC INC,883556102,150450,72971259,SOLE
VERALTO CORP,92338C103,37500,3997875,SOLE
VISA INC,92826C839,270580,92370600,SOLE
VULCAN MATLS CO,929160109,212700,65430774,SOLE
