Company,CUSIP,Shares,Value,Discretion,PutCall
APPLE INC,037833100,26000,5334,SOLE,
ABM INDS INC,000957100,211972,10007,SOLE,
ADOBE INC,00724F101,10000,3869,SOLE,
AGCO CORP,001084102,9979,1029,SOLE,
APTIV PLC,G3265R107,129000,8800,SOLE,
AVANTOR INC,05352A100,679000,9139,SOLE,
BAXTER INTL INC,071813109,269000,8145,SOLE,
BECTON DICKINSON & CO,075887109,51000,8785,SOLE,
BLUE BIRD CORP,095306106,51000,2201,SOLE,
BRADY CORP,104674106,13000,884,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,7600,3692,SOLE,
CHUBB LIMITED,H1467J104,17000,4925,SOLE,
CBRE GROUP INC,12504L109,47190,6612,SOLE,
CENTRAL GARDEN & PET CO,153527205,55000,1721,SOLE,
CITIZENS FINL GROUP INC,174610105,189200,8467,SOLE,
COMCAST CORP NEW,20030N101,167000,5960,SOLE,
CUMMINS INC,231021106,13500,4421,SOLE,
CISCO SYS INC,17275R102,98000,6799,SOLE,
CORTEVA INC,22052L104,94000,7006,SOLE,
CVS HEALTH CORP,126650100,77000,5311,SOLE,
CUSHMAN WAKEFIELD PLC,G2717B108,141000,1561,SOLE,
DELTA AIR LINES INC DEL,247361702,164000,8066,SOLE,
DEERE & CO,244199105,7000,3559,SOLE,
QUEST DIAGNOSTICS INC,74834L100,40000,7185,SOLE,
DINE BRANDS GLOBAL INC,254423106,256000,6228,SOLE,
DISNEY WALT CO,254687106,112000,13889,SOLE,
DOVER CORP,260003108,29500,5405,SOLE,
EBAY INC,278642103,38000,2829,SOLE,
EQUIFAX INC,294429105,15000,3891,SOLE,
EASTMAN CHEM CO,277432100,74000,5525,SOLE,
FIRST ADVANTAGE,31846B108,58000,963,SOLE,
FEDEX CORP,31428X106,32000,7274,SOLE,
FIRST HAWAIIAN INC,32051X108,49000,1223,SOLE,
FISERV INC,337738108,31500,5431,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,88000,7164,SOLE,
FIFTH THIRD BANCORP,316773100,149000,6128,SOLE,
FORTIVE CORP,34959J108,81500,4249,SOLE,
GENERAL DYNAMICS,369550108,31000,9041,SOLE,
GRAHAM CORP,384556106,17000,842,SOLE,
CORNING INC,219350105,99000,5206,SOLE,
GENERAL MTRS CO,37045V100,124000,6102,SOLE,
ALPHABET INC,02079K107,27500,4878,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,7000,4954,SOLE,
GATES INDUSTRIAL CORPRATIN P,G39108108,95000,2188,SOLE,
HOLOGIC INC,436440101,115000,7493,SOLE,
HOME BANCSHARES INC,436893200,42500,1210,SOLE,
HONEYWELL INTL INC,438516106,21500,5007,SOLE,
HENRY SCHEIN INC,806407102,96343,7038,SOLE,
INTEGRA LIFESCIENCES HLDGS,457985208,135000,1656,SOLE,
INTERNATIONAL FLAVORS&FRAGRANCE,459506101,105000,7723,SOLE,
INVESCO LTD,G491BT108,381120,6010,SOLE,
JONES LANG LASALLE INC,48020Q107,28000,7162,SOLE,
JOHNSON & JOHNSON,478160104,61000,9318,SOLE,
KORN FERRY,500643200,65000,4766,SOLE,
KULICKE & SOFFA INDS INC,501242101,186000,6436,SOLE,
KIMBERLY CLARK CORP,494368103,35000,4512,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,25000,6271,SOLE,
LKQ CORP,501889208,227000,8401,SOLE,
SOUTHWEST AIRLS CO,844741108,147071,4771,SOLE,
MEDTRONIC PLC,G5960L103,84000,7322,SOLE,
META PLATFORMS INC,30303M102,4500,3321,SOLE,
MOHAWK INDS INC,608190104,70582,7400,SOLE,
MIDDLEBY CORP,596278101,42462,6115,SOLE,
MILLER INDS INC TENN,600551204,21500,956,SOLE,
MICROSOFT CORP,594918104,10000,4974,SOLE,
NASDAQ INC,631103108,91000,8137,SOLE,
NIKE INC,654106103,101000,7175,SOLE,
NOV INC,62955J103,42000,522,SOLE,
OMNICOM GROUP INC,681919106,110000,7913,SOLE,
ON SEMICONDUCTOR CORP,682189105,105000,5503,SOLE,
PROSPERITY BANCSHARES INC,743606105,13000,913,SOLE,
PRESTIGE CONSMR HEALTHCARE,74112D101,12000,958,SOLE,
PEPSICO INC,713448108,28000,3697,SOLE,
PROGYNY INC,74340E103,24000,528,SOLE,
DOUGLAS DYNAMIC INC,25960R105,44000,1297,SOLE,
RALLIANT CORP,750940108,27166,1317,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,322000,6897,SOLE,
RTX CORP,75513E101,26000,3797,SOLE,
SHYFT GROUP INC,825698103,193000,2420,SOLE,
SCHLUMBERGER LTD,806857108,253000,8551,SOLE,
S&P GLOBAL INC,78409V104,5400,2847,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,65000,5382,SOLE,
SENSATA TECHNOLOGIES HLDNG P,G8060N102,367000,11050,SOLE,
STANLEY BLACK & DECKER INC,854502101,86000,5827,SOLE,
SYSCO CORP,871829107,75000,5681,SOLE,
TARGET CORP,87612E106,79000,7793,SOLE,
TIMKEN CO,887389104,13500,979,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,8000,3244,SOLE,
TENNANT CO,880345103,11650,903,SOLE,
TRAVELERS COMPANIES INC,89417E109,24000,6421,SOLE,
TEXAS INSTRS INC,882508104,26500,5502,SOLE,
UNITEDHEALTH GROUP INC,91324P102,25000,7799,SOLE,
UNITED PARCEL SERVICE INC,911312106,59000,5955,SOLE,
US BANCORP DEL,902973304,169000,7647,SOLE,
VISA INC,92826C839,6000,2130,SOLE,
VONTIER CORPORATION,928881101,295000,10886,SOLE,
VISHAY INTERTECHNOLOGY INC,928298108,112000,1779,SOLE,
WESCO INTL INC,95082P105,45900,8501,SOLE,
WELLS FARGO CO NEW,949746101,82000,6570,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,16500,5057,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,78000,7114,SOLE,
