Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,9905,3798865,SOLE,
ADVANCED MICRO DEVICES INC,007903107,31987,3286344,SOLE,
AIR PRODS & CHEMS INC,009158106,1033,304652,SOLE,
ALPHABET INC,02079K107,1795,280433,SOLE,
ALPHABET INC,02079K305,22308,3449709,SOLE,
ANHEUSER BUSCH INBEV SA/NV,03524A108,103850,6393006,SOLE,
ASML HOLDING N V,N07059210,9277,6147219,SOLE,
AT&T INC,00206R102,263773,7459496,SOLE,
BAXTER INTL INC,071813109,182012,6230271,SOLE,
BECTON DICKINSON & CO,075887109,17023,3899288,SOLE,
BIOGEN INC,09062X103,44025,6024381,SOLE,
BLACKROCK INC,09290D101,343,324643,SOLE,
BOEING CO,097023105,37538,6402106,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,65019,3965509,SOLE,
BROWN FORMAN CORP,115637209,190279,6458069,SOLE,
CARMAX INC,143130102,84101,6553150,SOLE,
COMCAST CORP NEW,20030N101,108575,4006418,SOLE,
CONAGRA BRANDS INC,205887102,151149,4031144,SOLE,
CONSTELLATION BRANDS INC,21036P108,21968,4031567,SOLE,
CVS HEALTH CORP,126650100,100450,6805488,SOLE,
DIAGEO PLC,25243Q205,37199,3898083,SOLE,
DISNEY WALT CO,254687106,40310,3978597,SOLE,
DUPONT DE NEMOURS INC,26614N102,83743,6253927,SOLE,
EQUIFAX INC,294429105,10989,2676481,SOLE,
EXXON MOBIL CORP,30231G102,2926,347989,SOLE,
GE AEROSPACE,369604301,1706,341456,SOLE,
GSK PLC,37733W204,165143,6397640,SOLE,
HERSHEY CO,427866108,21808,3729822,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,80773,6268793,SOLE,
ISHARES TR,464287200,732,411311,SOLE,
ISHARES TR,464287465,24386,1993106,SOLE,
ISHARES TR,464287499,2429,206667,SOLE,
KRAFT HEINZ CO,500754106,204998,6238089,SOLE,
LAUDER ESTEE COS INC,518439104,95274,6288084,SOLE,
MEDTRONIC PLC,G5960L103,3512,315588,SOLE,
MICROCHIP TECHNOLOGY INC.,595017104,76353,3696249,SOLE,
MICROSOFT CORP,594918104,16145,6060672,SOLE,
NIKE INC,654106103,93011,5904338,SOLE,
NUCOR CORP,670346105,30665,3690226,SOLE,
PFIZER INC,717081103,241581,6121663,SOLE,
PRICE T ROWE GROUP INC,74144T108,40921,3759412,SOLE,
RTX CORPORATION,75513E101,2589,342939,SOLE,
SALESFORCE INC,79466L302,14333,3846404,SOLE,
SPDR SER TR,78464A854,8430,554357,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1804,299464,SOLE,
THE CAMPBELLS COMPANY,134429109,103772,4142578,SOLE,
US BANCORP DEL,902973304,92723,3914765,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,90959,4125900,SOLE,
WARNER BROS DISCOVERY INC,934423104,658034,7060705,SOLE,
WESTERN UN CO,959802109,369190,3906030,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,58557,6627481,SOLE,
