Company,CUSIP,Shares,Value,Discretion
ADOBE INC,00724F101,356112,125618508,DFND
ADOBE INC,00724F101,644196,227240139,DFND
AGILENT TECHNOLOGIES INC,00846U101,1098766,141026616,DFND
AGILENT TECHNOLOGIES INC,00846U101,1993379,255850195,DFND
ALCON AG,H01301128,1820125,135617514,DFND
ALCON AG,H01301128,1003197,74748208,DFND
ALPHABET INC,02079K305,2696963,655631705,DFND
ALPHABET INC,02079K305,1486569,361384924,DFND
AMERICAN TOWER CORP NEW,03027X100,645219,124088518,DFND
AMERICAN TOWER CORP NEW,03027X100,1170597,225129215,DFND
ANALOG DEVICES INC,032654105,1387648,340945114,DFND
ANALOG DEVICES INC,032654105,764870,187928559,DFND
AON PLC,G0403H108,795341,283602694,DFND
AON PLC,G0403H108,438400,156324672,DFND
APPLIED MATLS INC,038222105,1902554,389528906,DFND
APPLIED MATLS INC,038222105,1048706,214712066,DFND
BLACKROCK INC,09290D101,181367,211450344,DFND
BLACKROCK INC,09290D101,329035,383612035,DFND
BROADCOM INC,11135F101,1670018,550955638,DFND
BROADCOM INC,11135F101,3029721,999535255,DFND
CANADIAN PACIFIC KANSAS CITY,13646K108,2690868,200442757,DFND
CANADIAN PACIFIC KANSAS CITY,13646K108,1483141,110479173,DFND
CBRE GROUP INC,12504L109,1573119,247860630,DFND
CBRE GROUP INC,12504L109,2853902,449660799,DFND
CME GROUP INC,12572Q105,554753,149888713,DFND
CME GROUP INC,12572Q105,1006420,271924620,DFND
ECOLAB INC,278865100,50620,13862793,DFND
ECOLAB INC,278865100,27893,7638777,DFND
ENTEGRIS INC,29362U104,1572788,145419978,DFND
ENTEGRIS INC,29362U104,866931,80156440,DFND
EQUIFAX INC,294429105,607987,155966905,DFND
EQUIFAX INC,294429105,1103016,282956694,DFND
FASTENAL CO,311900104,3267976,160261543,DFND
FASTENAL CO,311900104,5928729,290744870,DFND
FERGUSON ENTERPRISES INC,31488V107,699974,157200161,DFND
FERGUSON ENTERPRISES INC,31488V107,1269917,285197960,DFND
FLUTTER ENTMT PLC,G3643J108,1448624,367950496,DFND
FLUTTER ENTMT PLC,G3643J108,798472,202811888,DFND
INTERACTIVE BROKERS GROUP IN,45841N107,4500034,309647340,DFND
INTERACTIVE BROKERS GROUP IN,45841N107,8163992,561764290,DFND
INTERCONTINENTAL EXCHANGE IN,45866F104,2135740,359829475,DFND
INTERCONTINENTAL EXCHANGE IN,45866F104,1177210,198336341,DFND
IQVIA HLDGS INC,46266C105,1242308,235963982,DFND
IQVIA HLDGS INC,46266C105,684626,130037862,DFND
LIBERTY MEDIA CORP DEL,531229755,420390,43909736,DFND
LIBERTY MEDIA CORP DEL,531229755,745749,77893483,DFND
LIVE NATION ENTERTAINMENT IN,538034109,1789562,292414431,DFND
LIVE NATION ENTERTAINMENT IN,538034109,986397,161177270,DFND
MICROSOFT CORP,594918104,807453,418220281,DFND
MICROSOFT CORP,594918104,445071,230524524,DFND
MOODYS CORP,615369105,157061,74836425,DFND
MOODYS CORP,615369105,284944,135770117,DFND
ORACLE CORP,68389X105,550697,154878024,DFND
ORACLE CORP,68389X105,303561,85373496,DFND
S&P GLOBAL INC,78409V104,1123268,546705768,DFND
S&P GLOBAL INC,78409V104,619147,301345036,DFND
SS&C TECHNOLOGIES HLDGS INC,78467J100,2724594,241834963,DFND
SS&C TECHNOLOGIES HLDGS INC,78467J100,1501763,133296484,DFND
TAIWAN SEMICONDUCTOR MFG LTD,874039100,997790,278672769,DFND
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1810181,505565451,DFND
TENCENT MUSIC ENTMT GROUP,88034P109,10993411,256586213,DFND
TENCENT MUSIC ENTMT GROUP,88034P109,7458805,174088509,DFND
THERMO FISHER SCIENTIFIC INC,883556102,308005,149388585,DFND
THERMO FISHER SCIENTIFIC INC,883556102,558765,271012200,DFND
TRADEWEB MKTS INC,892672106,691122,76700720,DFND
TRADEWEB MKTS INC,892672106,1243200,137970336,DFND
TRIP COM GROUP LTD,89677Q107,2744395,206378504,DFND
TRIP COM GROUP LTD,89677Q107,1861746,140003299,DFND
UBER TECHNOLOGIES INC,90353T100,1812970,177616671,DFND
UBER TECHNOLOGIES INC,90353T100,3289088,322231951,DFND
VISA INC,92826C839,1247322,425810784,DFND
VISA INC,92826C839,687520,234705578,DFND
YUM BRANDS INC,988498101,724968,110195136,DFND
YUM BRANDS INC,988498101,1315266,199920432,DFND
ZOETIS INC,98978V103,428424,62687000,DFND
ZOETIS INC,98978V103,777292,113733365,DFND
