Company,CUSIP,Shares,Value,Discretion,PutCall
ADMA BIOLOGICS INC,000899104,2102054,38341465,SOLE,
ALPHABET INC,02079K305,3498519,1095036447,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,4177969,1074698966,SOLE,
CATALYST PHARMACEUTICALS INC,14888U101,3363807,78511255,SOLE,
CHURCH AND DWIGHT CO INC,171340102,6728404,564176675,SOLE,
CLOROX CO DEL,189054109,613497,61858903,SOLE,
DOXIMITY INC,26622P107,1650002,73062089,SOLE,
FORTINET INC,34959E109,6516011,517436434,SOLE,
GRACO INC,384109104,579016,47461942,SOLE,
HOME DEPOT INC,437076102,80206,27598885,SOLE,
IDEXX LABS INC,45168D104,1876035,1269193959,SOLE,
INTUIT,461202103,625619,414422538,SOLE,
MANHATTAN ASSOCIATES INC,562750109,288332,49970819,SOLE,
MARRIOTT INTL INC NEW,571903202,3979927,1234732552,SOLE,
MEDPACE HLDGS INC,58506Q109,82567,46373756,SOLE,
META PLATFORMS INC,30303M102,1363539,900058459,SOLE,
METTLER TOLEDO INTERNATIONAL,592688105,580507,809337054,SOLE,
MICROSOFT CORP,594918104,2079971,1005915575,SOLE,
MSCI INC,55354G100,166619,95594319,SOLE,
NAPCO SEC TECHNOLOGIES INC,630402105,1779857,74220037,SOLE,
NIKE INC,654106103,5770181,367618232,SOLE,
NUTANIX INC,67059N108,1377158,71185297,SOLE,
ODDITY TECH LTD,M7518J104,2074167,83340030,SOLE,
OTIS WORLDWIDE CORP,68902V107,3112380,271866393,SOLE,
PAYCOM SOFTWARE INC,70432V102,523433,83414283,SOLE,
PHILIP MORRIS INTL INC,718172109,6124597,982385359,SOLE,
PROCTER AND GAMBLE CO,742718109,4248048,608787759,SOLE,
QUALYS INC,74758T303,647806,86093417,SOLE,
ROLLINS INC,775711104,1478629,88747313,SOLE,
SABRE CORP,78573M104,21499095,29238769,SOLE,
STRYKER CORPORATION,863667101,3687511,1296049491,SOLE,
TEXAS INSTRS INC,882508104,2623552,455160036,SOLE,
VERISIGN INC,92343E102,270634,65750530,SOLE,
VERTIV HOLDINGS CO,92537N108,410944,66577037,SOLE,
VISA INC,92826C839,3534684,1239649026,SOLE,
WATERS CORP,941848103,3557978,1351426784,SOLE,
ZOETIS INC,98978V103,3900803,490799033,SOLE,
