Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,3291594,1163018908,DFND,
AMAZON COM INC,023135106,3573408,851686063,DFND,
AMPHENOL CORP,032095101,4866688,858094428,DFND,
APPLIED MATLS INC,038222105,521065,376729995,DFND,
ARMSTRONG WORLD INDS INC NEW,04247X102,925394,148451705,DFND,
CRH PLC,G25508105,4383866,469073662,DFND,
DEVON ENERGY CORP NEW,25179M103,7558060,312299039,DFND,
EMBRAER S.A.,29082A107,3384349,215921466,DFND,
EQUIFAX INC,294429105,1481188,235094159,DFND,
FERGUSON ENTERPRISES INC,31488V107,1006024,238759676,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,4129416,359424369,DFND,
LAMAR ADVERTISING CO,512816109,1090619,170114752,DFND,
LINDE PLC,G54950103,300854,156125175,DFND,
MASTERCARD INCORPORATED,57636Q104,363490,186688464,DFND,
MEDLINE INC,58507V107,16470884,649611665,DFND,
MOODYS CORP,615369105,1704229,771879399,DFND,
NVIDIA CORPORATION,67066G104,3417950,683897616,DFND,
RIOT PLATFORMS INC,767292105,2628731,71974655,DFND,
S&P GLOBAL INC,78409V104,351920,143322939,DFND,
UBER TECHNOLOGIES INC,90353T100,2319648,167385800,DFND,
VISA INC,92826C839,4264651,1463159112,DFND,
VISTRA CORP,92840M102,485253,76975683,DFND,
VULCAN MATLS CO,929160109,1971694,581669447,DFND,
