Company,CUSIP,Shares,Value,Discretion,PutCall
ACUITY INC,00508Y102,355729,99682380,SOLE,
AFFIRM HLDGS INC,00827B106,5649434,258857066,SOLE,
ANDERSEN GROUP INC,033853102,1670485,45437192,SOLE,
API GROUP CORP,00187Y100,14775236,598692563,SOLE,
APPLIED INDL TECHNOLOGIES IN,03820C105,296601,78694177,SOLE,
AURORA INNOVATION INC,051774107,1486036,6122468,SOLE,
BIO-TECHNE CORP,09073M104,4456017,232871448,SOLE,
CARVANA CO,146869102,995741,313041056,SOLE,
CLEAN HARBORS INC,184496107,1050973,301345488,SOLE,
CLEAR SECURE INC,18467V109,2971595,143854914,SOLE,
COLLIERS INTL GROUP INC,194693107,828839,88594601,SOLE,
COUPANG INC,22266T109,12866806,242925297,SOLE,
CRH PLC,G25508105,1477777,155343918,SOLE,
DOORDASH INC,25809K105,4276006,642042301,SOLE,
ENTEGRIS INC,29362U104,971701,113922225,SOLE,
ESAB CORPORATION,29605J106,34315,3316888,SOLE,
FABRINET,G3323L100,216472,112894477,SOLE,
FERGUSON ENTERPRISES INC,31488V107,2191975,511300089,SOLE,
FLOWSERVE CORP,34354P105,951798,69966671,SOLE,
GOOSEHEAD INS INC,38267D109,1562969,66676258,SOLE,
ISHARES TR,464287655,1027614,254848272,SOLE,
MEDLINE INC,58507V107,7265853,323330459,SOLE,
MERCADOLIBRE  INC,58733R102,350845,606618022,SOLE,
OPTION CARE HEALTH INC,68404L201,8991254,242044558,SOLE,
PRIVIA HEALTH GROUP INC,74276R102,12087843,248646931,SOLE,
QNITY ELECTRONICS INC,74743L100,5088108,587065901,SOLE,
RBC BEARINGS INC,75524B104,2275636,1235943424,SOLE,
ROBLOX CORP,771049103,646429,36562024,SOLE,
ROCKET COS INC,77311W101,19305725,275106581,SOLE,
SHIFT4 PMTS INC,82452J109,6165793,269630128,SOLE,
SHOPIFY INC,82509L107,971814,115276577,SOLE,
UL SOLUTIONS INC,903731107,3291516,282115836,SOLE,
VSE CORP,918284100,1404771,259039772,SOLE,
WARBY PARKER INC,93403J106,6396513,134774529,SOLE,
WIX COM LTD,M98068105,2041688,183894838,SOLE,
XOMETRY INC,98423F109,55405,2262740,SOLE,
XPO INC,983793100,2935934,571185960,SOLE,
