Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,2250,204588,SOLE,
Abbvie,00287Y109,21190,3869807,SOLE,
Adobe,00724F101,14196,6716226,SOLE,
Alphabet Class A,02079K305,13609,26952778,SOLE,
Alphabet Class C,02079K107,180608,1179710,SOLE,
Altria Group,02209S103,7238,2920054,SOLE,
Amazon.com,023135106,314805,14675717,SOLE,
American Express,025816109,83729,14805542,SOLE,
American Tower,03027X100,74201,9256938,SOLE,
Amgen,031162100,25972,4308356,SOLE,
Amphenol,032095101,14380,6949838,SOLE,
Ansys,03662Q105,61117,7500392,SOLE,
Apple,037833100,5641,10585117,SOLE,
Applied Materials,038222105,65541,12193349,SOLE,
Arthur J. Gallagher,363576109,76014,5231837,SOLE,
Aspen Technology,29109X106,20731,1595334,SOLE,
Axsome Therapeutics,05464T104,6359,840932,SOLE,
BWX Technologies,05605H100,64106,1377776,SOLE,
Berkshire Hathaway B,084670702,14222,26957855,SOLE,
BioMarin Pharmaceuticals,09061G101,29516,1295776,SOLE,
Blackstone Group,09260D107,24791,4565239,SOLE,
Blueprint Medicines,09627Y109,8678,1842181,SOLE,
Broadcom Limited,11135F101,53357,10212284,SOLE,
Chubb Limited,H1467J104,11783,13844539,SOLE,
Church & Dwight,171340102,49866,1330474,SOLE,
Cisco Systems,17275R102,2667,3415042,SOLE,
Constellation Software,21037X100,15030,7279764,SOLE,
Cooper Companies,216648501,152944,1432717,SOLE,
Copart,217204106,862,8089918,SOLE,
Costco,22160K105,37144,485001,SOLE,
Danaher,235851102,19434,4987658,SOLE,
Digital Realty Trust,253868103,25007,3513712,SOLE,
Dynatrace,268150109,34774,1659626,SOLE,
EOG Resources,26875P101,118060,18735463,SOLE,
Eaton,G29183103,69976,14540558,SOLE,
Enbridge,29250N105,74775,3859841,SOLE,
Entegris,29362U104,13377,1953506,SOLE,
Fiserv,337738108,151850,24204899,SOLE,
General Dynamics Corp,369550108,56052,15851926,SOLE,
Genmab ADR,372303206,262180,3228306,SOLE,
Halozyme Therapeutics,40637H109,104516,1935270,SOLE,
Home Depot,437076102,35577,18198786,SOLE,
Honeywell,438516106,26005,12049817,SOLE,
ICF International,44925C103,49394,2001421,SOLE,
Idexx Laboratories,45168D104,58518,207333,SOLE,
JPMorgan Chase,46625H100,12869,18537164,SOLE,
Jack Henry & Associates,426281101,9392,1628719,SOLE,
Johnson & Johnson,478160104,102159,13819795,SOLE,
KLA,482480100,8735,7000370,SOLE,
Keysight Technologies,49338L103,76890,9372792,SOLE,
Kraft Heinz,500754106,10353,3321923,SOLE,
Lantheus Holdings,516544103,269215,1526000,SOLE,
Lennar Corp Cl B,526057302,23920,16902599,SOLE,
Lockheed Martin,539830109,109629,2988520,SOLE,
Lonza Group ADR,54338V101,5848,6572007,SOLE,
Marsh McLennan,571748102,65884,17924792,SOLE,
Merck,58933Y105,33061,224975,SOLE,
Mettler Toledo,592688105,87022,1657456,SOLE,
Microsoft,594918104,2041,17170004,SOLE,
Monolithic Power Systems,609839105,1160,2307293,SOLE,
Morgan Stanley,617446448,41406,4201746,SOLE,
Natera,632307104,3312,1585551,SOLE,
O'Reilly Automotive,67103H107,20775,7779112,SOLE,
Phillips 66,718546104,7023,18798056,SOLE,
Pool,73278L105,20470,4879944,SOLE,
Qualcomm,747525103,140751,18255487,SOLE,
Qualys,74758T303,13451,1483808,SOLE,
RBC Bearings,75524B104,111278,2048983,SOLE,
Rocket Pharmaceuticals,77313F106,8689,1641535,SOLE,
Royalty Pharma Plc,G7709Q104,7377,20349722,SOLE,
Ryan Specialty Holdings,78351F107,60177,2010488,SOLE,
SBA Communications,78410G104,412633,1694594,SOLE,
SLB,806857108,40073,13585645,SOLE,
Sapiens,G7T16G103,6439,1468490,SOLE,
ServiceNow,81762P102,198961,8443580,SOLE,
Sherwin-Williams,824348106,43173,5679887,SOLE,
T. Rowe Price Group,74144T108,11479,11736873,SOLE,
Texas Instruments,882508104,16561,11604825,SOLE,
Tradeweb Markets,892672106,127213,1792141,SOLE,
Tyler Technologies,902252105,66344,4665335,SOLE,
Union Pacific,907818108,23416,3216548,SOLE,
United Parcel Service,911312106,9674,4068152,SOLE,
United Rentals,911363109,11877,475933,SOLE,
UnitedHealth Group,91324P102,660,13283684,SOLE,
Vail Resorts,91879Q109,26823,3696081,SOLE,
Veeva Systems,922475108,10748,5243376,SOLE,
Verisk Analytics,92345Y106,19156,5549556,SOLE,
Vertex Pharmaceuticals,92532F100,23702,5809921,SOLE,
Visa,92826C839,20764,7049561,SOLE,
W.R. Berkley,084423102,25405,14348948,SOLE,
iShares Russell 1000 Growth,464287614,162245,437491,SOLE,
Vanguard Total Bond Market ETF,921937835,3333,1185685,SOLE,
