Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,21858,3299028,SOLE,
ALPHABET INC,02079K107,3790,577065,SOLE,
AMAZON COM INC,023135106,2700,487026,SOLE,
ANTERO MIDSTREAM CORP,03676B102,2149129,30216754,SOLE,
APOLLO GLOBAL MGMT INC,03769M106,3804384,427802980,SOLE,
AUTONATION INC,05329W102,937763,155274798,SOLE,
BANK AMERICA CORP,060505104,22532,854413,SOLE,
COMCAST CORP NEW,20030N101,31094,1347925,SOLE,
D R HORTON INC,23331A109,810136,133307879,SOLE,
DISCOVER FINL SVCS,254709108,3310077,433917994,SOLE,
ELEVANCE HEALTH INC,036752103,1645837,853432318,SOLE,
F&G ANNUITIES & LIFE INC,30190A104,6087883,246863656,SOLE,
FIDELITY NATIONAL FINANCIAL,31620R303,9076731,481974416,SOLE,
HCA HEALTHCARE INC,40412C101,3873,1291762,SOLE,
JPMORGAN CHASE & CO,46625H100,1298628,260115188,SOLE,
LENNAR CORP,526057104,1014441,174463563,SOLE,
LITHIA MTRS INC,536797103,767501,230910351,SOLE,
LOUISIANA PAC CORP,546347105,224598,18846018,SOLE,
MARRIOTT INTL INC NEW,571903202,1194,301258,SOLE,
MASTERCARD INCORPORATED,57636Q104,422,203223,SOLE,
MICROSOFT CORP,594918104,525,220878,SOLE,
MPLX LP,55336V100,3025609,125744310,SOLE,
ONEMAIN HLDGS INC,68268W103,6672264,340885968,SOLE,
PRIMERICA INC,74164M108,2015052,509727554,SOLE,
PROGRESSIVE CORP,743315103,1746,361108,SOLE,
RYANAIR HOLDINGS PLC,783513203,6526,950120,SOLE,
TD SYNNEX CORPORATION,87162W100,3061083,346208487,SOLE,
UNITEDHEALTH GROUP INC,91324P102,610,301767,SOLE,
WELLS FARGO CO NEW,949746101,5250,304290,SOLE,
