Company,CUSIP,Shares,Value,Discretion
ALPHABET INC,02079K305,21858,3981435,SOLE
ALPHABET INC,02079K107,3790,695162,SOLE
AMAZON COM INC,023135106,2200,425150,SOLE
ANTERO MIDSTREAM CORP,03676B102,2090289,30810860,SOLE
APOLLO GLOBAL MGMT INC,03769M106,3779701,446269297,SOLE
APPLIED MATLS INC,038222105,961,226786,SOLE
AUTONATION INC,05329W102,979235,156070474,SOLE
BANK AMERICA CORP,060505104,22532,896098,SOLE
COMCAST CORP NEW,20030N101,31094,1217641,SOLE
D R HORTON INC,23331A109,805923,113578728,SOLE
DISCOVER FINL SVCS,254709108,3460972,452729747,SOLE
ELEVANCE HEALTH INC,036752103,1633127,884926196,SOLE
F&G ANNUITIES & LIFE INC,30190A104,6049364,230178300,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,7367533,364103481,SOLE
HCA HEALTHCARE INC,40412C101,3873,1244317,SOLE
JPMORGAN CHASE & CO.,46625H100,5643,1141353,SOLE
LENNAR CORP,526057104,1585312,237590709,SOLE
LITHIA MTRS INC,536797103,855172,215888171,SOLE
MARRIOTT INTL INC NEW,571903202,1194,288673,SOLE
MICROSOFT CORP,594918104,525,234649,SOLE
MPLX LP,55336V100,4235478,180389008,SOLE
ONEMAIN HLDGS INC,68268W103,7270177,352530883,SOLE
PRIMERICA INC,74164M108,1890013,447139276,SOLE
PROGRESSIVE CORP,743315103,1746,362662,SOLE
RYANAIR HOLDINGS PLC,783513203,49640,5780082,SOLE
TD SYNNEX CORPORATION,87162W100,3322046,383364108,SOLE
UNITEDHEALTH GROUP INC,91324P102,610,310649,SOLE
