Company,CUSIP,Shares,Value,Discretion,PutCall
ADT INC DEL,00090Q103,41165,297623,OTR,
ADT INC DEL,00090Q103,921698,6663877,OTR,
ADT INC DEL,00090Q103,28153385,203548974,SOLE,
ADTALEM GLOBAL ED INC,00737L103,3671,277087,OTR,
ADTALEM GLOBAL ED INC,00737L103,56672,4277603,OTR,
ADTALEM GLOBAL ED INC,00737L103,2192016,165453368,SOLE,
AFFILIATED MANAGERS GROUP IN,008252108,52595,9351391,OTR,
AFFILIATED MANAGERS GROUP IN,008252108,1399566,248842835,SOLE,
AFLAC INC,001055102,2432,271898,OTR,
AFLAC INC,001055102,358970,40132846,SOLE,
ALLSTATE CORP,020002101,260665,49435117,SOLE,
APA CORPORATION,03743Q108,240632,5885859,SOLE,
APTIV PLC,G6095L109,959944,69125567,SOLE,
AXALTA COATING SYS LTD,G0750C108,9342,338087,OTR,
AXALTA COATING SYS LTD,G0750C108,180008,6514490,OTR,
AXALTA COATING SYS LTD,G0750C108,4144738,149998068,SOLE,
BAIDU INC,056752108,375111,39495437,SOLE,
BANK AMERICA CORP,060505104,169359,6720165,SOLE,
BARRICK GOLD CORP,067901108,252257,5017392,SOLE,
BIO RAD LABS INC,090572207,922,308483,OTR,
BIO RAD LABS INC,090572207,11431,3824584,OTR,
BIO RAD LABS INC,090572207,366342,122570706,SOLE,
BOK FINL CORP,05561Q201,61917,6477757,OTR,
BOK FINL CORP,05561Q201,1797873,188093473,SOLE,
BORGWARNER INC,099724106,7216,261869,OTR,
BORGWARNER INC,099724106,1056979,38357768,SOLE,
BOYD GAMING CORP,103304101,114522,7403847,OTR,
BOYD GAMING CORP,103304101,3070615,198515260,SOLE,
BRADY CORP,104674106,3620,277401,OTR,
BRINKS CO,109696104,8745,1011272,OTR,
BRINKS CO,109696104,92777,10728732,OTR,
BRINKS CO,109696104,1039687,120229405,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,342514,17721674,SOLE,
CAPITAL ONE FINL CORP,14040H105,313102,46880762,SOLE,
CARLYLE GROUP INC,14316J108,224054,9647765,OTR,
CARLYLE GROUP INC,14316J108,4864343,209458610,SOLE,
CARMAX INC,143130102,3052,236164,OTR,
CARMAX INC,143130102,706670,54682125,SOLE,
CBRE GROUP INC,12504L109,3452,429705,OTR,
CBRE GROUP INC,12504L109,34157,4251863,OTR,
