Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,11510,1181732,SOLE,
AbbVie Inc,00287Y109,12410,2699051,SOLE,
Alphabet Inc Cl A,02079K305,11610,3338572,SOLE,
Alphabet Inc Cl C,02079K107,3350337,961077672,SOLE,
Altria Group Inc,02209S103,164461,10852779,SOLE,
Amazon.com Inc,023135106,1040,216601,SOLE,
American Express,025816109,6485,1961583,SOLE,
Apple Inc,037833100,4751,1205756,SOLE,
Berkshire Hathaway Inc Cl A,084670108,1460,1048484400,SOLE,
Berkshire Hathaway Inc Cl B,084670702,1110429,532117577,SOLE,
Brown-Forman Corp Cl A,115637100,1647878,44146665,SOLE,
Brown-Forman Corp Cl B,115637209,659694,17442308,SOLE,
Caterpillar Inc,149123101,450,318807,SOLE,
Chevron Corp,166764100,2470,511043,SOLE,
Coca-Cola,191216100,13025,990551,SOLE,
Comcast Corp New Cl A,20030N101,2253106,64686661,SOLE,
Costco Whsl Corp,22160K105,4624,4607417,SOLE,
Crane Company,224408104,46626,7973046,SOLE,
Disney Walt Productions,254687106,2517,242592,SOLE,
Doordash Inc Cl A,25809K105,1001195,150329429,SOLE,
Dover Corp,260003108,19126,3986815,SOLE,
Exxon Mobil Corp,30231G102,193950,32905526,SOLE,
FB Bancorp Inc,31425A109,50000,687000,SOLE,
Fulton Finl Corp,360271100,48950,995643,SOLE,
Generac Holdings Inc,368736104,2250,439493,SOLE,
Herc Holdings Inc,42704l104,6450,642098,SOLE,
Hormel Foods Corp,440452100,19000,430350,SOLE,
J.P. Morgan Chase,46625H100,148798,43770420,SOLE,
JBT Marel Corp,477839104,7250,927058,SOLE,
Johnson & Johnson,478160104,1304,318750,SOLE,
Lamar Advertising Co-A,512816109,5368,679911,SOLE,
Levi Strauss & Co Cl A,52736r102,82725,1529585,SOLE,
Markel Corp,570535104,4954,9482303,SOLE,
Martin Marietta Materials,573284106,715411,421148042,SOLE,
Mastercard Inc Cl A,57636Q104,1555141,777041820,SOLE,
McCormick Inc,579780206,38581,1946026,SOLE,
McDonalds Corp,580135101,947,294318,SOLE,
Merck Inc,58933Y105,2141,257536,SOLE,
Microsoft Corp,594918104,3544,1311882,SOLE,
Nestle SA Sponsored ADR,641069406,5481714,543237880,SOLE,
Netflix Inc,64110L106,5610666,539465536,SOLE,
Oracle Corp,68389X105,3600,529596,SOLE,
Outfront Media Inc,69007J304,13588,360082,SOLE,
Pepsico Inc,713448108,9205,1429383,SOLE,
Philip Morris International In,718172109,4605069,761402140,SOLE,
Procter & Gamble,742718109,9229,1333037,SOLE,
Sunbelt Rentals Holdings Inc,866966104,6049133,393738067,SOLE,
Uber Technologies Inc,90353T100,5173404,372122950,SOLE,
Union Pac Corp,907818108,27638,6705519,SOLE,
Unum Group,91529Y106,3800,277514,SOLE,
Visa Inc Cl A,92826C839,93812,28353739,SOLE,
Vulcan Materials,929160109,7263,1977715,SOLE,
Wal Mart Stores Inc,931142103,9740,1210487,SOLE,
Warby Parker Inc Cl A,93403j106,80000,1685600,SOLE,
Wells Fargo,949746101,7450,593115,SOLE,
Yeti Holdings Inc,98585x104,24000,878160,SOLE,
ALK Abello A/S,k03294137,50000,1558886,SOLE,
Anheuser-Busch InBev SA,B639CJ108,184010,12661615,SOLE,
Carlsberg B A/S,K36628137,9872,1222622,SOLE,
Cofide SPA,T19404101,251250,195985,SOLE,
Compagnie Financiere Richemont,H25662182,3447287,594389414,SOLE,
Davide Campari-Milano NV,N24565108,202013,1426815,SOLE,
De'Longhi,t3508h102,39000,1347175,SOLE,
Demant A/S,k3008m105,41000,1225815,SOLE,
Electrolux Professional,w2457w116,230000,1216848,SOLE,
Eurofins Scientific,L31839134,3096404,223550621,SOLE,
Fielmann,d2617n114,33000,1655884,SOLE,
Fluidra,e52619108,70000,1594530,SOLE,
H&M,w41422101,64000,1176706,SOLE,
Hanjaya Mandala Sampoerna,Y7121Z146,5000000,213305,SOLE,
Heineken Holding NV,N39338194,9101528,643363987,SOLE,
Heineken NV,N39427211,15131,1155870,SOLE,
Kalmar Oyj B,x4s8se108,27000,1348904,SOLE,
Konecranes,x4550j108,52500,1690105,SOLE,
Lindt & Spruengli AG - Reg,H49983176,15,2131790,SOLE,
Loreal SA,F58149133,3705,1491341,SOLE,
Lotus Bakeries,b5783h102,115,1290579,SOLE,
LT Group Inc,Y5342M100,1775000,428337,SOLE,
Nestle SA-REG,H57312649,11130,1086198,SOLE,
Pernod Ricard,F72027109,2479656,183480370,SOLE,
Puig Brands,e8s64t107,68000,1323325,SOLE,
Rational AG,d6349p107,2200,1576670,SOLE,
SSP Group,g8402n125,700000,1614484,SOLE,
Sunbelt Rentals Holdings ORD,crest6610,18178,1138638,SOLE,
Zalando SE,d98423102,28000,662976,SOLE,
Total Return Securities Fund,870875101,97667,579163,SOLE,
