Company,CUSIP,Shares,Value,Discretion,PutCall
"CARDLYTICS, INC.",14161W105,470986,2114727,SOLE,
CARVANA CO CL A,146869102,22559570,1484870897,SOLE,
HILTON GRAND VACATIONS,43283X105,5206856,272683049,SOLE,
LATHAM GROUP,51819L107,922639,5969474,SOLE,
MARRIOTT VACATIONS WORLDWIDE CORP.,57164Y107,400000,40752000,SOLE,
META PLATFORMS INC,30303M102,136246,76746009,SOLE,
