Company,CUSIP,Shares,Value,Discretion,PutCall
APPLIED MATLS INC,038222105,261950,189389850,SOLE,
AMAZON COM INC,023135106,2425351,578058158,SOLE,
ARM HOLDINGS PLC,042068205,1641972,582194012,SOLE,
CEREBRAS SYSTEMS INC,15675d103,7225037,1596733177,SOLE,
COREWEAVE INC,21873S108,6073695,604575601,SOLE,
ALPHABET INC,02079K305,175180,62604076,SOLE,
GRAB HOLDINGS LIMITED,G4124C117,3502000,150586,SOLE,
ROBINHOOD MKTS INC,770700102,899691,90221013,SOLE,
KLA CORP,482480100,578230,174457773,SOLE,
LAM RESEARCH CORP,512807306,394080,170766686,SOLE,
META PLATFORMS INC,30303M102,1354990,763252318,SOLE,
MICROSOFT CORP,594918104,1268082,473019948,SOLE,
MICRON TECHNOLOGY INC,595112103,209520,241846841,SOLE,
QUALCOMM INC,747525103,1882490,347865327,SOLE,
NVIDIA CORPORATION,67066G104,9413589,1883565023,SOLE,
SNOWFLAKE INC,833445109,1926250,490230625,SOLE,
SYNOPSYS INC,871607107,140343,62602803,SOLE,
SPACE EXPLORATION TECHN CORP,84615Q103,1776485,303530227,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1429355,682617068,SOLE,
UBER TECHNOLOGIES INC,90353T100,7372440,531995271,SOLE,
