Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,7547582,1261880235,SOLE,
ALPHABET INC,02079K305,3986488,661159035,SOLE,
BROOKFIELD CORP,11271J107,32735883,1739912181,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,14877651,1272634267,SOLE,
CHIPOTLE MEXICAN GRILL INC,169656105,28815165,1660329807,SOLE,
HILTON WORLDWIDE HLDGS INC,43300A203,7370168,1698823724,SOLE,
HOWARD HUGHES HOLDINGS INC,44267T102,18852064,1459715316,SOLE,
NIKE INC,654106103,16280338,1439181879,SOLE,
RESTAURANT BRANDS INTL INC,76131D103,23000914,1658825918,SOLE,
SEAPORT ENTMT GROUP INC,812215101,2094673,6179285,SOLE,
SEAPORT ENTMT GROUP INC,812215200,2094673,57435934,SOLE,
