Company,CUSIP,Shares,Value,Discretion,PutCall
3M CO,88579Y101,3398172,668488,SOLE,
AUTOMATIC DATA PROCESSING,053015103,5786490,776199,SOLE,
BECTON DICKINSON AND CO,075887109,3735079,894775,SOLE,
COLGATE PALMOLIVE CO,194162103,3586659,232451,SOLE,
ESTEE LAUDER,518439104,4916559,701543,SOLE,
FACEBOOK,30303M102,5517803,1072219,SOLE,
IDEXX LABORATORIES,45168D104,4429104,965278,SOLE,
INTUI INC,461202103,3969347,810956,SOLE,
JOHNSON & JOHNSON,478160104,4555486,552762,SOLE,
MARRIOTT INTERNATIONAL  CL A,571903202,137544,17412,SOLE,
MICROSOFT,580135101,12080320,1191239,SOLE,
PAYPAL HOLDINGS INC,70450Y103,15209740,1266514,SOLE,
PEPSICO INC,713448108,7681927,836330,SOLE,
PHILIP MORRIS INTERNATIONAL,718172109,10475148,845763,SOLE,
STRYKER CORP,863667101,5516662,931542,SOLE,
VISA INC CLASS A SHARES,92826C839,5719877,757597,SOLE,
WATERS CORP,941848103,4728994,915485,SOLE,
