Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,11510,1442088,SOLE,
AbbVie Inc,00287Y109,12410,2835561,SOLE,
Alphabet Inc Cl A,02079K305,14916,4668708,SOLE,
Alphabet Inc Cl C,02079K107,3931197,1233609619,SOLE,
Altria Group Inc,02209S103,164772,9500738,SOLE,
Amazon.com Inc,023135106,1040,240053,SOLE,
American Express,025816109,12160,4498592,SOLE,
Apple Inc,037833100,4674,1270674,SOLE,
Berkshire Hathaway Inc Cl A,084670108,1488,1123142400,SOLE,
Berkshire Hathaway Inc Cl B,084670702,1125395,565679797,SOLE,
Brown-Forman Corp Cl A,115637100,1668094,43887565,SOLE,
Brown-Forman Corp Cl B,115637209,708179,18455144,SOLE,
Caterpillar Inc,149123101,550,315079,SOLE,
Chevron Corp,166764100,2670,406935,SOLE,
Coca-Cola,191216100,13640,953572,SOLE,
Comcast Corp New Cl A,20030N101,2300197,68752881,SOLE,
Costco Whsl Corp,22160K105,4624,3987295,SOLE,
Crane Company,224408104,54401,10033176,SOLE,
Disney Walt Productions,254687106,2510,285528,SOLE,
Doordash Inc Cl A,25809K105,930467,210732166,SOLE,
Dover Corp,260003108,19526,3812256,SOLE,
Exxon Mobil Corp,30231G102,193033,23229624,SOLE,
FB Bancorp Inc,31425A109,50000,642500,SOLE,
Fulton Finl Corp,360271100,54100,1045753,SOLE,
Generac Holdings Inc,368736104,2250,306833,SOLE,
Herc Holdings Inc,42704l104,6450,957051,SOLE,
Hormel Foods Corp,440452100,19835,470090,SOLE,
Hyatt Hotels Corp Cl A,448579102,8675,1390776,SOLE,
I B M,459200101,750,222158,SOLE,
J.P. Morgan Chase,46625H100,528817,170395414,SOLE,
JBT Marel Corp,477839104,7250,1092358,SOLE,
Johnson & Johnson,478160104,976,201983,SOLE,
Lamar Advertising Co-A,512816109,5974,756189,SOLE,
Levi Strauss & Co Cl A,52736r102,47725,989817,SOLE,
Markel Corp,570535104,6279,13497652,SOLE,
Martin Marietta Materials,573284106,726612,452432234,SOLE,
Mastercard Inc Cl A,57636Q104,1585999,905414977,SOLE,
McCormick Inc,579780206,40666,2769761,SOLE,
McDonalds Corp,580135101,905,276595,SOLE,
Microsoft Corp,594918104,3705,1791812,SOLE,
Nestle SA Sponsored ADR,641069406,5617162,554863285,SOLE,
Netflix Inc,64110L106,5004765,469246766,SOLE,
Oracle Corp,68389X105,3475,677312,SOLE,
Outfront Media Inc,69007J304,15677,377816,SOLE,
Pepsico Inc,713448108,9794,1405630,SOLE,
Philip Morris International In,718172109,4697508,753480359,SOLE,
PNC Bank Corp,693475105,3750,782738,SOLE,
Procter & Gamble,742718109,11951,1712698,SOLE,
Uber Technologies Inc,90353T100,5145060,420402853,SOLE,
Union Pac Corp,907818108,24984,5779216,SOLE,
Unum Group,91529Y106,3800,294500,SOLE,
Visa Inc Cl A,92826C839,108818,38163561,SOLE,
Vulcan Materials,929160109,7912,2256661,SOLE,
Wal Mart Stores Inc,931142103,10165,1132483,SOLE,
Warby Parker Inc Cl A,93403j106,65000,1416350,SOLE,
Wells Fargo,949746101,7964,742287,SOLE,
Yeti Holdings Inc,98585x104,24000,1060080,SOLE,
ALK Abello A/S,k03294137,35000,1258098,SOLE,
Anheuser-Busch InBev SA,B639CJ108,265525,17120336,SOLE,
Ashtead Group PLC,G05320109,6111758,418100738,SOLE,
Carlsberg B A/S,K36628137,23091,3032518,SOLE,
Cofide SPA,T19404101,251250,207442,SOLE,
Compagnie Financiere Richemont,H25662182,3502105,760539180,SOLE,
Davide Campari-Milano NV,N24565108,242103,1574663,SOLE,
De'Longhi,t3508h102,35250,1511077,SOLE,
Demant A/S,k3008m105,41000,1387383,SOLE,
Diageo PLC,G42089113,129805,2799618,SOLE,
Electrolux Professional,w2457w116,200000,1414501,SOLE,
Fielmann,d2617n114,25700,1314486,SOLE,
Fluidra,e52619108,59000,1604815,SOLE,
H&M,w41422101,64000,1290580,SOLE,
Hanjaya Mandala Sampoerna,Y7121Z146,5000000,217392,SOLE,
Heineken Holding NV,N39338194,9200276,674248483,SOLE,
Heineken NV,N39427211,15131,1239322,SOLE,
Kalmar Oyj B,x4s8se108,24000,1142693,SOLE,
Konecranes,x4550j108,18450,2034682,SOLE,
Lindt & Spruengli AG - Reg,H49983176,15,2203850,SOLE,
Loreal SA,F58149133,3705,1595200,SOLE,
Lotus Bakeries,b5783h102,115,1060235,SOLE,
LT Group Inc,Y5342M100,1775000,445919,SOLE,
Nestle SA-REG,H57312649,11130,1106186,SOLE,
Pernod Ricard,F72027109,2553880,219256459,SOLE,
Puig Brands,e8s64t107,68000,1187557,SOLE,
Rational AG,d6349p107,975,757476,SOLE,
SSP Group,g8402n125,660000,1828730,SOLE,
Zalando SE,d98423102,28000,833296,SOLE,
Swiss Helvetia FD Inc,870875101,146284,909884,SOLE,
