Company,CUSIP,Shares,Value,Discretion,PutCall
ACV AUCTIONS INC,00091G104,4694234,76140475,SOLE,
ADVANCED MICRO DEVICES INC,007903107,1736364,246390052,SOLE,
AFFIRM HLDGS INC,00827B106,1977882,136750761,SOLE,
ALPHABET INC,02079K305,950859,167569882,SOLE,
AMAZON COM INC,023135106,718465,157624036,SOLE,
AMERICAN SUPERCONDUCTOR CORP,030111207,1104458,40522564,SOLE,
ASTERA LABS INC,04626A103,954783,86331479,SOLE,
AUTOZONE INC,053332102,9660,35860142,SOLE,
AXON ENTERPRISE INC,05464C101,52254,43263177,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,322151,37591800,SOLE,
CHIME FINL INC,16935C109,10000,345100,SOLE,
CIENA CORP,171779309,1262818,102704988,SOLE,
CONFLUENT INC,20717M103,3012215,75094520,SOLE,
COREWEAVE INC,21873S108,154563,25203043,SOLE,
DECKERS OUTDOOR CORP,243537107,852120,87828008,SOLE,
DICKS SPORTING GOODS INC,253393102,873137,172715230,SOLE,
E L F BEAUTY INC,26856L103,494047,61479209,SOLE,
FERGUSON ENTERPRISES INC,31488V107,297956,64879919,SOLE,
FIRST SOLAR INC,336433107,393464,65134031,SOLE,
FIVE9 INC,338307101,955613,25304632,SOLE,
GITLAB INC,37637K108,3938198,177652112,SOLE,
JOBY AVIATION INC,G65163100,1000000,10550000,SOLE,
LUMENTUM HLDGS INC,55024U109,1757561,167073749,SOLE,
MASTERCARD INCORPORATED,57636Q104,64586,36293457,SOLE,
MERCADOLIBRE INC,58733R102,17923,46844090,SOLE,
META PLATFORMS INC,30303M102,144333,106530744,SOLE,
MICRON TECHNOLOGY INC,595112103,70478,8686414,SOLE,
NU HLDGS LTD,G6683N103,2744184,37650204,SOLE,
NVIDIA CORPORATION,67066G104,689813,108983556,SOLE,
PURE STORAGE INC,74624M102,3552486,204552144,SOLE,
RALPH LAUREN CORP,751212101,179276,49171821,SOLE,
ROBLOX CORP,771049103,1050542,110517018,SOLE,
ROCKET COS INC,77311W101,1732090,24561036,SOLE,
ROGERS CORP,775133101,188203,12888141,SOLE,
RUBRIK INC.,781154109,471280,42221975,SOLE,
SEA LTD,81141R100,341083,54552815,SOLE,
SEMTECH CORP,816850101,661941,29880017,SOLE,
SENTINELONE INC,81730H109,1902821,34783568,SOLE,
SERVICETITAN INC,81764X103,640778,68678586,SOLE,
SNOWFLAKE INC,833445109,525769,117651329,SOLE,
SONDER HOLDINGS INC,83542D300,960533,2593439,SOLE,
TABOOLA.COM LTD,M8744T106,725000,2653500,SOLE,
TESLA INC,88160R101,321897,102253801,SOLE,
TWILIO INC,90138F102,730300,90820108,SOLE,
UNITY SOFTWARE INC,91332U101,6171155,149341951,SOLE,
VOYAGER TECHNOLOGIES INC,92892B103,10000,392500,SOLE,
WAYFAIR INC,94419L101,727176,37187781,SOLE,
ZILLOW GROUP INC,98954M200,856008,59963360,SOLE,
