Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,47500,3420,SOLE,
ALPHABET INC,02079K305,16000,2914,SOLE,
AMERICAN EXPRESS CO,025816109,210000,48626,SOLE,
BANK AMERICA CORP,060505104,767845,30537,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,30,18367,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,140600,57196,SOLE,
DAILY JOURNAL CORP,233912104,11500,4537,SOLE,
FERRARI N V,N3167Y103,60000,24471,SOLE,
MASTERCARD INCORPORATED,57636Q104,65750,29006,SOLE,
MICRON TECHNOLOGY INC,595112103,200000,26306,SOLE,
MOODYS CORP,615369105,27000,11365,SOLE,
ARCH RESOURCES INC,03940R107,8100,1233,SOLE,
ALPHA METALLURGICAL RESOUR I,020764106,8000,2244,SOLE,
SERITAGE GROWTH PPTYS,81752R100,500000,2335,SOLE,
