Company,CUSIP,Shares,Value,Discretion
CAPITAL ONE FINANCIAL CORP,14040H105,584125,141568535,SOLE
"CARDLYTICS, INC.",14161w105,5198067,5977777,SOLE
CARVANA CO CL A,146869102,4610200,1945596604,SOLE
HILTON GRAND VACATIONS,43283x105,5317380,237952755,SOLE
LATHAM GROUP,51819L107,942397,5984221,SOLE
