Company,CUSIP,Shares,Value,Discretion
EQUITABLE HLDGS INC,29452E101,4200000,213276000,SOLE
GROUP 1 AUTOMOTIVE INC,398905109,568424,248691184,SOLE
LITHIA MTRS INC,536797103,400000,126400000,SOLE
RIMINI STR INC DEL,76674Q107,5913199,27673771,SOLE
SMITH DOUGLAS HOMES CORP,83207R107,851556,15038479,SOLE
