Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,11510,1541649,SOLE,
AbbVie Inc,00287Y109,12410,2873411,SOLE,
Alphabet Inc Cl A,02079K305,15486,3764647,SOLE,
Alphabet Inc Cl C,02079K107,4649923,1132488747,SOLE,
Altria Group Inc,02209S103,165693,10945679,SOLE,
American Express,025816109,13632,4528005,SOLE,
Apple Inc,037833100,4699,1196506,SOLE,
Berkshire Hathaway Inc Cl A,084670108,1541,1162222200,SOLE,
Berkshire Hathaway Inc Cl B,084670702,1161394,583879220,SOLE,
Brown-Forman Corp Cl A,115637100,1718072,46233323,SOLE,
Brown-Forman Corp Cl B,115637209,765768,20736988,SOLE,
Caterpillar Inc,149123101,700,334005,SOLE,
Chevron Corp,166764100,2670,414624,SOLE,
Coca-Cola,191216100,13640,904605,SOLE,
Comcast Corp New Cl A,20030N101,2445711,76844225,SOLE,
Costco Whsl Corp,22160K105,4624,4279820,SOLE,
Crane Company,224408104,56476,10399491,SOLE,
Disney Walt Productions,254687106,2510,287360,SOLE,
Doordash Inc Cl A,25809K105,926363,251961472,SOLE,
Dover Corp,260003108,19551,3261693,SOLE,
Exxon Mobil Corp,30231G102,191742,21618892,SOLE,
FB Bancorp Inc,31425A109,50000,601000,SOLE,
Fomento Economico Mex Sponsore,344419106,3218,317391,SOLE,
Fulton Finl Corp,360271100,64600,1203498,SOLE,
Generac Holdings Inc,368736104,2250,376650,SOLE,
Herc Holdings Inc,42704l104,6450,752457,SOLE,
Hormel Foods Corp,440452100,19835,490718,SOLE,
Hyatt Hotels Corp Cl A,448579102,8675,1231243,SOLE,
J.P. Morgan Chase,46625H100,545030,171918813,SOLE,
JBT Marel Corp,477839104,7250,1018263,SOLE,
Lamar Advertising Co-A,512816109,5974,731337,SOLE,
Levi Strauss & Co Cl A,52736r102,47725,1111993,SOLE,
Markel Corp,570535104,7653,14627638,SOLE,
Martin Marietta Materials,573284106,687537,433340748,SOLE,
Mastercard Inc Cl A,57636Q104,1620272,921626733,SOLE,
McCormick Inc,579780206,41591,2782854,SOLE,
McDonalds Corp,580135101,705,214242,SOLE,
Microsoft Corp,594918104,3505,1815415,SOLE,
Nestle SA Sponsored ADR,641069406,5778660,530307649,SOLE,
Netflix Inc,64110L106,514425,616754421,SOLE,
Oracle Corp,68389X105,3475,977309,SOLE,
Outfront Media Inc,69007J304,15690,287441,SOLE,
Pepsico Inc,713448108,10960,1539218,SOLE,
Philip Morris International In,718172109,4662201,756209051,SOLE,
PNC Bank Corp,693475105,3750,753488,SOLE,
Procter & Gamble,742718109,10920,1677858,SOLE,
Truist Financial Corp,89832Q109,9355,427727,SOLE,
Uber Technologies Inc,90353T100,4710841,461521093,SOLE,
Union Pac Corp,907818108,24843,5872227,SOLE,
Unum Group,91529Y106,3800,295564,SOLE,
Visa Inc Cl A,92826C839,122264,41738484,SOLE,
Vulcan Materials,929160109,9897,3044515,SOLE,
Wal Mart Stores Inc,931142103,10165,1047605,SOLE,
Warby Parker Inc Cl A,93403j106,61000,1682380,SOLE,
Wells Fargo,949746101,10149,850662,SOLE,
Yeti Holdings Inc,98585x104,24000,796320,SOLE,
Anheuser-Busch InBev SA,B639CJ108,282215,16845413,SOLE,
Ashtead Group PLC,G05320109,5577080,372779347,SOLE,
Carlsberg B A/S,K36628137,12055,1401938,SOLE,
Cofide SPA,T19404101,251250,192778,SOLE,
Compagnie Financiere Richemont,H25662182,3603992,686690363,SOLE,
Davide Campari-Milano NV,N24565108,210353,1327275,SOLE,
De'Longhi,t3508h102,35250,1274869,SOLE,
Deliveroo PLC,g27035107,390000,943492,SOLE,
Demant A/S,k3008m105,41000,1421137,SOLE,
Electrolux Professional,w2457w116,200000,1288663,SOLE,
Fielmann,d2617n114,25000,1509875,SOLE,
Fluidra,e52619108,53000,1436062,SOLE,
H&M,w41422101,64000,1192544,SOLE,
Hanjaya Mandala Sampoerna,Y7121Z146,5000000,244525,SOLE,
Heineken Holding NV,N39338194,9285906,636653323,SOLE,
Heineken NV,N39427211,15131,1180876,SOLE,
Kalmar Oyj B,x4s8se108,20000,792420,SOLE,
Konecranes,x4550j108,18450,1521848,SOLE,
Lindt & Spruengli AG - Reg,H49983176,15,2254760,SOLE,
Loreal SA,F58149133,4050,1753599,SOLE,
Lotus Bakeries,b5783h102,115,1083703,SOLE,
LT Group Inc,Y5342M100,1775000,464794,SOLE,
Nestle SA-REG,H57312649,11170,1025818,SOLE,
Pernod Ricard,F72027109,2700641,265093570,SOLE,
Puig Brands,e8s64t107,68000,1093032,SOLE,
Rational AG,d6349p107,975,743511,SOLE,
SSP Group,g8402n125,660000,1522043,SOLE,
Zalando SE,d98423102,28000,855729,SOLE,
Swiss Helvetia FD Inc,870875101,434237,2640159,SOLE,
