Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1858138,452550,SOLE,
AMERICOLD REALTY TRUST INC,03064D108,3600000,44064,SOLE,
CABLE ONE INC,12685JAG0,14100000,12068,SOLE,
CRH PLC,G25508105,3383395,405669,SOLE,
DOLLAR GEN CORP NEW,256677105,2666876,275622,SOLE,
EAGLE MATLS INC,26969P108,939660,218978,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,1319000,426195,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1155500,259502,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,3789711,249894,SOLE,
FISERV INC,337738108,895000,115392,SOLE,
GDS HLDGS LTD,36165L108,3249952,125773,SOLE,
GENUINE PARTS CO,372460105,1395000,193347,SOLE,
HERBALIFE LTD,G4412G101,7759844,65493,SOLE,
HERBALIFE LTD,42703MAF0,17129000,15833,SOLE,
LIBERTY GLOBAL LTD,G61188101,5076762,58180,SOLE,
LIBERTY GLOBAL LTD,G61188127,21657803,254479,SOLE,
PAGSEGURO DIGITAL LTD,G68707101,2500000,25000,SOLE,
RESTAURANT BRANDS INTL INC,76131D103,8252862,529337,SOLE,
TAMBORAN RES CORP,87507T101,570833,15629,SOLE,
UNION PAC CORP,907818108,1496204,353658,SOLE,
WESCO INTL INC,95082P105,1503180,317923,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,1089065,376218,SOLE,
