Company,CUSIP,Shares,Value,Discretion
JONES LANG LASALLE INC,48020Q107,445091,112670336,SOLE
JUNIPER NETWORKS INC,48203R104,57553,2155360,SOLE
KKR & CO INC,48251W104,215020,31803608,SOLE
KONTOOR BRANDS INC,50050N103,2970,253668,SOLE
LA Z BOY INC,505336107,6078,264818,SOLE
LAM RESEARCH CORP,512807306,693815,50114257,SOLE
LAUDER ESTEE COS INC,518439104,39997,2998975,SOLE
LEVI STRAUSS & CO NEW,52736R102,189211,3273350,SOLE
LIBERTY BROADBAND CORP,530307305,3514,262707,SOLE
LIBERTY GLOBAL LTD,G61188127,14363,188730,SOLE
LIBERTY MEDIA CORP DEL,531229722,5278,359221,SOLE
LIVANOVA PLC,G5509L101,6586,304998,SOLE
LLOYDS BANKING GROUP PLC,539439109,100737,274005,SOLE
LOWES COS INC,548661107,18127,4473744,SOLE
LPL FINL HLDGS INC,50212V100,587721,191896784,SOLE
LULULEMON ATHLETICA INC,550021109,318514,121802939,SOLE
MACYS INC,55616P104,173709,2940893,SOLE
MADISON SQUARE GARDEN ENTMT,558256103,8195,291742,SOLE
MAPLEBEAR INC,565394103,1956184,81025141,SOLE
MASTERBRAND INC,57638P104,18114,264646,SOLE
MCDONALDS CORP,580135101,4639,1344800,SOLE
MERCADOLIBRE INC,58733R102,16921,28773145,SOLE
METTLER TOLEDO INTERNATIONAL,592688105,280,342630,SOLE
MICRON TECHNOLOGY INC,595112103,32075,2699432,SOLE
MICROSOFT CORP,594918104,624277,263132756,SOLE
MIRION TECHNOLOGIES INC,60471A101,6177611,107799312,SOLE
MIRION TECHNOLOGIES INC,60471A101,395000,6892750,SOLE
MONSTER BEVERAGE CORP NEW,61174X109,1993020,104753131,SOLE
MOODYS CORP,615369105,665,314791,SOLE
MR COOPER GROUP INC,62482R107,3275,314433,SOLE
NATERA INC,632307104,1366054,216246348,SOLE
NATIONAL VISION HLDGS INC,63845R107,223696,2330912,SOLE
NATWEST GROUP PLC,639057207,31348,318809,SOLE
NETAPP INC,64110D104,18398,2135640,SOLE
NETFLIX INC,64110L106,51755,46130267,SOLE
NEWAMSTERDAM PHARMA COMPANY,N62509109,350005,8995129,SOLE
NEWELL BRANDS INC,651229106,366329,3648637,SOLE
NEWS CORP NEW,65249B109,10412,286746,SOLE
NORDSTROM INC,655664100,151837,3666864,SOLE
NORWEGIAN CRUISE LINE HLDG L,G66721104,102270,2631407,SOLE
NU HLDGS LTD,G6683N103,12294266,127368596,SOLE
NVIDIA CORPORATION,67066G104,2114163,283910949,SOLE
O-I GLASS INC,67098H104,30046,325699,SOLE
ORACLE CORP,68389X105,1661,276789,SOLE
OVINTIV INC,69047Q102,5734,232227,SOLE
PAYPAL HLDGS INC,70450Y103,19327,1649559,SOLE
PEGASYSTEMS INC,705573103,3047,283980,SOLE
PENNYMAC FINL SVCS INC NEW,70932M107,3224,329299,SOLE
PERIMETER SOLUTIONS INC,71385M107,30095,384614,SOLE
PHILIP MORRIS INTL INC,718172109,2119221,255048247,SOLE
PINTEREST INC,72352L106,1578889,45787781,SOLE
PLAYA HOTELS & RESORTS NV,N70544106,28494,360449,SOLE
POOL CORP,73278L105,1025,349464,SOLE
PVH CORPORATION,693656100,27795,2939321,SOLE
RALPH LAUREN CORP,751212101,21807,5036981,SOLE
RAPID7 INC,753422104,9460,380576,SOLE
RENTOKIL INITIAL PLC,760125104,828811,20985495,SOLE
RESTAURANT BRANDS INTL INC,76131D103,58710,3826718,SOLE
REVOLVE GROUP INC,76156B107,97045,3250037,SOLE
ROCKET PHARMACEUTICALS INC,77313F106,5198900,65350173,SOLE
ROKU INC,77543R102,17178,1277013,SOLE
S&P GLOBAL INC,78409V104,559,278399,SOLE
SALESFORCE INC,79466L302,193289,64622311,SOLE
SALLY BEAUTY HLDGS INC,79546E104,219529,2294078,SOLE
SAVERS VALUE VLG INC,80517M109,27349,280327,SOLE
SEADRILL 2021 LTD,G7997W102,7811,304082,SOLE
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,23562,2033636,SOLE
SENSATA TECHNOLOGIES HLDG PL,G8060N102,8821,241695,SOLE
SERVICETITAN INC,81764X103,71463,7351399,SOLE
SHAKE SHACK INC,819047101,52627,6830985,SOLE
SHARKNINJA INC,G8068L108,3371,328201,SOLE
SHERWIN WILLIAMS CO,824348106,2551,867161,SOLE
SHOE CARNIVAL INC,824889109,43614,1442751,SOLE
SIX FLAGS ENTERTAINMENT CORP,83001C108,125434,6044664,SOLE
SKECHERS U S A INC,830566105,63845,4292938,SOLE
SLEEP NUMBER CORP,83125X103,38955,593674,SOLE
SNOWFLAKE INC,833445109,418890,64680805,SOLE
SOUTHWEST GAS HLDGS INC,844895102,1809663,127961271,SOLE
SPRINGWORKS THERAPEUTICS INC,85205L107,2891852,104482613,SOLE
STANDARDAERO INC,85423L103,158217,3917453,SOLE
STARBUCKS CORP,855244109,1020767,93144989,SOLE
SYNCHRONY FINANCIAL,87165B103,4525,294125,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1239457,244780363,SOLE
TAPESTRY INC,876030107,88565,5785951,SOLE
TECHNIPFMC PLC,G87110105,7568,219018,SOLE
TECK RESOURCES LTD,878742204,9045,366594,SOLE
TEMPUR SEALY INTL INC,88023U101,1276904,72387688,SOLE
TENET HEALTHCARE CORP,88033G407,2857,360639,SOLE
TESLA INC,88160R101,87654,35398191,SOLE
TEVA PHARMACEUTICAL INDS LTD,881624209,14155,311976,SOLE
TEXAS INSTRS INC,882508104,10022,1879225,SOLE
TOWER SEMICONDUCTOR LTD,M87915274,6780,349238,SOLE
TRIMBLE INC,896239100,5737,405376,SOLE
TRIPADVISOR INC,896945201,12723,187919,SOLE
TWILIO INC,90138F102,723340,78178587,SOLE
UBER TECHNOLOGIES INC,90353T100,42918,2588814,SOLE
ULTA BEAUTY INC,90384S303,9669,4205338,SOLE
UNDER ARMOUR INC,904311107,61002,505097,SOLE
UNITED AIRLS HLDGS INC,910047109,11146,1082277,SOLE
UNITED PARKS & RESORTS INC,81282V100,57069,3206707,SOLE
UNITED STATES STL CORP NEW,912909108,7660,260363,SOLE
URBAN OUTFITTERS INC,917047102,176633,9693619,SOLE
VALVOLINE INC,92047W101,73373,2654635,SOLE
VAXCYTE INC,92243G108,1201898,98387370,SOLE
VERONA PHARMA PLC,925050106,3128516,145288283,SOLE
VICTORIAS SECRET AND CO,926400102,105937,4387911,SOLE
VIRIDIAN THERAPEUTICS INC,92790C104,2053906,39373378,SOLE
VISA INC,92826C839,426998,134948448,SOLE
WAVE LIFE SCIENCES LTD,Y95308105,8261242,102191564,SOLE
WEATHERFORD INTL PLC,G48833118,4165,298339,SOLE
WEBSTER FINL CORP,947890109,7181,396535,SOLE
WELLS FARGO CO NEW,949746101,2133273,149841096,SOLE
WESTERN DIGITAL CORP,958102105,468394,27930334,SOLE
WILLIAMS SONOMA INC,969904101,9540,1766617,SOLE
WILLSCOT HLDGS CORP,971378104,1741065,58238624,SOLE
WIX COM LTD,M98068105,1739,373102,SOLE
WORKIVA INC,98139A105,280017,30661862,SOLE
YUM BRANDS INC,988498101,28363,3805180,SOLE
ZEBRA TECHNOLOGIES CORPORATI,989207105,7260,2803957,SOLE
ZOOMINFO TECHNOLOGIES INC,98980F104,4290942,45097800,SOLE
ZUMIEZ INC,989817101,35850,687245,SOLE
