Company,CUSIP,Shares,Value,Discretion
ABERCROMBIE & FITCH CO,002896207,27004,4036288,SOLE
ACADEMY SPORTS & OUTDOORS IN,00402L107,22881,1316344,SOLE
ACADIA HEALTHCARE COMPANY IN,00404A109,1038627,41181561,SOLE
ADECOAGRO S A,L00849106,18408,173587,SOLE
ADVANCE AUTO PARTS INC,00751Y106,47205,2232324,SOLE
ADVANCED MICRO DEVICES INC,007903107,20493,2475349,SOLE
ALAMOS GOLD INC NEW,011532108,14698,271031,SOLE
ALIGHT INC,01626W101,41908,290003,SOLE
ALLY FINL INC,02005N100,10597,381598,SOLE
AMAZON COM INC,023135106,1760246,386180370,SOLE
AMERICAN AIRLS GROUP INC,02376R102,230067,4010068,SOLE
AMERICAN EAGLE OUTFITTERS IN,02553E106,377105,6286340,SOLE
ANTERO RESOURCES CORP,03674X106,10294,360805,SOLE
APOLLO GLOBAL MGMT INC,03769M106,561604,92754517,SOLE
ARDAGH METAL PACKAGING S A,L02235106,73474,221157,SOLE
ASTERA LABS INC,04626A103,1032441,136746810,SOLE
AXALTA COATING SYS LTD,G0750C108,8437,288714,SOLE
BALLYS CORPORATION,05875B106,20685,370055,SOLE
BATH & BODY WORKS INC,070830104,31621,1225946,SOLE
BEST BUY INC,086516101,55753,4783607,SOLE
BGC GROUP INC,088929104,32624,295573,SOLE
BJS RESTAURANTS INC,09180C106,38846,1364854,SOLE
BRIGHTHOUSE FINL INC,10922N103,6806,326960,SOLE
BRIGHTSPHERE INVT GROUP INC,10948W103,11517,303358,SOLE
BRINKER INTL INC,109641100,68016,8997837,SOLE
BROOKDALE SR LIVING INC,112463104,46967,236244,SOLE
BUCKLE INC,118440106,12261,622981,SOLE
BUILD-A-BEAR WORKSHOP INC,120076104,27495,1265870,SOLE
CANADIAN PACIFIC KANSAS CITY,13646K108,3254,235492,SOLE
CAPRI HOLDINGS LIMITED,G1890L107,31382,660905,SOLE
CARGURUS INC,141788109,10470,382574,SOLE
CARIBOU BIOSCIENCES INC,142038108,652542,1037542,SOLE
CARNIVAL CORP,143658300,5499782,137054567,SOLE
CENOVUS ENERGY INC,15135U109,14356,217493,SOLE
CENTENE CORP DEL,15135B101,943936,57183643,SOLE
CENTURI HOLDINGS INC,155923105,149981,2896133,SOLE
CHECK POINT SOFTWARE TECH LT,M22465104,9310,1738177,SOLE
CHEESECAKE FACTORY INC,163072101,8789,416950,SOLE
CHEWY INC,16679L109,58716,1966399,SOLE
CHIPOTLE MEXICAN GRILL INC,169656105,41520,2503656,SOLE
CIENA CORP,171779309,5325,451613,SOLE
CINEMARK HLDGS INC,17243V102,1556398,48217210,SOLE
CIVITAS RESOURCES INC,17888H103,5595,256643,SOLE
CLARIVATE PLC,G21810109,62297,316469,SOLE
COHERENT CORP,19247G107,498408,47214190,SOLE
CORECIVIC INC,21871N101,18345,398820,SOLE
COSTCO WHSL CORP NEW,22160K105,2405,2203629,SOLE
COUPANG INC,22266T109,4091193,89924422,SOLE
CRACKER BARREL OLD CTRY STOR,22410J106,67241,3554359,SOLE
CRH PLC,G25508105,2387,220845,SOLE
CROCS INC,227046109,14658,1605491,SOLE
CROWDSTRIKE HLDGS INC,22788C105,2233,764043,SOLE
CURIS INC,231269309,631827,1933391,SOLE
DARDEN RESTAURANTS INC,237194105,20923,3906115,SOLE
DAVITA INC,23918K108,1462,218642,SOLE
DELL TECHNOLOGIES INC,24703L202,7493,863493,SOLE
DELTA AIR LINES INC DEL,247361702,3747,226694,SOLE
DESPEGAR COM CORP,G27358103,20953,403345,SOLE
DISCOVER FINL SVCS,254709108,2164,374870,SOLE
DOORDASH INC,25809K105,733674,123073814,SOLE
DUTCH BROS INC,26701L100,29828,1562391,SOLE
DXC TECHNOLOGY CO,23355L106,18056,360759,SOLE
E2OPEN PARENT HOLDINGS INC,29788T103,133638,355477,SOLE
EATON CORP PLC,G29183103,3770,1251150,SOLE
ELDORADO GOLD CORP NEW,284902509,21371,317787,SOLE
EQUITABLE HLDGS INC,29452E101,7709,363634,SOLE
ETHAN ALLEN INTERIORS INC,297602104,15096,424349,SOLE
EXPRO GROUP HOLDINGS NV,N3144W105,28938,360857,SOLE
EXTREME NETWORKS,30226D106,32017,535965,SOLE
F5 INC,315616102,10804,2716882,SOLE
FERROGLOBE PLC,G33856108,58335,221673,SOLE
FIRST HORIZON CORPORATION,320517105,16302,328322,SOLE
FLEX LTD,Y2573F102,8943,343322,SOLE
FLUTTER ENTMT PLC,G3643J108,239601,61924878,SOLE
FOOT LOCKER INC,344849104,75717,1647602,SOLE
FRACTYL HEALTH INC,35168W103,4248492,8751894,SOLE
FREEPORT-MCMORAN INC,35671D857,10088,384151,SOLE
GAP INC,364760108,133712,3159615,SOLE
GARMIN LTD,H2906T109,9825,2026505,SOLE
GARRETT MOTION INC,366505105,30772,277871,SOLE
GENESCO INC,371532102,26053,1113766,SOLE
GEO GROUP INC NEW,36162J106,16037,448715,SOLE
GFL ENVIRONMENTAL INC,36168Q104,3778606,168299111,SOLE
GODADDY INC,380237107,1921,379148,SOLE
GOLAR LNG LTD,G9456A100,5749,243298,SOLE
GREEN PLAINS INC,393222104,18956,179703,SOLE
GROUPON INC,399473206,168249,2044225,SOLE
HASBRO INC,418056107,4958,277202,SOLE
HASHICORP INC,418100103,12202,417430,SOLE
HDFC BANK LTD,40415F101,145314,9279752,SOLE
HESS CORP,42809H107,1652,219733,SOLE
HEWLETT PACKARD ENTERPRISE C,42824C109,89544,1911764,SOLE
HILTON WORLDWIDE HLDGS INC,43300A203,16903,4177745,SOLE
HOME DEPOT INC,437076102,7761,3018951,SOLE
HP INC,40434L105,83793,2734166,SOLE
HUBSPOT INC,443573100,570,397159,SOLE
IAC INC,44891N208,8874,382824,SOLE
ICON PLC,G4705A100,1958,410612,SOLE
ILLUMINA INC,452327109,2994,400088,SOLE
INTERNATIONAL GAME TECHNOLOG,G4863A108,17855,315319,SOLE
INTERNATIONAL PAPER CO,460146103,18601,1001106,SOLE
INTRA-CELLULAR THERAPIES INC,46116X101,3005,250978,SOLE
INVIVYD INC,00534A102,11765787,5213420,SOLE
JABIL INC,466313103,14348,2064677,SOLE
