Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,8328,3221937,SOLE,
ADVANCED MICRO DEVICES INC,007903107,24163,3428730,SOLE,
AIR PRODS & CHEMS INC,009158106,1123,316753,SOLE,
AKAMAI TECHNOLOGIES INC,00971T101,4149,330924,SOLE,
ALPHABET INC,02079K107,1935,343250,SOLE,
ALPHABET INC,02079K305,17208,3032566,SOLE,
ANHEUSER BUSCH INBEV SA/NV,03524A108,87093,5985031,SOLE,
ASML HOLDING N V,N07059210,7716,6183525,SOLE,
AT&T INC,00206R102,235864,6825904,SOLE,
BAXTER INTL INC,071813109,178429,5402830,SOLE,
BECTON DICKINSON & CO,075887109,16823,2897762,SOLE,
BIOGEN INC,09062X103,41972,5271263,SOLE,
BLACKROCK INC,09290D101,363,380878,SOLE,
BOEING CO,097023105,31577,6616329,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,71815,3324316,SOLE,
BROWN FORMAN CORP,115637209,175788,4730455,SOLE,
CARMAX INC,143130102,79610,5350588,SOLE,
COMCAST CORP NEW,20030N101,99263,3542696,SOLE,
CONAGRA BRANDS INC,205887102,140744,2881030,SOLE,
CONSTELLATION BRANDS INC,21036P108,18310,2978671,SOLE,
CVS HEALTH CORP,126650100,92997,6414933,SOLE,
DIAGEO PLC,25243Q205,29355,2960158,SOLE,
DISNEY WALT CO,254687106,28762,3566776,SOLE,
DUPONT DE NEMOURS INC,26614N102,82222,5639607,SOLE,
EQUIFAX INC,294429105,11079,2873560,SOLE,
EXXON MOBIL CORP,30231G102,3153,339893,SOLE,
GE AEROSPACE,369604301,1504,387115,SOLE,
GSK PLC,37733W204,152599,5859802,SOLE,
HERSHEY CO,427866108,18608,3087998,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,74680,5492714,SOLE,
ISHARES TR,464287200,732,454499,SOLE,
ISHARES TR,464287465,25585,2287010,SOLE,
ISHARES TR,464287499,2433,223742,SOLE,
KRAFT HEINZ CO,500754106,209731,5415254,SOLE,
LAUDER ESTEE COS INC,518439104,81599,6593199,SOLE,
MEDTRONIC PLC,G5960L103,3802,331420,SOLE,
MICROCHIP TECHNOLOGY INC.,595017104,49536,3485848,SOLE,
MICROSOFT CORP,594918104,13095,6513584,SOLE,
NIKE INC,654106103,90843,6453487,SOLE,
NUCOR CORP,670346105,26829,3475429,SOLE,
PFIZER INC,717081103,234628,5687383,SOLE,
PRICE T ROWE GROUP INC,74144T108,38294,3695371,SOLE,
RTX CORPORATION,75513E101,2638,385201,SOLE,
SALESFORCE INC,79466L302,12148,3312638,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,16099,3646263,SOLE,
THE CAMPBELLS COMPANY,134429109,94210,2887537,SOLE,
US BANCORP DEL,902973304,75220,3403705,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,79527,3441133,SOLE,
WARNER BROS DISCOVERY INC,934423104,595547,6824969,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,55598,5071094,SOLE,
