Company,CUSIP,Shares,Value,Discretion,PutCall
ADMA BIOLOGICS INC,000899104,1649493,13806256,SOLE,
ALPHABET INC,02079K305,1773354,633743519,SOLE,
APPLOVIN CORP,03831W108,696568,358892731,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,2601567,582620930,SOLE,
BADGER METER INC,056525108,174627,25911154,SOLE,
CHURCH & DWIGHT CO INC,171340102,6456634,625518702,SOLE,
CLOROX CO DEL,189054109,271318,25894590,SOLE,
DOXIMITY INC,26622P107,653324,13549940,SOLE,
FAIR ISAAC CORP,303250104,17953,21449885,SOLE,
FORTINET INC,34959E109,3629938,557631076,SOLE,
GE VERNOVA INC,36828A101,409835,481498748,SOLE,
IDEXX LABS INC,45168D104,1019887,536909312,SOLE,
INTERDIGITAL INC,45867G101,60324,17079534,SOLE,
MANHATTAN ASSOCIATES INC,562750109,172977,24087047,SOLE,
MARRIOTT INTL INC NEW,571903202,2585757,958255687,SOLE,
MASTERCARD INCORPORATED,57636Q104,1245051,639458194,SOLE,
MEDPACE HLDGS INC,58506Q109,52372,27735687,SOLE,
META PLATFORMS INC,30303M102,1051876,592511232,SOLE,
MICROSOFT CORP,594918104,1596737,595614836,SOLE,
MSCI INC,55354G100,53580,30006943,SOLE,
NAPCO SEC TECHNOLOGIES INC,630402105,606974,23052873,SOLE,
NETFLIX INC.,64110L106,6990345,499110633,SOLE,
NEXTPOWER INC,65290E101,2856092,340274801,SOLE,
NUTANIX INC,67059N108,538281,27430800,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,162691,14982214,SOLE,
PAYCOM SOFTWARE INC,70432V102,100763,12663894,SOLE,
PHILIP MORRIS INTL INC,718172109,2913693,527116201,SOLE,
PROCTER & GAMBLE CO,742718109,4078371,598052323,SOLE,
ROLLINS INC,775711104,619935,25876087,SOLE,
SABRE CORP,78573M104,9013783,18838806,SOLE,
STRYKER CORPORATION,863667101,2913833,917391182,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,1148449,548464789,SOLE,
TEXAS INSTRS INC,882508104,1799182,536282179,SOLE,
TJX COS INC NEW,872540109,2272592,344297688,SOLE,
UBER TECHNOLOGIES INC,90353T100,8943151,645337776,SOLE,
VEEVA SYS INC,922475108,816785,144954834,SOLE,
VERISIGN INC,92343E102,55713,14015162,SOLE,
VERTIV HOLDINGS CO,92537N108,41893,14026614,SOLE,
VISA INC,92826C839,2019810,692976613,SOLE,
WATERS CORP,941848103,2273632,852702945,SOLE,
YUM BRANDS INC,988498101,556107,88899265,SOLE,
