Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HOLDING SP-ADR,01609W102,17215,1245677,SOLE,
ALPHABET INC-CL A,02079K305,2003632,302408178,SOLE,
ALPHABET INC-CL C,02079K107,413476,62955856,SOLE,
AMERICAN EXPRESS CO,025816109,109209,24865797,SOLE,
ATMUS FILTRATION TECHNOLOGIES,04956D107,132195,4263289,SOLE,
AUTOLIV INC.,052800109,962767,115946030,SOLE,
"AUTOZONE, INC.",053332102,12225,38528921,SOLE,
BAIDU INC. - SPON ADR,056752108,19286,2030430,SOLE,
BANK OF AMERICA CORP COM,060505104,521151,19762046,SOLE,
BANK OF NEW YORK MELLON CORP,064058100,326643,18821170,SOLE,
BAXTER INTERNATIONAL INC,071813109,10731,458643,SOLE,
BERKSHIRE HATHAWAY INC,084670108,662,419999280,SOLE,
BERKSHIRE HATHAWAY INC DEL CL B,084670702,161278,67820625,SOLE,
CARLISLE COS INC,142339100,1995,781741,SOLE,
CISCO SYSTEMS INC,17275r102,242254,12090897,SOLE,
CNH INDUSTRIALS,N20944109,1081542,14016784,SOLE,
COCA COLA FEMSA,191241108,1472664,143142941,SOLE,
COMCAST CORPORATION - CLASS A,20030N101,39881,1728841,SOLE,
CONCENTRIX CORP,20602D101,173338,11478442,SOLE,
CONOCOPHILLIPS,20825C104,27601,3513055,SOLE,
DIAGEO P L C  - ADR,25243q205,142743,21231594,SOLE,
EMERSON ELECTRIC CO,291011104,13326,1511435,SOLE,
ENTERPRISE PRODUCTS PARTNERS,293792107,136295,3977088,SOLE,
ENVISTA HOLDINGS CORP,29415F104,984719,21053292,SOLE,
FEDEX CORP.,31428X106,162517,47087676,SOLE,
FMC CORP.,302491303,2507099,159702206,SOLE,
GSK PLC ADR,37733W204,123044,5274896,SOLE,
HALEON PLC ADR,405552100,110478,937958,SOLE,
IONIS PHARMACEUTICALS INC.,462222100,3454676,149760205,SOLE,
JOHNSON & JOHNSON,478160104,1133725,179343958,SOLE,
KENVUE INC.,49177J102,409953,8797591,SOLE,
NATIONAL WESTERN LIFE GROUP,638517102,43882,21588189,SOLE,
NOVARTIS AG AMERICAN DEPOSITORY SHARES,66987v109,89446,8652112,SOLE,
PHILLIPS 66,718546104,31309,5114012,SOLE,
PROGRESSIVE CORP,743315103,24245,5014351,SOLE,
SEALED AIR CORPORATION,81211K100,904455,33645726,SOLE,
TOTALENERGIES SE ADR,89151E109,157657,10851531,SOLE,
TRUIST FINANCIAL CORP,89832Q109,796679,31054547,SOLE,
U-HAUL HOLDING CO - NON VOTING,023586506,607080,40480094,SOLE,
UNILEVER PLC SPONSORED ADR,904767704,106002,5320240,SOLE,
UNION PACIFIC CORP,907818108,44463,10934786,SOLE,
US BANCORP,902973304,268656,12008923,SOLE,
VERIZON COMMUNICATIONS,92343V104,32589,1367434,SOLE,
VERTEX PHARMACEUTICALS,92532F100,66699,27880849,SOLE,
WELLS FARGO & CO,949746101,892334,51719679,SOLE,
