Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,2490553,379211600,DFND,
AMAZON COM INC,023135106,4992216,900495922,DFND,
API GROUP CORP,00187Y100,4079597,160205774,DFND,
ARCH CAP GROUP LTD,G0450A105,3400894,314378641,DFND,
BLOCK INC,852234103,1900407,160736424,DFND,
BOOKING HOLDINGS INC,09857L108,80821,293208889,DFND,
CANADIAN NATL RY CO,136375102,6006248,791082924,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,9951877,877456995,DFND,
CENOVUS ENERGY INC,15135U109,13967943,279219181,DFND,
CRH PLC,G25508105,4235437,365348796,DFND,
FIRST CTZNS BANCSHARES INC N,31946M103,298463,487987005,DFND,
FISERV INC,337738108,3392276,542153550,DFND,
GE HEALTHCARE TECHNOLOGIES I,36266G107,8706854,791540097,DFND,
GENERAL ELECTRIC CO,369604301,3371807,591853283,DFND,
HILTON WORLDWIDE HLDGS INC,43300A203,1281706,273400707,DFND,
ICICI BANK LIMITED,45104G104,6063550,160138356,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,2823697,315435192,DFND,
MASTERCARD INCORPORATED,57636Q104,376093,181115106,DFND,
META PLATFORMS INC,30303M102,1441137,699787304,DFND,
MICROSOFT CORP,594918104,1387066,583566408,DFND,
RENAISSANCERE HLDGS LTD,G7496G103,1858824,436879405,DFND,
VISA INC,92826C839,2735356,763383152,DFND,
