Company,CUSIP,Shares,Value,Discretion
ALIBABA GROUP HLDG LTD,01609W102,41900,6141702,SOLE
ALLY FINL INC,02005N100,225525,10214028,SOLE
ALPHABET INC,02079K107,72390,22715982,SOLE
APPLE INC,037833100,44000,11961840,SOLE
ASSURED GUARANTY LTD,G0585R106,10990,987671,SOLE
BANK AMERICA CORP,060505104,50000,2750000,SOLE
BERKSHIRE HATHAWAY INC DEL,084670108,86,64912806,SOLE
CHINA YUCHAI INTL LTD,G21082105,23364,829422,SOLE
CITIGROUP INC,172967424,32695,3815180,SOLE
GENERAL MTRS CO,37045V100,52000,4228640,SOLE
HERTZ GLOBAL HLDGS INC,42806J148,1000,2680,SOLE
IMPERIAL OIL LTD,453038408,5000,431970,SOLE
JEFFERIES FINL GROUP INC,47233W109,10987,680864,SOLE
LOUISIANA PAC CORP,546347105,5886,475353,SOLE
MAGNA INTL INC,559222401,10000,533000,SOLE
MBIA INC,55262C100,321000,2298360,SOLE
METHANEX CORP,59151K108,20000,793268,SOLE
MOODYS CORP,615369105,1500,766275,SOLE
OCCIDENTAL PETE CORP,674599105,313000,12870561,SOLE
PATHWARD FINANCIAL INC,59100U108,27389,1944619,SOLE
PAYPAL HLDGS INC,70450Y103,41000,2393580,SOLE
POOL CORP,73278L105,10636,2432985,SOLE
RYANAIR HOLDINGS PLC,783513203,5937,428592,SOLE
SIRIUSXM HOLDINGS INC,829933100,409589,8189733,SOLE
STELLANTIS N.V,N82405106,1394194,15182774,SOLE
SYNCHRONY FINANCIAL,87165B103,215702,17996019,SOLE
VITESSE ENERGY INC,92852X103,1293,24903,SOLE
WELLS FARGO CO NEW,949746101,59542,5549315,SOLE
