Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHA METALLURGICAL RESOUR I,020764106,404357,133910969,SOLE,
ARCH RESOURCES INC,03940R107,140308,22560123,SOLE,
CONSOL ENERGY INC NEW,20854L108,366007,30656746,SOLE,
WARRIOR MET COAL INC,93627C101,470763,28575314,SOLE,
