Company,CUSIP,Shares,Value,Discretion,PutCall
23ANDME HOLDING CO,90138Q108,3261,9,OTR,
23ANDME HOLDING CO,90138Q108,9150,26,OTR,
23ANDME HOLDING CO,90138Q108,11180,32,SOLE,
BLACKSKY TECHNOLOGY INC,09263B116,14200,3,OTR,
BLACKSKY TECHNOLOGY INC,09263B116,16900,3,SOLE,
BLACKSKY TECHNOLOGY INC,09263B116,5100,1,OTR,
BRIGHTHOUSE FINL INC,10922N103,1329295,57718,SOLE,
BRIGHTHOUSE FINL INC,10922N103,498846,21660,OTR,
BRIGHTHOUSE FINL INC,10922N103,181752,7892,OTR,
BRIGHTHOUSE FINL INC,10922N103,1331707,57823,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,410375,15775,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,459725,17672,SOLE,
CAPRI HOLDINGS LIMITED,G1890L107,118400,4551,OTR,
CHANGE HEALTHCARE INC,15912K100,252958,6954,SOLE,
CHANGE HEALTHCARE INC,15912K100,31760,873,OTR,
CHANGE HEALTHCARE INC,15912K100,184650,5076,OTR,
CHANGE HEALTHCARE INC,15912K100,332333,9136,OTR,
CIVITAS RESOURCES INC,17888H103,35448,2034,OTR,
CIVITAS RESOURCES INC,17888H103,112290,6444,OTR,
CIVITAS RESOURCES INC,17888H103,130480,7488,SOLE,
CNX RES CORP,12653C108,8525,132,OTR,
CNX RES CORP,12653C108,108386,1683,OTR,
CNX RES CORP,12653C108,730,11,OTR,
CNX RES CORP,12653C108,105074,1632,SOLE,
CONCENTRIX CORP,20602D101,45824,5115,OTR,
CONCENTRIX CORP,20602D101,51398,5738,SOLE,
CONCENTRIX CORP,20602D101,13245,1479,OTR,
CONSOL ENERGY INC NEW,20854L108,706537,45444,OTR,
CONSOL ENERGY INC NEW,20854L108,792478,50972,SOLE,
CONSOL ENERGY INC NEW,20854L108,213706,13746,OTR,
DANIMER SCIENTIFIC INC,236272100,231100,682,OTR,
DANIMER SCIENTIFIC INC,236272100,871671,2571,SOLE,
DANIMER SCIENTIFIC INC,236272100,788269,2325,OTR,
DANIMER SCIENTIFIC INC,236272100,33900,100,OTR,
FINSERV ACQUISITION CORP II,31809Y202,42740,419,OTR,
FINSERV ACQUISITION CORP II,31809Y202,122380,1201,OTR,
FINSERV ACQUISITION CORP II,31809Y202,149880,1470,SOLE,
GAIN THERAPEUTICS INC,36269B105,74000,241,OTR,
GAIN THERAPEUTICS INC,36269B105,211796,690,OTR,
GAIN THERAPEUTICS INC,36269B105,260764,850,SOLE,
GALAPAGOS NV,36315X101,67773,2890,SOLE,
GALAPAGOS NV,36315X101,59355,2531,OTR,
GALAPAGOS NV,36315X101,19260,821,OTR,
GLOBAL PMTS INC,37940X102,113610,12276,OTR,
GLOBAL PMTS INC,37940X102,32730,3536,OTR,
GLOBAL PMTS INC,37940X102,126900,13712,SOLE,
GOPRO INC,38268T103,364160,1795,OTR,
GOPRO INC,38268T103,1063490,5243,OTR,
GOPRO INC,38268T103,1269550,6259,SOLE,
GRAPHIC PACKAGING HLDG CO,388689101,321480,6346,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,399480,7886,SOLE,
GRAPHIC PACKAGING HLDG CO,388689101,111310,2197,OTR,
GREEN BRICK PARTNERS INC,392709101,2740190,58585,OTR,
