Company,CUSIP,Shares,Value,Discretion,PutCall
AIRBNB INC,009066101,2034473,256913250,SOLE,
AMERICAN TOWER CORP NEW,03027X100,50772,8762232,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,10339,4954449,SOLE,
BROOKFIELD CORP,11271J107,17027077,689085823,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,31513070,189078420,SOLE,
COPART INC,217204106,7998938,265564742,SOLE,
COSTAR GROUP INC,22160N109,10348273,417449333,SOLE,
FAIR ISAAC CORP,303250104,363765,388333688,SOLE,
GOOSEHEAD INS INC,38267D109,443385,18914804,SOLE,
KKR & CO L P DEL,48251w104,6718078,621422174,SOLE,
MASTERCARD INCORPORATED,57636Q104,2281106,1139777424,SOLE,
MOODYS CORP,615369105,1246114,543617232,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,3885813,358699398,SOLE,
PERIMETER SOLUTIONS INC,71385M107,250000,6105000,SOLE,
ROPER TECHNOLOGIES INC,776696106,1257232,444884116,SOLE,
SALESFORCE INC,79466L302,717799,133991539,SOLE,
SERVICENOW INC,81762P102,1096099,114597150,SOLE,
SOPHIA GENETICS SA,H82027105,3719140,18409743,SOLE,
VISA INC,92826C839,1638798,495310308,SOLE,
SALESFORCE INC,79466L302,100000,18667000,SOLE,Call
