Company,CUSIP,Shares,Value,Discretion,PutCall
APPLE INC,037833100,11500,2880,SOLE,
ABM INDS INC,000957100,195821,10022,SOLE,
AGCO CORP,001084102,14500,1355,SOLE,
APTIV PLC,G3265R107,137000,8286,SOLE,
AVANTOR INC,05352A100,356000,7501,SOLE,
BAXTER INTL INC,071813109,328000,9564,SOLE,
BECTON DICKINSON & CO,075887109,43000,9755,SOLE,
BLUE BIRD CORP,095306106,63000,2434,SOLE,
BRADY CORP,104674106,18000,1329,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,13100,5938,SOLE,
CBRE GROUP INC,12504L109,59000,7746,SOLE,
CENTRAL GARDEN & PET CO,153527205,77000,2545,SOLE,
CITIZENS FINL GROUP INC,174610105,194000,8489,SOLE,
COMCAST CORP NEW,20030N101,111000,4166,SOLE,
CUMMINS INC,231021106,11250,3922,SOLE,
CISCO SYS INC,17275R102,126000,7459,SOLE,
CORTEVA INC,22052L104,162960,9282,SOLE,
CVS HEALTH CORP,126650100,123000,5521,SOLE,
CUSHMAN WAKEFIELD PLC,G2717B108,148000,1936,SOLE,
DELTA AIR LINES INC DEL,247361702,124000,7502,SOLE,
DEERE & CO,244199105,15750,6673,SOLE,
DENNYS CORP,24869P104,916400,5544,SOLE,
QUEST DIAGNOSTICS INC,74834L100,54216,8179,SOLE,
DINE BRANDS GLOBAL INC,254423106,316158,9516,SOLE,
DISNEY WALT CO,254687106,137500,15311,SOLE,
DOVER CORP,260003108,29000,5440,SOLE,
EBAY INC,278642103,73000,4522,SOLE,
EQUIFAX INC,294429105,13000,3313,SOLE,
EASTMAN CHEM CO,277432100,66779,6098,SOLE,
FIRST ADVANTAGE,31846B108,63000,1180,SOLE,
FEDEX CORP,31428X106,28000,7877,SOLE,
FIRST HAWAIIAN INC,32051X108,63000,1635,SOLE,
FISERV INC,337738108,19000,3903,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,78000,6300,SOLE,
FIFTH THIRD BANCORP,316773100,138000,5835,SOLE,
FORTIVE CORP,34959J108,79500,5963,SOLE,
GENERAL DYNAMICS,369550108,28500,7509,SOLE,
GRAHAM CORP,384556106,25500,1134,SOLE,
CORNING INC,219350105,146000,6938,SOLE,
GENERAL MTRS CO,37045V100,122000,6499,SOLE,
ALPHABET INC,02079K107,28000,5332,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,7500,4295,SOLE,
GATES INDUSTRIAL CORPRATIN P,G39108108,142000,2921,SOLE,
HOLOGIC INC,436440101,90000,6488,SOLE,
HOME BANCSHARES INC,436893200,60000,1698,SOLE,
HONEYWELL INTL INC,438516106,14000,3162,SOLE,
HENRY SCHEIN INC,806407102,109000,7543,SOLE,
INTEGRA LIFESCIENCES HLDGS,457985208,133000,3016,SOLE,
INTERNATIONAL FLAVORS&FRAGRANCE,459506101,104000,8793,SOLE,
INVESCO LTD,G491BT108,470000,8216,SOLE,
JONES LANG LASALLE INC,48020Q107,26500,6708,SOLE,
JOHNSON & JOHNSON,478160104,65000,9400,SOLE,
JOHNSON OUTDOORS INC,479167108,54000,1782,SOLE,
KORN FERRY,500643200,71000,4789,SOLE,
KULICKE & SOFFA INDS INC,501242101,189000,8819,SOLE,
KIMBERLY CLARK CORP,494368103,48000,6290,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,28000,5888,SOLE,
LKQ CORP,501889208,290000,10658,SOLE,
SOUTHWEST AIRLS CO,844741108,240000,8069,SOLE,
MASTERCARD INC,57636Q104,4000,2106,SOLE,
MOODYS CORP,615369105,3500,1657,SOLE,
MEDTRONIC PLC,G5960L103,94000,7509,SOLE,
META PLATFORMS INC,30303M102,4600,2693,SOLE,
MOHAWK INDS INC,608190104,70000,8339,SOLE,
MIDDLEBY CORP,596278101,71000,9617,SOLE,
MILLER INDS INC TENN,600551204,21000,1373,SOLE,
MICROSOFT CORP,594918104,9500,4004,SOLE,
NASDAQ INC,631103108,80000,6185,SOLE,
NIKE INC,654106103,64000,4843,SOLE,
OMNICOM GROUP INC,681919106,94000,8088,SOLE,
ON SEMICONDUCTOR CORP,682189105,76000,4792,SOLE,
PROSPERITY BANCSHARES INC,743606105,14000,1055,SOLE,
PRESTIGE CONSMR HEALTHCARE,74112D101,26000,2030,SOLE,
DOUGLAS DYNAMIC INC,25960R105,75000,1772,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,237000,6397,SOLE,
RTX CORP,75513E101,51280,5934,SOLE,
SHYFT GROUP INC,825698103,228000,2677,SOLE,
SCHLUMBERGER LTD,806857108,252000,9662,SOLE,
S&P GLOBAL INC,78409V104,5400,2689,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,98000,7426,SOLE,
SENSATA TECHNOLOGIES HLDNG P,G8060N102,444074,12168,SOLE,
STANLEY BLACK & DECKER INC,854502101,84000,6744,SOLE,
SYSCO CORP,871829107,58000,4435,SOLE,
TARGET CORP,87612E106,74000,10003,SOLE,
