Company,CUSIP,Shares,Value,Discretion
ALPHABET INC,02079K305,75000,13217250,SOLE
APOLLO GLOBAL MANAGEMENT INC,03769M106,1337000,189680190,SOLE
ARBOR REALTY TRUST INC,038923108,1800000,19260000,SOLE
ARRIVENT BIOPHARMA INC,04272N102,421278,9171222,SOLE
ASHLAND INC,044186104,1700000,85476000,SOLE
ATLAS ENERGY SOLUTIONS INC,642045108,5162095,69017210,SOLE
DIAMEDICA THERAPEUTICS INC,25253X207,1650000,6435000,SOLE
ELEVANCE HEALTH INC,036752103,280900,109258864,SOLE
ENERGY TRANSFER LP,29273V100,13095000,237412350,SOLE
ENTERPRISE PRODUCTS PARTNERS,293792107,1267635,39309361,SOLE
FIDELIS INSURANCE HOLDINGS L,G3398L118,5806056,96264408,SOLE
FINANCE OF AMERICA COS INC,31738L206,1275412,29742608,SOLE
FISERV INC,337738108,390000,67239900,SOLE
FRANKLIN TEMPLETON ETF TR,35473P827,5750,240063,SOLE
GANNETT CO INC,36472T109,5844058,20921728,SOLE
GE HEALTHCARE TECHNOLOGY,36266G107,400000,29628000,SOLE
ISHARES TR,46434V738,38388,2541286,SOLE
ISHARES INC,464286509,12531,578932,SOLE
ISHARES TR,464287465,57453,5135724,SOLE
ISHARES INC,46434G822,14305,1072446,SOLE
ISHARES INC,464286665,7610,375706,SOLE
KBR INC,48242W106,1750000,83895000,SOLE
LITHIA MOTORS INC,536797103,317602,107292308,SOLE
MANCHESTER UNITED PLC,G5784H106,2839737,50575716,SOLE
MIRION TECHNOLOGIES INC,60471A101,7125000,153401250,SOLE
MOTOROLA SOLUTIONS INC,620076307,135000,56762100,SOLE
MP MATERIALS CORP,553368101,3240000,107794800,SOLE
MR COOPER GROUP INC,62482R107,2860600,426830126,SOLE
ONEMAIN HOLDINGS INC,68268W103,1139000,64923000,SOLE
REGAL REXNORD CORP,758750103,735766,106656639,SOLE
SEA LTD,81141R100,326058,52149717,SOLE
SUNOCO LP,86765K109,1470000,78777300,SOLE
SUNOPTA INC,8676EP108,6507051,37740896,SOLE
THE CIGNA GROUP,125523100,212000,70082960,SOLE
VANGUARD INTL EQUITY INDEX F,922042874,24693,1913708,SOLE
VANGUARD SCOTTSDALE FDS,92206C706,25028,1496925,SOLE
VANGUARD INDEX FDS,922908363,43593,24762132,SOLE
VANGUARD MUN BD FDS,922907746,12876,631310,SOLE
VERTIV HOLDINGS CO,92537N108,2157789,277081685,SOLE
WILLSCOT HOLDINGS CORP,971378104,4031016,110449838,SOLE
