Company,CUSIP,Shares,Value,Discretion
AIRBNB INC,009066101,2649398,335970160,SOLE
AMERICAN TOWER CORP NEW,03027X100,6052532,1407576842,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,15274,7030011,SOLE
BROOKFIELD CORP,11271J107,18938431,1006577612,SOLE
CCC INTELLIGENT SOLUTIONS HL,12510Q100,10681398,118029448,SOLE
CARMAX INC,143130102,1297151,100373544,SOLE
COSTAR GROUP INC,22160N109,8934093,673987976,SOLE
DANAHER CORPORATION,235851102,1775400,493596708,SOLE
DIGITALBRIDGE GROUP INC,25401T603,1315076,18582026,SOLE
GOOSEHEAD INS INC,38267D109,366125,32694962,SOLE
KKR & CO L P DEL,48251w104,11393836,1487807047,SOLE
MASTERCARD INCORPORATED,57636Q104,3920592,1935988330,SOLE
MOODYS CORP,615369105,3362880,1595989219,SOLE
OREILLY AUTOMOTIVE INC,67103H107,919065,1058395254,SOLE
ROPER TECHNOLOGIES INC,776696106,1499429,834342273,SOLE
SOPHIA GENETICS SA,H82027105,2237504,8166890,SOLE
VERISK ANALYTICS INC,92345Y106,12378,3316809,SOLE
VISA INC,92826C839,3271740,899564913,SOLE
