Company,CUSIP,Shares,Value,Discretion,PutCall
AIRBNB INC,009066101,3473243,471388540,SOLE,
AMERICAN TOWER CORP NEW,03027X100,255267,44817227,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,11902,5982540,SOLE,
BROOKFIELD CORP,11271J107,26843633,1231854338,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,24836984,197454023,SOLE,
CARMAX INC,143130102,150600,5819184,SOLE,
COPART INC,217204106,7867967,308030908,SOLE,
COSTAR GROUP INC,22160N109,9617805,646701208,SOLE,
DANAHER CORPORATION,235851102,69516,15913603,SOLE,
FAIR ISAAC CORP,303250104,277445,469054066,SOLE,
GOOSEHEAD INS INC,38267D109,371096,27331220,SOLE,
KKR & CO L P DEL,48251w104,8106049,1033359070,SOLE,
MASTERCARD INCORPORATED,57636Q104,3005280,1715654246,SOLE,
MOODYS CORP,615369105,1735231,886442756,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,6719819,612914691,SOLE,
ROPER TECHNOLOGIES INC,776696106,1105153,491936755,SOLE,
SOPHIA GENETICS SA,H82027105,3719140,17368384,SOLE,
VISA INC,92826C839,2676628,938720206,SOLE,
