Company,CUSIP,Shares,Value,Discretion,PutCall
EQUITABLE HLDGS INC,29452E101,4200000,155862000,SOLE,
GROUP 1 AUTOMOTIVE INC,398905109,755032,249636230,SOLE,
LITHIA MTRS INC,536797103,212000,52940640,SOLE,
MONDAY COM LTD,M7S64H106,400000,27644000,SOLE,
RIMINI STR INC DEL,76674Q107,5913199,19395293,SOLE,
SMITH DOUGLAS HOMES CORP,83207R107,1433350,18346880,SOLE,
