Company,CUSIP,Shares,Value,Discretion
ABENGOA YIELD PLC,G00349103,6303713,121599,SOLE
ALLERGAN PLC,G0177J108,150000,46875,SOLE
ALLSTATE CORP,020002101,2920987,181364,SOLE
ALPHABET INC,02079K107,536150,406874,SOLE
ALPS ETF TR,00162Q866,5925778,71406,SOLE
ANTERO RES CORP,03674X106,557465,12153,SOLE
APPLE INC,037833100,1264000,133049,SOLE
CABOT OIL & GAS CORP,127097103,1388466,24562,SOLE
CHICAGO BRIDGE & IRON CO N V,167250109,1391088,54239,SOLE
CLEARBRIDGE ENERGY MLP FD IN,184692101,78328,1189,SOLE
COMMUNITY HEALTH SYS INC NEW,203668108,1000000,26530,SOLE
DELTA AIR LINES INC DEL,247361702,7323415,371224,SOLE
EAGLE MATERIALS INC,26969P108,215133,13000,SOLE
EASTMAN CHEM CO,277432100,700333,47279,SOLE
ENERGY TRANSFER PRTNRS L P,29273R109,5143082,173476,SOLE
EQT CORP,26884L109,319823,16672,SOLE
FREEPORT-MCMORAN INC,35671D857,3557460,24084,SOLE
GENERAL MTRS CO,37045V118,190011,4632,SOLE
GENERAL MTRS CO,37045V126,190011,3109,SOLE
GENERAL MTRS CO,37045V100,12585294,428026,SOLE
GOODYEAR TIRE & RUBR CO,382550101,2139050,69883,SOLE
HCA HOLDINGS INC,40412C101,4537063,306842,SOLE
HD SUPPLY HLDGS INC,40416M105,3201595,96144,SOLE
HEWLETT PACKARD ENTERPRISE C,42824C109,3660641,55642,SOLE
HUNTSMAN CORP,447011107,8037950,91391,SOLE
INGERSOLL-RAND PLC,G47791101,1043967,57721,SOLE
KAYNE ANDERSON MLP INVT CO,486606106,1010040,17464,SOLE
KINDER MORGAN INC DEL,49456B119,1500000,90,SOLE
KINDER MORGAN INC DEL,49456B101,9445321,140924,SOLE
MYLAN N V,N59465109,853749,46162,SOLE
NRG YIELD INC,62942X306,66190,921,SOLE
NRG YIELD INC,62942X405,51989,767,SOLE
NXP SEMICONDUCTORS N V,N6596X109,800000,67400,SOLE
OWENS CORNING NEW,690742101,3359738,158008,SOLE
PFIZER INC,717081103,2412250,77867,SOLE
PPG INDS INC,693506107,751154,74229,SOLE
PRICELINE GRP INC,741503403,110010,140257,SOLE
RANGE RES CORP,75281A109,1606452,39535,SOLE
SOUTHWEST AIRLS CO,844741108,4292484,184834,SOLE
SOUTHWESTERN ENERGY CO,845467109,4383752,31168,SOLE
SPDR S&P 500 ETF TR,78462F103,22854,4660,SOLE
SPDR S&P 500 ETF TR,78462F103,3000000,611670,SOLE
TEEKAY LNG PARTNERS L P,Y8564M105,250000,3288,SOLE
TEEKAY OFFSHORE PARTNERS L P,Y8565J101,1000000,6480,SOLE
TERRAFORM PWR INC,88104R100,7600000,95608,SOLE
TORTOISE ENERGY INFRSTRCTR C,89147L100,47105,1310,SOLE
TRIUMPH GROUP INC NEW,896818101,897061,35658,SOLE
UNITED CONTL HLDGS INC,910047109,600985,34436,SOLE
UNITED RENTALS INC,911363109,766046,55569,SOLE
WHIRLPOOL CORP,963320106,1614903,237181,SOLE
WILLIAMS PARTNERS L P NEW,96949L105,2372159,66065,SOLE
WMIH CORP,92936P100,16902465,43777,SOLE
