Company,CUSIP,Shares,Value,Discretion,PutCall
HOME DEPOT INC,437076102,16500,2212,SOLE,
IAC INTERACTIVECORP,44919P508,1205275,78090,SOLE,
IDEXX LABS INC,45168D104,27741,3253,SOLE,
INTERACTIVE BROKERS GROUP IN,45841N107,1001923,36580,SOLE,
INTERNATIONAL BUSINESS MACHS,459200101,3392,563,SOLE,
IRSA INVERSIONES Y REP S A,450047204,422650,7794,SOLE,
JACOBS ENGR GROUP INC DEL,469814107,4935528,281325,SOLE,
JD COM INC,47215P106,1790000,45538,SOLE,
JOHNSON & JOHNSON,478160104,5238,603,SOLE,
JPMORGAN CHASE & CO,46625H100,509309,43948,SOLE,
JPMORGAN CHASE & CO,46634E114,1400000,61978,SOLE,
LENNOX INTL INC,526107107,10738,1645,SOLE,
LIBERTY GLOBAL PLC,G5480U104,226598,6932,SOLE,
LIBERTY MEDIA CORP DELAWARE,531229870,132612,4157,SOLE,
LIBERTY MEDIA CORP DELAWARE,531229854,8953,280,SOLE,
LKQ CORP,501889208,180000,5517,SOLE,
MAKEMYTRIP LIMITED MAURITIUS,V5633W109,2410750,53519,SOLE,
MASTERCARD INCORPORATED,57636Q104,4932805,509312,SOLE,
MCDONALDS CORP,580135101,12845,1563,SOLE,
MEDTRONIC PLC,G5960L103,3000,214,SOLE,
MICROSOFT CORP,594918104,15733,978,SOLE,
MOHAWK INDS INC,608190104,1842625,367935,SOLE,
NOVO-NORDISK A S,670100205,43687,1567,SOLE,
O REILLY AUTOMOTIVE INC NEW,67103H107,1819154,506471,SOLE,
OCH ZIFF CAP MGMT GROUP,67551U105,781620,2587,SOLE,
OMNICOM GROUP INC,681919106,2152957,183238,SOLE,
PEPSICO INC,713448108,30882,3231,SOLE,
PERRIGO CO PLC,G97822103,1315276,109470,SOLE,
PRAXAIR INC,74005P104,334782,39233,SOLE,
PRIMERICA INC,74164M108,3008752,208055,SOLE,
PROCTER AND GAMBLE CO,742718109,55380,4656,SOLE,
PROGRESSIVE CORP OHIO,743315103,20019,711,SOLE,
RYANAIR HLDGS PLC,783513203,5225,435,SOLE,
SCHLUMBERGER LTD,806857108,33642,2824,SOLE,
SCHWAB CHARLES CORP NEW,808513105,8427500,332633,SOLE,
SIGNET JEWELERS LIMITED,G81276100,3046,287,SOLE,
THIRD PT REINS LTD,G8827U100,3029190,34987,SOLE,
TIFFANY & CO NEW,886547108,2061244,159602,SOLE,
TIME WARNER INC,887317303,132898,12829,SOLE,
TJX COS INC NEW,872540109,9900983,743861,SOLE,
TOLL BROTHERS INC,889478103,270000,8370,SOLE,
TRIMBLE INC,896239100,14755,445,SOLE,
TRUPANION INC,898202106,1794650,27853,SOLE,
UNION PAC CORP,907818108,59800,6200,SOLE,
VANGUARD BD INDEX FD INC,921937827,3247,258,SOLE,
VANGUARD BD INDEX FD INC,921937835,6476,523,SOLE,
VISA INC,92826C839,2059488,160681,SOLE,
WATERS CORP,941848103,1718469,230945,SOLE,
WAYFAIR INC,94419L101,380788,13347,SOLE,
WELLS FARGO & CO NEW,949746101,5213029,287290,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,373781,31708,SOLE,
WOODWARD INC,980745103,10401,718,SOLE,
YANDEX N V,N97284108,2703355,54419,SOLE,
