Company,CUSIP,Shares,Value,Discretion,PutCall
INMODE LTD,M5425M103,71829,1055168,SOLE,
ISHARES MSCI ACWI ETF,464288257,10935,1547207,SOLE,
ISHARES MSCI BRAZIL ETF,464286400,13800,438426,SOLE,
ISHARES MSCI EAFE ETF,464287465,83004,7970908,SOLE,
ISHARES MSCI INDIA ETF,46429B598,386205,20874380,SOLE,
ISHARES MSCI INDIA SMALL-CAP ETF,46429B614,458977,32087082,SOLE,
ISHARES MSCI SOUTH AFRICA ETF,464286780,22500,1548000,SOLE,
ISHARES MSCI SOUTH KOREA ETF,464286772,110800,10771976,SOLE,
ISHARES MSCI TAIWAN ETF,46434G772,190341,12092364,SOLE,
ISHARES MSCI WORLD ETF,464286392,10631,1974921,SOLE,
ITURAN LOCATION AND CONTROL LTD,M6158M104,20439,879081,SOLE,
JBS NV,N4732M103,20994,302733,SOLE,
JONES LANG LASALLE INC,48020Q107,59456,20005257,SOLE,
JOYY INC,46591M109,812601,52624041,SOLE,
KONINKLIJKE PHILIPS NV,500472303,2198531,59536221,SOLE,
KOREA ELECTRIC POWER CORP,500631106,11202,184835,SOLE,
LIVE NATION ENTERTAINMENT INC,538034109,447113,63713601,SOLE,
MAKEMYTRIP LTD,V5633W109,68159,5597217,SOLE,
MERCK & CO INC,58933Y105,1044617,109956449,SOLE,
META PLATFORMS INC,30303M102,110385,72864181,SOLE,
MICROSOFT CORP,594918104,965,466693,SOLE,
MILLICOM INTERNATIONAL CELLULAR SA,L6388F110,215950,11972268,SOLE,
NATIONAL GRID PLC,636274409,709485,54878695,SOLE,
NATWEST GROUP PLC,639057207,1587264,27777120,SOLE,
NOVARTIS AG,66987V109,1935,266788,SOLE,
NOVO NORDISK A/S,670100205,993850,50567080,SOLE,
NVIDIA CORP,67066G104,3758,700867,SOLE,
PAGSEGURO DIGITAL LTD,G68707101,4045457,38998205,SOLE,
PDD HOLDINGS INC,722304102,371241,42095017,SOLE,
PFIZER INC,717081103,2091719,52083825,SOLE,
PRECISION DRILLING CORP,74022D407,3291,236462,SOLE,
PRUDENTIAL PLC,74435K204,1508912,46957340,SOLE,
PUMA BIOTECHNOLOGY INC,74587V107,13310,79195,SOLE,
QFIN HOLDINGS INC,88557W101,1306636,25178876,SOLE,
RELX PLC,759530108,1189379,48074714,SOLE,
RENAISSANCERE HOLDINGS LTD,G7496G103,712,200186,SOLE,
SANOFI SA,80105N105,1063958,51559385,SOLE,
SAP SE,803054204,250748,60909191,SOLE,
SHINHAN FINANCIAL GROUP CO LTD,824596100,579796,31094467,SOLE,
SMITH & NEPHEW PLC,83175M205,603812,19811070,SOLE,
SMURFIT WESTROCK PLC,G8267P108,19132879,739868443,SOLE,
SUMITOMO MITSUI FINANCIAL GROUP INC,86562M209,1177274,22756711,SOLE,
SUMMIT HOTEL PROPERTIES INC,866082100,14838,72261,SOLE,
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,874039100,511720,155506439,SOLE,
TENCENT MUSIC ENTERTAINMENT GROUP,88034P109,1689576,29618267,SOLE,
VALE SA,91912E105,904000,11779120,SOLE,
VANGUARD FTSE ALL WORLD EX-US SMALL-CAP ETF,922042718,72930,10453057,SOLE,
VANGUARD FTSE ALL-WORLD EX-US ETF,922042775,14484,1065423,SOLE,
VANGUARD FTSE DEVELOPED MARKETS ETF,921943858,421392,26324368,SOLE,
VANGUARD FTSE EMERGING MARKETS ETF,922042858,60561,3255759,SOLE,
VIPSHOP HOLDINGS LTD,92763W103,1089598,19274989,SOLE,
WALT DISNEY CO/THE,254687106,546064,62125705,SOLE,
WEIBO CORP,948596101,2992234,30580631,SOLE,
WHIRLPOOL CORP,963320106,761228,54915013,SOLE,
WIPRO LTD,97651M109,473301,1344175,SOLE,
XTRACKERS HARVEST CSI 300 CHINA A-SHARES ETF,233051879,28800,946080,SOLE,
ZIM INTEGRATED SHIPPING SERVICES LTD,M9T951109,1213006,25752117,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,728498,65506589,SOLE,
