Company,CUSIP,Shares,Value,Discretion,PutCall
ALASKA AIR GROUP INC,011659109,1434517,72156251,SOLE,
ALIBABA GROUP HOLDING LTD,01609W102,1203049,176342922,SOLE,
ALLY FINANCIAL INC,02005N100,600850,27212492,SOLE,
ALPHABET INC,02079K107,370001,116106220,SOLE,
ANALOG DEVICES INC,032654105,263030,71333835,SOLE,
ANGLOGOLD ASHANTI PLC,G0378L100,434260,37559428,SOLE,
ANHEUSER-BUSCH INBEV SA/NV,03524A108,701343,44914007,SOLE,
APPLE INC,037833100,898,244130,SOLE,
APTIV PLC,G3265R107,668620,50875312,SOLE,
ARCELORMITTAL SA,03938L203,384849,17537563,SOLE,
ASTRAZENECA PLC,046353108,1010898,92931891,SOLE,
AXIS CAPITAL HOLDINGS LTD,G0692U109,721221,77235634,SOLE,
B2GOLD CORP,11777Q209,94491,426011,SOLE,
BARCLAYS PLC,06738E204,3750607,95452949,SOLE,
BARRICK MINING CORP,06849F108,6093395,264486969,SOLE,
BIOGEN INC,09062X103,521101,91708545,SOLE,
BOEING CO/THE,097023105,151928,32986712,SOLE,
BOOZ ALLEN HAMILTON HOLDING CORP,099502106,396332,33434560,SOLE,
BP PLC,055622104,1640680,56980805,SOLE,
BRITISH AMERICAN TOBACCO PLC,110448107,483138,27355283,SOLE,
BROADCOM INC,11135F101,827,286225,SOLE,
BXP INC,101121101,272049,18357845,SOLE,
CANADIAN PACIFIC KANSAS CITY LTD,13646K108,12596802,928556747,SOLE,
CARNIVAL CORP,143658300,33944782,1036673696,SOLE,
CARRIER GLOBAL CORP,14448C104,1848827,97692043,SOLE,
CELESTICA INC,15101Q207,73302,21711724,SOLE,
CENTERRA GOLD INC,152006102,1249789,18016291,SOLE,
CITIGROUP INC,172967424,697445,81384872,SOLE,
CITIZENS FINANCIAL GROUP INC,174610105,1014186,59238608,SOLE,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,192446102,1552361,128845979,SOLE,
COMFORT SYSTEMS USA INC,199908104,243,226789,SOLE,
CREDICORP LTD,G2519Y108,242024,69460888,SOLE,
DEUTSCHE BANK AG,D18190898,14194354,551670976,SOLE,
DIAGEO PLC,25243Q205,485288,41865780,SOLE,
ENERFLEX LTD,29269R105,73432,1133555,SOLE,
EVEREST GROUP LTD,G3223R108,238558,80954840,SOLE,
FINVOLUTION GROUP,31810T101,2761927,14444878,SOLE,
FORTUNA MINING CORP,349942102,863628,8474045,SOLE,
GENPACT LTD,G3922B107,2084209,97499333,SOLE,
GERDAU SA,373737105,7259433,26787308,SOLE,
GOLD FIELDS LTD,38059T106,1621076,70776178,SOLE,
GRANITE REAL ESTATE INVESTMENT TRUST,387437205,23700,1412750,SOLE,
GRAPHIC PACKAGING HOLDING CO,388689101,4528554,68200052,SOLE,
GSK PLC,37733W204,33897,1662321,SOLE,
HDFC BANK LTD,40415F101,422279,15430075,SOLE,
HELLO GROUP INC,423403104,889397,5825550,SOLE,
ICICI BANK LTD,45104G104,477060,14216388,SOLE,
INFOSYS LTD,456788108,2482318,44234907,SOLE,
ING GROEP NV,456837103,982006,27496176,SOLE,
INGERSOLL RAND INC,45687V106,596771,47276237,SOLE,
