Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,11510,1312255,SOLE,
AbbVie Inc,00287Y109,12510,2470475,SOLE,
Alphabet Inc Cl A,02079K305,20436,3389311,SOLE,
Alphabet Inc Cl C,02079K107,5993946,1002127832,SOLE,
Altria Group Inc,02209S103,289098,14755559,SOLE,
American Express,025816109,15341,4160479,SOLE,
Apple Inc,037833100,6274,1461842,SOLE,
Ashtead Group PLC ADR,045055100,1253,388983,SOLE,
Berkshire Hathaway Inc Cl A,084670108,2045,1413463100,SOLE,
Berkshire Hathaway Inc Cl B,084670702,1342904,618084995,SOLE,
BP PLC ADR,055622104,6602,207243,SOLE,
Brown-Forman Corp Cl A,115637100,2126766,102254911,SOLE,
Brown-Forman Corp Cl B,115637209,877885,43191946,SOLE,
Carlisle Inc,142339100,500,224875,SOLE,
Chevron Corp,166764100,4449,655190,SOLE,
Coca-Cola,191216100,14530,1044126,SOLE,
Comcast Corp New Cl A,20030N101,2969927,124053844,SOLE,
Compagnie Financiere Richemont,204319107,66340,1052252,SOLE,
Corteva Inc,22052L104,6070,356857,SOLE,
Costco Whsl Corp,22160K105,5422,4806931,SOLE,
Crane Company,224408104,62356,9869708,SOLE,
Danaher Corp,235851102,819,227698,SOLE,
Davide Campari-Milano ADR,23857X103,13650,115779,SOLE,
Disney Walt Productions,254687106,3885,373711,SOLE,
Doordash Inc Cl A,25809K105,705267,100662759,SOLE,
Dover Corp,260003108,23101,4429386,SOLE,
Exxon Mobil Corp,30231G102,188233,22064621,SOLE,
Fomento Economico Mex Sponsore,344419106,3641,359403,SOLE,
Fulton Finl Corp,360271100,81228,1472664,SOLE,
Heineken Holding NV ADR,423008101,21255,804162,SOLE,
Heineken NV Sponsored ADR,423012301,5255,233537,SOLE,
Hormel Foods Corp,440452100,53091,1682985,SOLE,
J.P. Morgan Chase,46625H100,1440707,303787481,SOLE,
Lamar Advertising Co-A,512816109,5974,798126,SOLE,
Markel Corp,570535104,9016,14142317,SOLE,
Martin Marietta Materials,573284106,750072,403726015,SOLE,
Mastercard Inc Cl A,57636Q104,2011308,993184093,SOLE,
McCormick Inc,579780206,42820,3524086,SOLE,
McDonalds Corp,580135101,705,214680,SOLE,
Merck Inc,58933Y105,3087,350548,SOLE,
Microsoft Corp,594918104,5005,2153652,SOLE,
Mondelez International Inc,609207105,4400,324148,SOLE,
Nestle SA Sponsored ADR,641069406,6956322,700292958,SOLE,
Netflix Inc,64110L106,731838,519070738,SOLE,
Oracle Corp,68389X105,3475,592140,SOLE,
Outfront Media Inc,69007J106,45007,827229,SOLE,
Pepsico Inc,713448108,12242,2081796,SOLE,
Pernod-Ricard SA Unsponsored A,714264306,23057,697871,SOLE,
Philip Morris International In,718172109,5386500,653921061,SOLE,
PNC Bank Corp,693475105,5350,988948,SOLE,
Procter & Gamble,742718109,31277,5417176,SOLE,
Trane Technologies PLC,G8994E103,540,209914,SOLE,
Truist Financial Corp,89832Q109,9546,408300,SOLE,
Uber Technologies Inc,90353T100,3797379,285411006,SOLE,
Union Pac Corp,907818108,24420,6019036,SOLE,
Unum Group,91529Y106,3800,225872,SOLE,
Visa Inc Cl A,92826C839,265461,72988502,SOLE,
Vulcan Materials,929160109,23481,5880347,SOLE,
Wal Mart Stores Inc,931142103,10365,836974,SOLE,
Wells Fargo,949746101,402320,22727053,SOLE,
Anheuser-Busch InBev SA,B639CJ108,398625,26417297,SOLE,
Ashtead Group PLC,G05320109,4945913,383854835,SOLE,
Carlsberg B A/S,K36628137,23450,2800168,SOLE,
Cir SPA,T2R765103,251250,160674,SOLE,
Compagnie Financiere Richemont,H25662182,4509025,715200694,SOLE,
Davide Campari-Milano NV,N24565108,703377,5966030,SOLE,
Diageo PLC,G42089113,8452,295104,SOLE,
Hanjaya Mandala Sampoerna,Y7121Z146,5000000,250991,SOLE,
Heineken Holding NV,N39338194,8162463,617638801,SOLE,
Heineken NV,N39427211,25441,2261253,SOLE,
Lindt & Spruengli AG - Reg,H49983176,17,2172485,SOLE,
Loreal SA,F58149133,5769,2588596,SOLE,
LT Group Inc,Y5342M100,1775000,317386,SOLE,
Nestle SA-REG,H57312649,40081,4036846,SOLE,
Pernod Ricard,F72027109,3250416,491906191,SOLE,
Reckitt Benckiser Group PLC,G74079107,4230,259695,SOLE,
Swiss Helvetia FD Inc,870875101,283350,2535982,SOLE,
