Company,CUSIP,Shares,Value,Discretion,PutCall
BLACKLINE INC,09239B109,827619,23231265,OTR,
BRC INC,05601U105,13935560,15468472,OTR,
COGNEX CORP,192422103,339000,24550380,OTR,
EVOLENT HEALTH INC,30050B101,5563912,30156403,OTR,
FRESHPET INC,358039105,484741,28657888,OTR,
GXO LOGISTICS INCORPORATED,36262G101,984769,49927788,OTR,
PORTILLOS INC,73642K106,3442990,16319773,OTR,
V F CORP,918204108,4521894,75425192,OTR,
YETI HLDGS INC,98585X104,1194095,59179348,OTR,
