Company,CUSIP,Shares,Value,Discretion,PutCall
NCR VOYIX CORPORATION,62886E108,3464324,47946244,SOLE,
NOV INC,62955J103,2705128,39494869,SOLE,
NCR ATLEOS CORPORATION,63001N106,2289835,77671203,SOLE,
NETFLIX INC,64110L106,2799,2494805,SOLE,
PG&E CORP,69331C108,1080427,21803017,SOLE,
PAR PAC HOLDINGS INC,69888T207,71812,1176999,SOLE,
PIONEER BANCORP INC MD,723561106,166974,1923540,SOLE,
PONCE FINANCIAL GROUP INC,732344106,181562,2360306,SOLE,
QUANEX BLDG PRODS CORP,747619104,75057,1819382,SOLE,
RUSH ENTERPRISES INC,781846209,183942,10078182,SOLE,
SOTERA HEALTH CO,83601L102,45480,622166,SOLE,
STAGWELL INC,85256A109,1123516,7392735,SOLE,
TIDEWATER INC NEW,88642R109,94961,5195316,SOLE,
UBER TECHNOLOGIES INC,90353T100,1191597,71877131,SOLE,
UPWORK INC,91688F104,104881,1714804,SOLE,
VAIL RESORTS INC,91879Q109,522285,97902323,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,15064,1769719,SOLE,
VORNADO RLTY TR,929042109,1797749,75577368,SOLE,
WABTEC,929740108,472657,89611041,SOLE,
WAYFAIR INC,94419LAF8,4976000,4599814,SOLE,
WAYFAIR INC,94419LAM3,53978000,51754106,SOLE,
WELLS FARGO CO NEW,949746101,3769719,264785063,SOLE,
AON PLC,G0403H108,728493,261645546,SOLE,
ENSTAR GROUP LIMITED,G3075P101,6901,2222467,SOLE,
ICON PLC,G4705A100,451757,94737960,SOLE,
MAC COPPER LIMITED,G60409110,66447,705667,SOLE,
TE CONNECTIVITY PLC,G87052109,2662439,380648904,SOLE,
ORION S.A.,L72967109,318477,5028752,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,783232,162794771,SOLE,
ALLEGIANT TRAVEL CO,01748X102,34186,3217586,SOLE,
ALPHABET INC,02079K107,1816429,345920739,SOLE,
ALPHABET INC,02079K305,2689681,509156613,SOLE,
AMAZON COM INC,023135106,1534902,336742150,SOLE,
ANALOG DEVICES INC,032654105,2110767,448453557,SOLE,
BIO RAD LABS INC,090572207,157850,51855304,SOLE,
BROADCOM INC,11135F101,358276,83062708,SOLE,
CARMAX INC,143130102,2397062,195983789,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,614122,210502598,SOLE,
CITIGROUP INC,172967424,6760177,475848859,SOLE,
COLLIERS INTL GROUP INC,194693107,3450,469097,SOLE,
COMCAST CORP NEW,20030N101,10868463,407893416,SOLE,
DELL TECHNOLOGIES INC,24703L202,418505,48228516,SOLE,
DOUGLAS EMMETT INC,25960P109,5338673,99085771,SOLE,
EASTERN BANKSHARES INC,27627N105,121689,2099135,SOLE,
ECHOSTAR CORP,278768106,1051342,24075732,SOLE,
META PLATFORMS INC,30303M102,892456,522541913,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1102740,191402582,SOLE,
FORTUNE BRANDS INNOVATIONS I,34964C106,247018,16878740,SOLE,
GULFPORT ENERGY CORP,402635502,344320,63423744,SOLE,
HOWMET AEROSPACE INC,443201108,729258,79758947,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,4029773,340717307,SOLE,
ISHARES TR,46436E718,55996,5617519,SOLE,
JEFFERIES FINL GROUP INC,47233W109,2801498,219637443,SOLE,
KINDER MORGAN INC DEL,49456B101,7608900,208483860,SOLE,
LPL FINL HLDGS INC,50212V100,458289,149635941,SOLE,
LAUREATE EDUCATION INC,518613203,726055,13279546,SOLE,
MARRIOTT INTL INC NEW,571903202,555259,154883945,SOLE,
