Company,CUSIP,Shares,Value,Discretion
ALPHABET INC,02079K305,800,1402,SOLE
AMERICAN EXPRESS CO,025816109,210000,25391,SOLE
BK OF AMERICA CORP,060505104,767845,23273,SOLE
BERKSHIRE HATHAWAY INC DEL,084670108,30,10434,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,140600,32601,SOLE
FERRARI N V,N3167Y103,80000,18438,SOLE
MASTERCARD INC,57636Q104,65750,23469,SOLE
MICRON TECHNOLOGY INC,595112103,200000,15036,SOLE
MOODYS CORP,615369105,27000,7836,SOLE
SERITAGE GROWTH PPTYS,81752R100,500000,7340,SOLE
TWITTER INC,90184L102,30000,1625,SOLE
WELLS FARGO CO NEW,949746101,151741,4580,SOLE
