Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,259225,130804935,DFND,
ADOBE INC,00724F101,200490,101167254,DFND,
AGILENT TECHNOLOGIES INC,00846U101,1565765,227834465,DFND,
AGILENT TECHNOLOGIES INC,00846U101,2004693,291702878,DFND,
ALPHABET INC,02079K305,2118703,319775844,DFND,
ALPHABET INC,02079K305,2712191,409350988,DFND,
AMERICAN TOWER CORP NEW,03027X100,1176709,232505931,DFND,
AMERICAN TOWER CORP NEW,03027X100,919661,181715817,DFND,
ANALOG DEVICES INC,032654105,1379851,272920729,DFND,
ANALOG DEVICES INC,032654105,1766212,349339071,DFND,
AON PLC,G0403H108,524579,175062504,DFND,
AON PLC,G0403H108,671611,224130023,DFND,
APPLIED MATLS INC,038222105,1913006,394519227,DFND,
APPLIED MATLS INC,038222105,1494344,308178563,DFND,
AUTODESK INC,052769106,936653,243923174,DFND,
AUTODESK INC,052769106,732009,190629784,DFND,
BLACKROCK INC,09247X101,256118,213525577,DFND,
BLACKROCK INC,09247X101,222799,185747526,DFND,
BROADCOM INC,11135F101,355794,471572926,DFND,
BROADCOM INC,11135F101,455893,604245141,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,2003657,176662438,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,1564035,137900966,DFND,
CBRE GROUP INC,12504L109,2241919,218004204,DFND,
CBRE GROUP INC,12504L109,2870936,279169817,DFND,
CDW CORP,12514G108,608379,155611181,DFND,
CDW CORP,12514G108,778932,199235227,DFND,
CME GROUP INC,12572Q105,1012129,217901252,DFND,
CME GROUP INC,12572Q105,790462,170178564,DFND,
CREDIT ACCEP CORP MICH,225310101,138072,76153612,DFND,
CREDIT ACCEP CORP MICH,225310101,107859,59489631,DFND,
ECOLAB INC,278865100,548714,126698063,DFND,
ECOLAB INC,278865100,702206,162139365,DFND,
ENTEGRIS INC,29362U104,1103461,155080409,DFND,
ENTEGRIS INC,29362U104,1412430,198502912,DFND,
EQUIFAX INC,294429105,866455,231794042,DFND,
EQUIFAX INC,294429105,1109047,296692253,DFND,
FASTENAL CO,311900104,2980666,229928575,DFND,
FASTENAL CO,311900104,2328660,179632832,DFND,
FERGUSON PLC NEW,G3421J106,805231,175886607,DFND,
FERGUSON PLC NEW,G3421J106,1030372,225064156,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,2052569,229292483,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,1603135,179086211,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,2147573,295140957,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,1677573,230548857,DFND,
IQVIA HLDGS INC,46266C105,775099,196014786,DFND,
IQVIA HLDGS INC,46266C105,992241,250927826,DFND,
LIVE NATION ENTERTAINMENT IN,538034109,1405633,148673802,DFND,
LIVE NATION ENTERTAINMENT IN,538034109,1800061,190392452,DFND,
MICROSOFT CORP,594918104,634329,266874897,DFND,
MICROSOFT CORP,594918104,811943,341600659,DFND,
MOODYS CORP,615369105,286534,112616458,DFND,
MOODYS CORP,615369105,223872,87988412,DFND,
ORACLE CORP,68389X105,555460,69771331,DFND,
ORACLE CORP,68389X105,432492,54325320,DFND,
S&P GLOBAL INC,78409V104,908560,386546852,DFND,
S&P GLOBAL INC,78409V104,1162972,494786437,DFND,
SS&C TECHNOLOGIES HLDGS INC,78467J100,2739892,176366848,DFND,
SS&C TECHNOLOGIES HLDGS INC,78467J100,2140371,137775681,DFND,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1820348,247658345,DFND,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1421966,193458474,DFND,
THERMO FISHER SCIENTIFIC INC,883556102,379215,220403550,DFND,
THERMO FISHER SCIENTIFIC INC,883556102,485499,282176874,DFND,
TRADEWEB MKTS INC,892672106,725159,75539813,DFND,
TRADEWEB MKTS INC,892672106,565920,58951886,DFND,
TRINET GROUP INC,896288107,1286850,170494757,DFND,
TRINET GROUP INC,896288107,1643176,217704388,DFND,
VERISIGN INC,92343E102,752167,142543168,DFND,
VERISIGN INC,92343E102,962980,182494340,DFND,
VISA INC,92826C839,979888,273467143,DFND,
VISA INC,92826C839,1254258,350038323,DFND,
YUM BRANDS INC,988498101,812781,112692086,DFND,
YUM BRANDS INC,988498101,634519,87976059,DFND,
ZOETIS INC,98978V103,610618,103322672,DFND,
ZOETIS INC,98978V103,781644,132261981,DFND,
