Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,32520,5731000,SOLE,
CARVANA CO,146869102,510352,171968210,SOLE,
CREDIT ACCEP CORP MICH,225310101,128929,65680300,SOLE,
DEERE & CO,244199105,5001,2542958,SOLE,
H WORLD GROUP LTD,44332N106,659652,22375396,SOLE,
INTERACTIVE BROKERS GROUP IN,45841N107,849920,47094067,SOLE,
META PLATFORMS INC,30303M102,142988,105538013,SOLE,
MICROSOFT CORP,594918104,11500,5720215,SOLE,
PAYCOM SOFTWARE INC,70432V102,12395,2868203,SOLE,
PDD HOLDINGS INC,722304102,335569,35120652,SOLE,
WIX COM LTD,M98068105,338000,53559480,SOLE,
YUM CHINA HLDGS INC,98850P109,492265,22009168,SOLE,
