Company,CUSIP,Shares,Value,Discretion
3M CO,88579Y101,81000,11895660,SOLE
3M CO,88579Y101,212750,31244465,DFND
ACCENTURE PLC IRELAND,G1151C101,1,312,SOLE
ACCENTURE PLC IRELAND,G1151C101,159399,49738864,DFND
ACUITY BRANDS INC,00508Y102,9750,2567663,DFND
AIR PRODS & CHEMS INC,009158106,65000,19169800,DFND
AIRBNB INC,009066101,183820,21959137,DFND
ALLSTATE CORP,020002101,154550,32002669,DFND
ALPHABET INC,02079K305,72000,11134080,SOLE
ALPHABET INC,02079K107,297230,46436243,SOLE
ALPHABET INC,02079K305,485000,75000400,DFND
ALPHABET INC,02079K107,2452630,383174384,DFND
AMAZON COM INC,023135106,148432,28240672,SOLE
AMAZON COM INC,023135106,1882328,358131726,DFND
AMERICAN EXPRESS CO,025816109,10000,2690500,SOLE
AMERICAN EXPRESS CO,025816109,474250,127596964,DFND
ANALOG DEVICES INC,032654105,11000,2218370,SOLE
ANALOG DEVICES INC,032654105,1156671,233265840,DFND
ANHEUSER BUSCH INBEV SA/NV,03524A108,11000,677160,DFND
AON PLC,G0403H108,1500,598635,SOLE
AON PLC,G0403H108,127950,51063567,DFND
APOLLO GLOBAL MGMT INC,03769M106,22500,3081150,SOLE
APOLLO GLOBAL MGMT INC,03769M106,990000,135570600,DFND
APPLE INC,037833100,48200,10706666,SOLE
APPLE INC,037833100,1179090,261911261,DFND
ARCHER DANIELS MIDLAND CO,039483102,170727,8196603,SOLE
ARCHER DANIELS MIDLAND CO,039483102,1380573,66281309,DFND
BALL CORP,058498106,51000,2655570,DFND
BANK NEW YORK MELLON CORP,064058100,121500,10190205,DFND
BERKLEY W R CORP,084423102,60750,4322970,DFND
BERKSHIRE HATHAWAY INC DEL,084670108,590,471080544,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,1104460,588213307,SOLE
BERKSHIRE HATHAWAY INC DEL,084670108,524,418383399,DFND
BERKSHIRE HATHAWAY INC DEL,084670702,427511,227683808,DFND
BLACKROCK INC,09290D101,12000,11357760,SOLE
BLACKROCK INC,09290D101,208200,197057135,DFND
BLACKSTONE INC,09260D107,34500,4822410,SOLE
BLACKSTONE INC,09260D107,1194500,166967211,DFND
BROOKFIELD ASSET MANAGMT LTD,113004105,1238500,60005325,SOLE
BROOKFIELD ASSET MANAGMT LTD,113004105,955453,46291699,DFND
BROOKFIELD CORP,11271J107,3172138,166251753,SOLE
