Company,CUSIP,Shares,Value,Discretion
BROOKFIELD CORP,11271J107,5543603,290540234,DFND
BROWN FORMAN CORP,115637100,164600,5509162,SOLE
BROWN FORMAN CORP,115637209,145400,4934876,SOLE
BROWN FORMAN CORP,115637100,678400,22706048,DFND
BROWN FORMAN CORP,115637209,328787,11159032,DFND
BRUNSWICK CORP,117043109,29500,1588575,DFND
CABLE ONE INC,12685J105,11900,3162663,DFND
CAPITAL ONE FINL CORP,14040H105,7500,1344750,SOLE
CAPITAL ONE FINL CORP,14040H105,83500,14971550,DFND
CARLYLE GROUP INC,14316J108,44500,1939755,SOLE
CARLYLE GROUP INC,14316J108,1282500,55904175,DFND
CARMAX INC,143130102,7000,545440,SOLE
CARMAX INC,143130102,129500,10090640,DFND
CARRIER GLOBAL CORPORATION,14448C104,54600,3461640,SOLE
CARRIER GLOBAL CORPORATION,14448C104,180400,11437360,DFND
CATERPILLAR INC,149123101,10001,3298330,SOLE
CATERPILLAR INC,149123101,318049,104892560,DFND
CBOE GLOBAL MKTS INC,12503M108,6000,1357740,DFND
CELANESE CORP DEL,150870103,6000,340620,SOLE
CELANESE CORP DEL,150870103,75300,4274781,DFND
CHOICE HOTELS INTL INC,169905106,115500,15336090,DFND
CISCO SYS INC,17275R102,148000,9133080,SOLE
CISCO SYS INC,17275R102,194000,11971740,DFND
CME GROUP INC,12572Q105,9500,2520255,DFND
COMCAST CORP NEW,20030N101,133100,4911390,SOLE
COMCAST CORP NEW,20030N101,828780,30581982,DFND
COMFORT SYS USA INC,199908104,13000,4190290,DFND
COSTAR GROUP INC,22160N109,18600,1473678,DFND
COSTCO WHSL CORP NEW,22160K105,39150,37027287,DFND
CROWN HLDGS INC,228368106,3000,267780,SOLE
CROWN HLDGS INC,228368106,186500,16646990,DFND
DEERE & CO,244199105,877700,411948496,DFND
DIAGEO PLC,25243Q205,585314,61335054,SOLE
DIAGEO PLC,25243Q205,781394,81882277,DFND
DISNEY WALT CO,254687106,454237,44833192,SOLE
DISNEY WALT CO,254687106,1577428,155692144,DFND
DOLLAR GEN CORP NEW,256677105,3500,307755,SOLE
DOLLAR GEN CORP NEW,256677105,865750,76125397,DFND
DOMINOS PIZZA INC,25754A201,5500,2526975,DFND
EAGLE MATLS INC,26969P108,3500,776755,DFND
EASTMAN CHEM CO,277432100,4000,352440,SOLE
EASTMAN CHEM CO,277432100,70950,6251405,DFND
ECOLAB INC,278865100,23000,5830960,SOLE
ECOLAB INC,278865100,251300,63709576,DFND
EQUIFAX INC,294429105,72850,17743346,DFND
FACTSET RESH SYS INC,303075105,23000,10456720,SOLE
FACTSET RESH SYS INC,303075105,93720,42608862,DFND
FEDEX CORP,31428X106,4000,975120,SOLE
FEDEX CORP,31428X106,209000,50950020,DFND
FERGUSON ENTERPRISES INC,31488V107,123000,19708290,DFND
FRANCO NEV CORP,351858105,525250,82758390,DFND
GARTNER INC,366651107,5700,2392518,DFND
GENERAL DYNAMICS CORP,369550108,44000,11993520,SOLE
GENERAL DYNAMICS CORP,369550108,347000,94585261,DFND
GOLDMAN SACHS GROUP INC,38141G104,23650,12919759,SOLE
GOLDMAN SACHS GROUP INC,38141G104,335710,183395016,DFND
GRAHAM HLDGS CO,384637104,5200,4996472,DFND
GRAPHIC PACKAGING HLDG CO,388689101,461225,11973401,DFND
HAGERTY INC,405166109,3108000,28096320,SOLE
HANOVER INS GROUP INC,410867105,6000,1043700,SOLE
HANOVER INS GROUP INC,410867105,274000,47662300,DFND
HCA HEALTHCARE INC,40412C101,62001,21424446,DFND
HEICO CORP NEW,422806208,12202,2574256,SOLE
HEICO CORP NEW,422806208,367442,77519238,DFND
HERSHEY CO,427866108,54500,9321135,DFND
HEXCEL CORP NEW,428291108,38000,2080880,SOLE
HEXCEL CORP NEW,428291108,151000,8268760,DFND
HOME DEPOT INC,437076102,276906,101483280,SOLE
HOME DEPOT INC,437076102,643094,235687521,DFND
HUNTINGTON INGALLS INDS INC,446413106,18000,3672720,DFND
ILLINOIS TOOL WKS INC,452308109,16851,4179217,SOLE
ILLINOIS TOOL WKS INC,452308109,310649,77044059,DFND
INSPERITY INC,45778Q107,131728,11754089,DFND
INTERCONTINENTAL EXCHANGE IN,45866F104,5120,883200,DFND
INTUIT,461202103,2720,1670053,DFND
INVESTORS TITLE CO NC,461804106,213300,51422364,DFND
IQVIA HLDGS INC,46266C105,58726,10353394,DFND
JOHNSON & JOHNSON,478160104,26715,4430416,SOLE
JOHNSON & JOHNSON,478160104,584085,96864657,DFND
JPMORGAN CHASE & CO.,46625H100,252550,61950515,DFND
KKR & CO INC,48251W104,18000,2080980,SOLE
KKR & CO INC,48251W104,1433800,165761619,DFND
LAMAR ADVERTISING CO NEW,512816109,137000,15587860,DFND
LAUDER ESTEE COS INC,518439104,15000,990000,DFND
LINDE PLC,G54950103,7400,3445736,SOLE
LINDE PLC,G54950103,173600,80835104,DFND
LOCKHEED MARTIN CORP,539830109,61463,27456137,DFND
LOWES COS INC,548661107,61748,14401486,SOLE
LOWES COS INC,548661107,646482,150778996,DFND
LPL FINL HLDGS INC,50212V100,2289,748823,SOLE
LPL FINL HLDGS INC,50212V100,536815,175613660,DFND
MARRIOTT INTL INC NEW,571903202,52000,12386400,DFND
MARSH & MCLENNAN COS INC,571748102,20500,5002615,SOLE
MARSH & MCLENNAN COS INC,571748102,723000,176433691,DFND
MASTERCARD INCORPORATED,57636Q104,19984,10953630,SOLE
MASTERCARD INCORPORATED,57636Q104,187556,102803194,DFND
META PLATFORMS INC,30303M102,21610,12455140,SOLE
META PLATFORMS INC,30303M102,258471,148972346,DFND
MGM RESORTS INTERNATIONAL,552953101,85500,2534220,DFND
MICROSOFT CORP,594918104,23619,8866336,SOLE
MICROSOFT CORP,594918104,499111,187361279,DFND
MOODYS CORP,615369105,21096,9824196,SOLE
MOODYS CORP,615369105,192794,89782239,DFND
MSCI INC,55354G100,1000,565500,SOLE
MSCI INC,55354G100,141850,80216175,DFND
NIKE INC,654106103,46000,2920080,SOLE
NIKE INC,654106103,399400,25353912,DFND
NORFOLK SOUTHN CORP,655844108,29000,6868650,SOLE
NORFOLK SOUTHN CORP,655844108,200500,47488425,DFND
NOVO-NORDISK A S,670100205,1191840,82761370,SOLE
NOVO-NORDISK A S,670100205,958160,66534630,DFND
NVR INC,62944T105,175,1267768,SOLE
NVR INC,62944T105,11709,84824562,DFND
O-I GLASS INC,67098H104,100,1147,SOLE
O-I GLASS INC,67098H104,874000,10024780,DFND
OLD DOMINION FREIGHT LINE IN,679580100,6000,992700,SOLE
OLD DOMINION FREIGHT LINE IN,679580100,307200,50826240,DFND
OTIS WORLDWIDE CORP,68902V107,27300,2817360,SOLE
OTIS WORLDWIDE CORP,68902V107,87320,9011424,DFND
PAYCHEX INC,704326107,70000,10799600,SOLE
PAYCHEX INC,704326107,80000,12342400,DFND
PEPSICO INC,713448108,96210,14425727,DFND
PHILIP MORRIS INTL INC,718172109,114500,18174585,DFND
PRICE T ROWE GROUP INC,74144T108,32000,2939840,SOLE
PRICE T ROWE GROUP INC,74144T108,282000,25907341,DFND
PROGRESSIVE CORP,743315103,60000,16980600,SOLE
PROGRESSIVE CORP,743315103,693750,196338187,DFND
RENAISSANCERE HLDGS LTD,G7496G103,3000,720000,SOLE
RENAISSANCERE HLDGS LTD,G7496G103,67000,16080000,DFND
RLI CORP,749607107,192950,15499674,SOLE
RLI CORP,749607107,2201594,176854045,DFND
ROCKWELL AUTOMATION INC,773903109,7900,2041202,SOLE
ROCKWELL AUTOMATION INC,773903109,147000,37981860,DFND
ROLLINS INC,775711104,62475,3375524,SOLE
ROLLINS INC,775711104,1399800,75631196,DFND
RTX CORPORATION,75513E101,54600,7232316,SOLE
RTX CORPORATION,75513E101,169400,22438724,DFND
S&P GLOBAL INC,78409V104,1000,508100,SOLE
S&P GLOBAL INC,78409V104,149690,76057489,DFND
SCHWAB CHARLES CORP,808513105,129000,10098120,SOLE
SCHWAB CHARLES CORP,808513105,1235800,96738424,DFND
SCOTTS MIRACLE-GRO CO,810186106,9000,494010,SOLE
SCOTTS MIRACLE-GRO CO,810186106,159000,8727511,DFND
SEI INVTS CO,784117103,59000,4580170,SOLE
SEI INVTS CO,784117103,114200,8865346,DFND
SHERWIN WILLIAMS CO,824348106,94172,32883921,DFND
SHOPIFY INC,82509L107,102750,9810570,DFND
SONY GROUP CORP,835699307,335000,8505650,DFND
SPOTIFY TECHNOLOGY S A,L8681T102,25900,14245777,DFND
STARBUCKS CORP,855244109,40500,3972645,SOLE
STARBUCKS CORP,855244109,583318,57217662,DFND
SYSCO CORP,871829107,9000,675360,DFND
TARGET CORP,87612E106,7500,782700,SOLE
TARGET CORP,87612E106,125500,13097180,DFND
TEXAS INSTRS INC,882508104,1,180,SOLE
TEXAS INSTRS INC,882508104,723999,130102621,DFND
THERMO FISHER SCIENTIFIC INC,883556102,45000,22392000,DFND
TRANSUNION,89400J107,3000,248970,SOLE
TRANSUNION,89400J107,98050,8137170,DFND
TYSON FOODS INC,902494103,10000,638100,SOLE
TYSON FOODS INC,902494103,788500,50314185,DFND
UBER TECHNOLOGIES INC,90353T100,122000,8888920,DFND
UNION PAC CORP,907818108,11100,2622264,SOLE
UNION PAC CORP,907818108,74678,17641931,DFND
UNITED RENTALS INC,911363109,31150,19521705,DFND
UNITEDHEALTH GROUP INC,91324P102,28014,14672334,DFND
VERISK ANALYTICS INC,92345Y106,2500,744050,SOLE
VERISK ANALYTICS INC,92345Y106,153450,45669789,DFND
VISA INC,92826C839,76150,26687529,SOLE
VISA INC,92826C839,923135,323521892,DFND
WATSCO INC,942622200,41600,21145280,SOLE
WATSCO INC,942622200,548900,279005870,DFND
WELLS FARGO CO NEW,949746101,32000,2297280,SOLE
WELLS FARGO CO NEW,949746101,172450,12380186,DFND
WILLIS TOWERS WATSON PLC LTD,G96629103,8627,2915495,DFND
YUM BRANDS INC,988498101,225451,35476970,DFND
