Company,CUSIP,Shares,Value,Discretion,PutCall
ADMA BIOLOGICS INC,000899104,1649493,14861932,SOLE,
ALPHABET INC,02079K305,2956198,850084297,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,3855105,783280234,SOLE,
BADGER METER INC,056525108,142491,21708504,SOLE,
CATALYST PHARMACEUTICALS INC,14888U101,844887,20919402,SOLE,
CHURCH & DWIGHT CO INC,171340102,6641508,619785527,SOLE,
CLOROX CO DEL,189054109,257217,26655398,SOLE,
DOXIMITY INC,26622P107,691786,16118614,SOLE,
FORTINET INC,34959E109,6156675,503123481,SOLE,
HOME DEPOT INC,437076102,28611,9409872,SOLE,
IDEXX LABS INC,45168D104,1465786,823610496,SOLE,
MANHATTAN ASSOCIATES INC,562750109,120888,16092611,SOLE,
MARRIOTT INTL INC NEW,571903202,3370872,1102511105,SOLE,
MEDPACE HLDGS INC,58506Q109,62668,30092547,SOLE,
META PLATFORMS INC,30303M102,1321375,755998279,SOLE,
METTLER TOLEDO INTERNATIONAL,592688105,568516,717012379,SOLE,
MICROSOFT CORP,594918104,2079737,769856245,SOLE,
MSCI INC,55354G100,64788,34921380,SOLE,
NAPCO SEC TECHNOLOGIES INC,630402105,383596,15109846,SOLE,
NUTANIX INC,67059N108,577392,21946670,SOLE,
OTIS WORLDWIDE CORP,68902V107,2731635,210554426,SOLE,
PAYCOM SOFTWARE INC,70432V102,219457,26672804,SOLE,
PHILIP MORRIS INTL INC,718172109,5113163,845410370,SOLE,
PROCTER & GAMBLE CO,742718109,4199914,606635578,SOLE,
QUALYS INC,74758T303,226077,19860864,SOLE,
ROLLINS INC,775711104,619935,33110728,SOLE,
SABRE CORP,78573M104,9013783,13069985,SOLE,
STRYKER CORPORATION,863667101,3061416,1005950683,SOLE,
TEXAS INSTRS INC,882508104,2623124,509253293,SOLE,
VERISIGN INC,92343E102,113467,28180664,SOLE,
VERTIV HOLDINGS CO,92537N108,91254,22866427,SOLE,
VISA INC,92826C839,3104090,938180162,SOLE,
WATERS CORP,941848103,3212075,956555935,SOLE,
ZOETIS INC,98978V103,3877559,458366249,SOLE,
