Company,CUSIP,Shares,Value,Discretion,PutCall
ADVANCED MICRO DEVICES INC,007903107,221400,45039402,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,3465000,434718900,SOLE,
ALPHABET INC,02079K107,1732700,497042322,SOLE,
AMAZON COM INC,023135106,4320000,899726400,SOLE,
ASML HLDG NV,N07059210,49500,65381085,SOLE,
BAIDU INC,056752108,692100,77113782,SOLE,
BALL CORP,058498106,837000,49475070,SOLE,
CORNING INC,219350105,1129500,153578115,SOLE,
DEUTSCHE BK AG,D18190898,257616,7671804,SOLE,
ENERGY TRANSFER L P,29273V100,1576125,30419213,SOLE,
ISHARES INC,464286772,2400000,295224000,SOLE,
JD.COM INC,47215P106,1305000,38588850,SOLE,
KRANESHARES TRUST,500767306,1080000,30704400,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,198000,68339700,SOLE,
LAM RESEARCH CORP,512807306,382500,81724950,SOLE,
LYFT INC,55087P104,2700000,35910000,SOLE,
META PLATFORMS INC,30303M102,436500,249734745,SOLE,
MICRON TECHNOLOGY INC,595112103,1665000,562503600,SOLE,
MICROSOFT CORP,594918104,90000,33315300,SOLE,
MPLX LP,55336V100,502460,28675392,SOLE,
NRG ENERGY INC,629377508,1734442,253471354,SOLE,
NVIDIA CORPORATION,67066G104,1471500,256629600,SOLE,
PDD HOLDINGS INC,722304102,900000,91962000,SOLE,
QUALCOMM INC,747525103,498613,64211382,SOLE,
RTX CORPORATION,75513E101,342000,65971800,SOLE,
SANDISK CORP,80004C200,281250,178689375,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,1327500,448628625,SOLE,
UBER TECHNOLOGIES INC,90353T100,6332720,455512550,SOLE,
UNITEDHEALTH GROUP INC,91324P102,90000,24353100,SOLE,
VISTRA CORP,92840M102,2022332,304017170,SOLE,
WHIRLPOOL CORP,963320106,1950000,105144000,SOLE,
