Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,2067195,342844291,SOLE,
ASBURY AUTOMOTIVE GROUP INC,043436104,2108540,503076559,SOLE,
CAMPING WORLD HLDGS INC,13462K109,3108808,75295330,SOLE,
CANTALOUPE INC,138103106,7180000,53132000,SOLE,
COUPANG INC,22266T109,13017964,319591016,SOLE,
ENERGY TRANSFER L P,29273V100,17834322,286240868,SOLE,
LITHIA MTRS INC,536797103,2391188,759536956,SOLE,
LOAR HOLDINGS INC,53947R105,38434378,2866820255,SOLE,
META PLATFORMS INC,30303M102,620547,355225925,SOLE,
NUVATION BIO INC,67080N101,3811513,8728365,SOLE,
TEMPUR SEALY INTL INC,88023U101,3600000,196560000,SOLE,
U HAUL HOLDING COMPANY,023586100,36401,2820349,SOLE,
U HAUL HOLDING COMPANY,023586506,3403736,245068992,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,720779,212291039,SOLE,
